ID,Tipo de habitación,Título,Tipología,Ciudad,Localización,Municipio,Precio por noche Agosto,Precio por noche Octubre,Precio Medio,Valoración,Numero valoraciones,Dormitorios,Baños,Camas,Viajeros máximos
1030630786592119559,"Alojamiento entero: piso en Alcorcón, España",Alojamiento entero,Alojamiento,Madrid,"40.356,-3.811",Alcorcn,,,,,,3,2,,6
000000000018067583,"Alojamiento entero: apto. residencial en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.42864,-3.67681",Madrid,106,148,127,4.53,162,1,1,1,4
1126687450351900805,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.436194,-3.635192",Madrid,140,140,140,,1,1,1,,2
936634302336374135,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.4554,-3.6963",Madrid,108,205,156,,,1,1,1,2
1088539680538736617,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.4086,-3.6589",Madrid,,,,,,1,1,1,
670523894650218504,"Alojamiento entero: vivienda en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.44864,-3.60749",Madrid,330,332,331,,,4,2,6,9
941385687378773662,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.3778,-3.7328",Madrid,60,60,60,,2,1,1,1,
1106686900025434250,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.406581,-3.676648",Madrid,48,48,48,,,1,1,2,
000000000033002419,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.46132,-3.59217",Madrid,,,,4.66,191,1,1,1,
917922741750673213,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.419803,-3.707834",Madrid,97,151,124,4.58,52,1,1,2,2
000000000016444826,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.3855,-3.7033",Madrid,,,,4.67,45,1,1,2,2
999988505419653148,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.436366,-3.656152",Madrid,48,48,48,4.77,31,1,1,1,
950810794775877488,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.38762,-3.73398",Madrid,,,,4.78,73,3,1,4,7
1099379669226765308,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.3865,-3.6424",Madrid,,,,,1,1,1,1,
000000000007061159,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.40717,-3.74373",Madrid,,,,,,1,1,1,
735564050050881564,"Alojamiento entero: loft en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.39331,-3.71184",Madrid,97,97,97,4.62,50,1,1,2,4
1039158278837164465,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.39345,-3.670409",Madrid,200,200,200,,,2,1,3,6
1045592465518563705,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.432697,-3.692473",Madrid,133,133,133,,,1,1,,3
000000000020579404,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.42974,-3.68391",Madrid,158,158,158,,,1,1,1,2
1052098147793582990,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.44754,-3.57665",Madrid,,,,5.0,3,1,1,,2
000000000034378324,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.38087,-3.70192",Madrid,,150,150,,,3,1,4,5
1094985674009235808,"Habitación privada en: casa de invitados en Pozuelo de Alarcón, España",Habitación privada en,Habitación,Madrid,"40.43465,-3.81269",Pozuelo de Alarcn,45,45,45,,,4,1,4,1
862246946353143713,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.413,-3.7255",Madrid,,,,,,1,1,1,
1100596120166510149,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.41479,-3.70267",Madrid,,,,4.75,4,1,1,1,2
948391662354379444,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.45829,-3.68878",Madrid,55,55,55,4.84,45,1,1,1,
000000000049511750,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.43465,-3.70119",Madrid,104,403,254,4.51,43,1,1,2,4
904854302115777444,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.455684,-3.704978",Madrid,40,40,40,,,1,1,1,
000000000018100690,"Alojamiento entero: loft en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.47173,-3.58283",Madrid,43,43,43,4.66,508,1,1,1,2
656375669176241177,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.39964,-3.70119",Madrid,76,76,76,4.8,44,1,1,1,2
000000000028710478,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.42078,-3.6996",Madrid,106,199,152,4.59,220,1,1,2,3
000000000020265539,"Alojamiento entero: piso en Pozuelo de Alarcón, España",Alojamiento entero,Alojamiento,Madrid,"40.43655,-3.81801",Pozuelo de Alarcn,94,,94,4.72,152,2,2,3,4
000000000042831968,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.425,-3.6922",Madrid,,,,4.54,28,1,1,2,4
591093362257874483,"Habitación privada en: hostal en Madrid, España",Habitación privada en,Habitación,Madrid,"40.4304,-3.698",Madrid,,,,4.52,108,1,1,1,1
000000000004162483,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.44805,-3.60888",Madrid,,36,36,4.7,196,1,1,1,
000000000052180104,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.43269,-3.69978",Madrid,140,,140,4.62,81,2,2,2,6
582498237782066918,"Alojamiento entero: loft en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.489626,-3.664506",Madrid,59,59,59,4.85,61,1,1,2,2
993600367513473110,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.4332,-3.6191",Madrid,,,,4.6,15,1,1,,
555722653048129999,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.37967,-3.69431",Madrid,,,,,2,1,1,2,4
771172357661574741,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.4017,-3.6755",Madrid,85,85,85,4.86,14,1,1,1,4
942413375575081001,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.43277,-3.67177",Madrid,,,,,,1,1,1,
1138921119288365017,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.42597,-3.70452",Madrid,,,,,1,1,1,,2
000000000015995740,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.4432,-3.6323",Madrid,32,32,32,4.71,160,1,1,3,
000000000022245868,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.4289,-3.6643",Madrid,99,122,110,4.67,165,2,1,2,4
616530063987425028,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.4499,-3.69943",Madrid,112,156,134,4.68,63,1,1,1,4
000000000036307744,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.38109,-3.67054",Madrid,21,21,21,4.75,53,1,1,1,
1125905248035721189,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.4094,-3.7126",Madrid,93,152,122,,2,1,1,1,2
944795255722687936,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.39134,-3.701578",Madrid,92,107,100,4.72,18,1,1,1,4
1133229106461886931,"Habitación en San Fernando de Henares, España",Habitación,Habitación,Madrid,"40.427987,-3.529481",San Fernando de Henares,27,27,27,,,1,1,,
000000000044054491,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.4283,-3.66403",Madrid,183,183,183,4.77,216,2,1,3,4
807144510992300934,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.418859,-3.703488",Madrid,,,,4.62,60,1,1,1,
934866660466727278,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.3681,-3.6908",Madrid,30,30,30,,,1,1,1,
000000000012008311,"Alojamiento entero: apartamento con servicios en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.3856,-3.7033",Madrid,,,,,,1,1,1,2
881655562211241963,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.43536,-3.68125",Madrid,63,90,76,4.89,9,1,1,1,1
000000000016906233,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.43089,-3.70443",Madrid,84,128,106,4.45,121,1,1,3,3
000000000054087556,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.43717,-3.68503",Madrid,80,80,80,,,1,1,2,
884551511129760677,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.420662,-3.705541",Madrid,231,268,250,4.74,68,2,1,3,4
988115567037334923,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.449377,-3.698269",Madrid,107,107,107,,,1,1,2,2
1012183629573661013,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.3904,-3.6539",Madrid,25,22,24,,,1,1,1,
1130437082286699135,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.4729,-3.6421",Madrid,45,45,45,,1,1,1,1,
659123054635759016,"Alojamiento entero: loft en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.4597,-3.6536",Madrid,117,113,115,4.91,35,1,5,2,2
838257625143528925,"Habitación en Alcobendas, España",Habitación,Habitación,Madrid,"40.54314,-3.64243",Alcobendas,41,41,41,4.85,61,1,1,1,
1142036897983346485,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.39744,-3.73707",Madrid,,,,,,1,1,1,
998642799273500632,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.426049,-3.66276",Madrid,32,32,32,4.71,45,1,1,1,
763023428920862616,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.41284,-3.72853",Madrid,,,,4.73,49,3,1,,6
000000000034774177,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.42104,-3.65477",Madrid,38,38,38,,,1,1,1,
000000000051836498,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.4352,-3.64775",Madrid,,26,26,4.7,23,1,1,1,
979955278080859390,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.3575,-3.6858",Madrid,98,,98,,,1,1,2,3
812247755136666376,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.387216,-3.736188",Madrid,93,93,93,4.89,46,1,5,2,4
948628556127072498,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.402202,-3.690328",Madrid,,,,4.76,21,1,1,1,2
1016024640648491359,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.38785,-3.72582",Madrid,,,,,,2,1,,5
000000000018093383,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.42363,-3.67766",Madrid,,,,,,2,1,3,5
770804778174448545,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.41511,-3.67569",Madrid,90,113,102,4.75,85,1,2,2,4
778404699390354331,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.4741,-3.5754",Madrid,95,95,95,,,1,1,2,3
000000000038071198,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.38087,-3.65252",Madrid,52,52,52,,,1,1,2,
654055144846199595,"Alojamiento entero: loft en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.42707,-3.65059",Madrid,77,74,76,4.74,116,1,1,1,3
000000000050818019,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.41241,-3.69477",Madrid,122,227,174,,,1,1,2,4
000000000011664287,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.4348,-3.7037",Madrid,,,,,,1,5,2,3
1113744074850403388,"Habitación en Torrejón de Ardoz, España",Habitación,Habitación,Madrid,"40.458609,-3.478438",Torrejn de Ardoz,,,,,2,1,1,1,
000000000049833133,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.4276,-3.7011",Madrid,,135,135,,,1,1,1,2
1110296644884208553,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.3759,-3.6675",Madrid,,,,,2,1,1,3,
000000000000933326,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.4055,-3.6921",Madrid,80,,80,4.67,107,2,1,3,5
000000000034490476,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.42722,-3.65758",Madrid,,,,4.77,69,1,1,1,
906605411630358233,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.4112,-3.6957",Madrid,127,170,148,4.79,66,1,1,,2
945149189480344890,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.4159,-3.6755",Madrid,,301,301,,,3,2,4,6
831713147993383367,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.462516,-3.70728",Madrid,,,,4.88,32,1,1,2,4
803380875580433064,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.4423,-3.6712",Madrid,94,179,136,4.6,20,1,1,1,2
