ID,Tipo de habitación,Título,Tipología,Ciudad,Localización,Municipio,Precio por noche Agosto,Precio por noche Octubre,Precio Medio,Valoración,Numero valoraciones,Dormitorios,Baños,Camas,Viajeros máximos
0000000000045132398,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,,,,4.61,56,1,1,1,
1076554509580446782,"Alojamiento entero: apartamento con servicios en L'Hospitalet de Llobregat, España",Alojamiento entero,Alojamiento,Barcelona,,LHospitalet de Llobregat,262,242,252,,1,1,1,1,2
0834528860474724529,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,,,,4.65,37,1,1,1,
0000000000042750246,"Alojamiento entero: apto. residencial en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,270,,270,,,1,1,1,2
1097112004227821816,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,,,,3.67,3,1,1,,4
1006156935438637382,"Alojamiento entero: piso en L'Hospitalet de Llobregat, España",Alojamiento entero,Alojamiento,Barcelona,,LHospitalet de Llobregat,410,,410,4.89,9,3,2,,6
0621578530149363960,"Alojamiento entero: vivienda en Vallirana, Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,,,,,,3,2,3,6
0000000000026045992,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,100,85,92,4.87,30,1,1,1,
0926745843879128829,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,,,,,,1,1,,
1099795085328693799,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,,,,,1,3,2,,4
0000000000035293055,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,340,,340,,,2,1,2,3
0961287943216806993,"Habitación en hotel en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,136,150,143,4.45,65,1,5,2,2
0812246347142021093,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,230,212,221,4.71,7,3,1,4,5
1104518412742598054,"Habitación privada en: piso en Barcelona, España",Habitación privada en,Habitación,Barcelona,,Barcelona,100,100,100,,1,1,1,1,2
0000000000000269467,"Alojamiento entero: loft en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,,,,4.74,87,1,1,1,2
0000000000003000013,"Alojamiento entero: loft en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,,,,4.7,169,1,1,1,2
0950039730069038028,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,,60,60,,,1,1,1,
0928338662616912848,"Alojamiento entero: apto. residencial en Sant Adrià de Besòs, España",Alojamiento entero,Alojamiento,Barcelona,,Sant Adri de Bess,,199,199,,,2,1,3,4
0000000000001472974,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,,,,,,2,1,3,5
0000000000023292833,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,,,,4.81,237,2,2,3,4
0548986047801675449,"Habitación en hotel boutique en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,199,336,268,4.81,301,1,1,1,2
1095095263311632684,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,70,60,65,,,1,1,1,
0974548465644564948,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,350,300,325,4.9,20,4,2,5,6
1128702335103531878,"Habitación privada en: piso en Barcelona, España",Habitación privada en,Habitación,Barcelona,,Barcelona,,76,76,4.4,10,1,1,1,2
0794835500300069585,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,,,,4.83,30,3,1,2,
0000000000007697720,"Alojamiento entero: piso en L'Hospitalet de Llobregat, España",Alojamiento entero,Alojamiento,Barcelona,,LHospitalet de Llobregat,135,130,132,4.7,283,1,1,2,3
0791181982987725480,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,,,,4.64,14,1,1,,
0000000000013414738,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,,,,,,1,1,1,
0606296281745876656,"Habitación en Montgat, España",Habitación,Habitación,Barcelona,,Montgat,,52,52,,,1,1,1,
0888070459646437490,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,424,478,451,4.51,88,2,2,3,5
1082795493427621214,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,,89,89,,1,1,1,1,
0000000000013542660,"Habitación en Sabadell, España",Habitación,Habitación,Barcelona,,Sabadell,,,,,,1,1,2,
0925231332536011790,"Habitación privada en: piso en Barcelona, España",Habitación privada en,Habitación,Barcelona,,Barcelona,79,70,74,4.05,38,1,1,1,2
0893594961352167702,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,,43,43,4.61,56,1,1,1,
0748616629154842649,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,223,180,202,4.83,41,1,1,1,2
0897124326635436029,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,90,90,90,5.0,8,1,1,1,
0000000000012694296,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,,,,4.81,218,3,1,3,5
0000000000040977950,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,45,45,45,4.78,9,1,1,1,
0879509664098716584,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,248,212,230,4.81,62,2,2,2,6
1061564789392372524,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,636,,636,,,4,2,6,8
0647487917767289222,"Alojamiento entero: apto. residencial en Massanes, España",Alojamiento entero,Alojamiento,Barcelona,,Massanes,,70,70,,,1,1,1,2
0548963767781137795,"Habitación en hotel boutique en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,179,302,240,,,1,1,1,1
0000000000013555213,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,125,125,125,4.42,92,1,1,1,2
1009998254496936288,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,100,95,98,4.29,7,1,1,1,
0000000000043818188,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,50,50,50,4.7,20,1,1,1,2
0000000000016895531,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,,,,4.94,47,3,1,4,3
0000000000044400971,"Alojamiento entero: piso en Montgat, España",Alojamiento entero,Alojamiento,Barcelona,,Montgat,,,,4.73,71,2,1,3,6
0000000000003446011,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,,,,4.38,59,1,1,2,3
1123750964586101739,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,129,149,139,5.0,3,1,1,1,
0718204963117477144,"Alojamiento entero: loft en L'Hospitalet de Llobregat, España",Alojamiento entero,Alojamiento,Barcelona,,LHospitalet de Llobregat,180,150,165,4.79,68,1,1,,3
0924359477872128795,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,50,47,48,4.53,19,1,1,1,
1121940494221317956,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,,,,,1,1,1,,
1092559540939383688,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,,,,4.78,9,1,1,1,
1140329339075300809,"Habitación en Santa Coloma de Gramenet, España",Habitación,Habitación,Barcelona,,Santa Coloma de Gramenet,,61,61,,,1,1,1,
1097227556054797468,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,179,99,139,5.0,3,1,1,1,
0000000000019873910,"Alojamiento entero: apartamento con servicios en L'Hospitalet de Llobregat, España",Alojamiento entero,Alojamiento,Barcelona,,LHospitalet de Llobregat,150,119,134,4.82,34,1,1,2,2
1103576850253594894,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,311,241,276,,,2,2,2,4
0976651844193309363,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,,120,120,4.67,43,1,1,1,
0000000000008677938,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,140,135,138,4.74,106,2,1,2,3
1138231136334446211,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,,,,,,2,1,2,4
0899656745699012491,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,,,,4.83,24,2,1,4,4
0822922065338428831,"Alojamiento entero: vivienda en Collbató, España",Alojamiento entero,Alojamiento,Barcelona,,Collbat,75,75,75,,,1,1,,2
0860194931823420485,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,308,280,294,4.62,26,5,5,5,8
0959384519001056806,"Habitación en Sabadell, España",Habitación,Habitación,Barcelona,,Sabadell,,,,,,1,1,1,
0000000000023908196,"Alojamiento entero: apto. residencial en Montcada i Reixac, España",Alojamiento entero,Alojamiento,Barcelona,,Montcada i Reixac,,,,4.82,260,1,1,4,4
1131157591048193921,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,140,140,140,,,2,1,,2
0000000000029280143,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,,,,,,1,1,2,2
1149128271336629817,"Alojamiento entero: piso en L'Hospitalet de Llobregat, España",Alojamiento entero,Alojamiento,Barcelona,,LHospitalet de Llobregat,905,905,905,,,1,1,1,2
0000000000050226335,"Alojamiento entero: piso en Aiguafreda, España",Alojamiento entero,Alojamiento,Barcelona,,Aiguafreda,,84,84,4.82,61,1,1,3,4
1147599053604768118,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,130,130,130,,,1,1,,
0893072176684935655,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,45,37,41,4.75,36,1,1,1,
0843974646854006301,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,,320,320,4.76,29,2,1,3,5
0000000000043218188,"Alojamiento entero: apto. residencial en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,,,,4.76,68,2,2,3,4
1075269002105237978,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,,,,4.8,5,1,1,,
0635419814683312873,"Alojamiento entero: suite con entrada independiente en Sant Celoni, España",Alojamiento entero,Alojamiento,Barcelona,,Sant Celoni,,30,30,5.0,4,2,1,,4
0000000000037805222,"Alojamiento entero: piso en L'Hospitalet de Llobregat, España",Alojamiento entero,Alojamiento,Barcelona,,LHospitalet de Llobregat,150,150,150,4.42,163,1,1,1,2
0663658440024542755,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,,,,,,1,1,,
1109540850895587727,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,50,50,50,5.0,3,1,1,1,
1107266131628495787,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,129,,129,,1,1,1,1,
1124615356814928991,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,700,700,700,3.75,4,1,1,,2
0000000000042634601,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,129,78,104,4.52,65,1,1,1,
0000000000008734389,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,231,156,194,4.83,363,1,1,1,
0954907052015745947,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,,,,4.83,36,1,1,1,
0992484311340614004,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,,,,4.69,39,1,1,,
0000000000041372652,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,,360,360,4.95,20,2,2,4,5
0000000000001329829,"Alojamiento entero: apto. residencial en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,,,,,,1,1,1,2
0000000000018038313,"Alojamiento entero: loft en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,190,,190,,,1,1,1,2
1129754120409589088,"Alojamiento entero: piso en Ripollet, España",Alojamiento entero,Alojamiento,Barcelona,,Ripollet,,80,80,,2,1,1,,2
0932454660997786885,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,418,312,365,4.78,23,2,2,2,4
0602228025814091083,"Alojamiento entero: apartamento con servicios en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,205,195,200,,,1,1,1,2
0602199641013368552,"Alojamiento entero: apartamento con servicios en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,225,195,210,,,1,1,1,2
1121935266994554355,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,,,,,1,1,1,,2
0000000000000588268,"Alojamiento entero: loft en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,190,,190,4.77,414,1,1,1,2
0836166399251680904,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,,23,23,4.6,48,1,1,1,
0000000000037828199,"Habitación en Santa Coloma de Gramenet, España",Habitación,Habitación,Barcelona,,Santa Coloma de Gramenet,,35,35,4.48,21,1,1,,
0983144385785086108,"Habitación en Sabadell, España",Habitación,Habitación,Barcelona,,Sabadell,49,49,49,5.0,3,1,1,1,
0712041128725557349,"Alojamiento entero: piso en Santa Coloma de Gramenet, España",Alojamiento entero,Alojamiento,Barcelona,,Santa Coloma de Gramenet,,,,4.86,36,1,1,,2
0889658757021971661,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,,65,65,4.72,64,1,1,,
0000000000012543540,"Alojamiento entero: piso en Castellbell i el Vilar, España",Alojamiento entero,Alojamiento,Barcelona,,Castellbell i el Vilar,80,80,80,4.77,30,1,5,5,4
1093420674156462128,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,65,65,65,,,1,1,1,
0948459948370840899,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,,,,4.71,24,1,1,1,
0571633724889017034,"Habitación en Santa Coloma de Gramenet, España",Habitación,Habitación,Barcelona,,Santa Coloma de Gramenet,,65,65,4.62,37,1,1,1,
0000000000005791726,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,225,225,225,,,2,1,2,4
0000000000031355278,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,,,,4.68,53,2,1,2,5
0939548143512422268,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,577,,577,4.8,10,3,2,4,6
1140587578624790369,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,120,120,120,,,1,1,1,
0000000000001064956,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,,,,4.44,131,1,1,1,2
1124974758205474950,"Habitación en Badalona, España",Habitación,Habitación,Barcelona,,Badalona,,,,4.75,4,1,1,,
0000000000005360628,"Alojamiento entero: villa en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,,,,4.89,18,3,2,5,8
1028712102173688944,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,,100,100,4.0,4,1,1,1,2
0879485762386282670,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,,172,172,,,1,1,1,2
1091999382768318699,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,,64,64,,1,1,1,,
0649650459669637672,"Habitación en Terrassa, España",Habitación,Habitación,Barcelona,,Terrassa,34,34,34,,,2,1,,
0000000000005101904,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,,,,,,2,1,3,4
0000000000037358318,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,80,,80,4.73,80,1,1,1,
0000000000019060476,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,528,406,467,,,3,2,3,8
0000000000049436323,"Alojamiento entero: piso en Badalona, España",Alojamiento entero,Alojamiento,Barcelona,,Badalona,,,,5.0,5,2,1,2,4
0841966879271726650,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,190,180,185,4.11,44,2,1,3,4
0000000000009121541,"Alojamiento entero: loft en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,,,,,,1,1,1,2
0000000000037318310,"Alojamiento entero: piso en Badalona, España",Alojamiento entero,Alojamiento,Barcelona,,Badalona,216,,216,4.53,142,2,1,3,5
0892157919701159228,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,60,60,60,4.76,17,1,1,2,
1116613227686575693,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,200,100,150,,,1,1,1,4
0000000000019881218,"Alojamiento entero: villa en Matadepera, España",Alojamiento entero,Alojamiento,Barcelona,,Matadepera,,,,,,3,3,4,6
0867357474318379332,"Alojamiento entero: vivienda en Badalona, España",Alojamiento entero,Alojamiento,Barcelona,,Badalona,315,262,288,,,2,5,5,6
1120390632817109345,"Alojamiento entero: loft en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,,,,,1,1,5,2,4
0000000000001478299,"Alojamiento entero: loft en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,,,,,,1,1,2,1
0958532614959596381,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,99,95,97,4.55,11,1,1,1,
1118928926492369620,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,170,170,170,,2,1,1,1,
0949876366227456703,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,129,,129,4.32,22,1,1,,
1050853123513689183,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,,,,,2,1,1,,
0000000000025534932,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,56,56,56,,,1,1,1,
0572182415885999147,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,300,200,250,4.77,35,1,1,2,2
0000000000009935318,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,,,,,,1,1,1,
0877177441971312348,"Habitación en Premià de Dalt, España",Habitación,Habitación,Barcelona,,Premi de Dalt,30,30,30,,,1,1,,
0000000000017151393,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,327,259,293,,,1,1,1,2
0000000000032906782,"Habitación privada en: hostal en Barcelona, España",Habitación privada en,Habitación,Barcelona,,Barcelona,265,186,226,,,1,1,2,3
0000000000042832993,,,nan,Barcelona,,,,,,,,,1,,
0960090134217747028,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,,,,,,1,1,,
0947961907075168842,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,85,85,85,4.71,31,1,1,,
0740411191443804315,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,406,,406,,,2,1,1,4
0000000000003218014,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,155,69,112,4.78,334,2,1,2,5
0757259744857758526,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,129,75,102,4.72,54,1,1,1,
0669962301514809127,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,72,72,72,4.81,69,1,1,1,
0000000000002097376,"Alojamiento entero: piso en Hospitalet de Llobregat, España",Alojamiento entero,Alojamiento,Barcelona,,Hospitalet de Llobregat,125,120,122,4.82,357,1,1,,2
0000000000029315272,"Alojamiento entero: casa de invitados en Can Nadal, España",Alojamiento entero,Alojamiento,Barcelona,,Can Nadal,,110,110,,,1,1,2,4
1113665756171994796,"Habitación en Rubí, España",Habitación,Habitación,Barcelona,,Rub,,,,4.89,9,1,1,1,
0000000000026523711,"Alojamiento entero: piso en Sabadell, España",Alojamiento entero,Alojamiento,Barcelona,,Sabadell,,120,120,,,1,1,1,4
1099824047059627746,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,215,215,215,,1,2,1,2,4
0000000000025438476,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,175,165,170,4.7,80,2,5,2,4
0922464878756375700,"Habitación privada en: piso en Barcelona, España",Habitación privada en,Habitación,Barcelona,,Barcelona,,,,4.78,76,1,1,,2
0701570420533733026,"Alojamiento entero: piso en Sant Adrià de Besòs, España",Alojamiento entero,Alojamiento,Barcelona,,Sant Adri de Bess,,,,,,2,1,2,3
0000000000032435134,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,,,,4.76,190,2,1,3,4
1110082022297304597,"Habitación privada en: piso en Badalona, España",Habitación privada en,Habitación,Barcelona,,Badalona,60,60,60,4.6,5,1,1,,2
0931519812707547207,"Alojamiento entero: villa en Cabrils, España",Alojamiento entero,Alojamiento,Barcelona,,Cabrils,,517,517,,,4,5,6,0
0712019955163429986,"Habitación en Santa Coloma de Gramenet, España",Habitación,Habitación,Barcelona,,Santa Coloma de Gramenet,,,,4.6,43,1,1,,
1050954547569461230,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,,,,4.75,8,2,1,2,4
0633850880957474964,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,504,370,437,4.63,48,2,2,3,5
1041850782586171306,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,320,,320,,,1,1,1,2
0669177034776921808,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,,,,4.3,63,1,1,1,2
1132530455479745973,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,76,60,68,,,1,1,,
0000000000028349493,"Alojamiento entero: apartamento con servicios en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,406,489,448,4.69,145,2,2,4,5
0000000000021355079,"Habitación en Esplugues de Llobrega, España",Habitación,Habitación,Barcelona,,Esplugues de Llobrega,,,,4.71,166,1,1,1,
0995740216386278670,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,,,,4.76,21,1,1,1,4
1089761968170585409,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,,,,,2,1,1,,
0000000000001604559,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,,,,,,1,1,,2
0000000000025364321,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,265,300,282,4.41,361,1,1,2,2
1079208911431521212,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,,,,4.63,8,1,1,1,2
0745486676233127450,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,80,65,72,4.76,50,1,1,,
0000000000045652524,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,,,,,,2,1,4,4
0673276379194656210,"Habitación en L'Hospitalet de Llobregat, España",Habitación,Habitación,Barcelona,,LHospitalet de Llobregat,,56,56,,,1,1,2,
0000000000042619736,"Habitación privada en: suite con entrada independiente en Barcelona, España",Habitación privada en,Habitación,Barcelona,,Barcelona,,,,4.5,228,1,1,1,2
1084560357947897514,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,400,508,454,4.6,10,2,2,2,4
0900433883197624838,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,,,,4.4,10,1,1,2,4
0000000000031884524,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,100,100,100,4.74,19,1,1,1,
0000000000027574462,"Habitación en Sant Cugat del Vallès, España",Habitación,Habitación,Barcelona,,Sant Cugat del Valls,80,67,74,,,1,1,1,
0707553181004662175,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,80,60,70,4.54,56,1,1,,
1140717328893210788,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,140,140,140,,,1,1,2,
1010880665658875156,"Casa particular cubana en Olesa de Bonesvalls, España",Casa particular cubana,Casa,Barcelona,,Olesa de Bonesvalls,,70,70,5.0,4,1,1,1,2
1148460067213289058,"Habitación en Sant Boi de Llobregat, España",Habitación,Habitación,Barcelona,,Sant Boi de Llobregat,50,50,50,,,1,1,,
0873206425061702095,"Alojamiento entero: piso en L'Hospitalet de Llobregat, España",Alojamiento entero,Alojamiento,Barcelona,,LHospitalet de Llobregat,245,189,217,,,2,1,3,4
1080407799565504912,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,,,,,1,1,1,1,
0855069145896790486,"Alojamiento entero: piso en L'Ametlla del Vallès, España",Alojamiento entero,Alojamiento,Barcelona,,LAmetlla del Valls,75,75,75,,,1,1,1,2
1110645966155434883,"Alojamiento entero en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,190,110,150,4.43,7,1,1,,3
0000000000039772949,,,nan,Barcelona,,,,,,,,,1,,
0000000000021501241,"Alojamiento entero: loft en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,211,235,223,4.49,190,1,1,2,3
0000000000008221000,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,,173,173,4.61,187,3,5,6,8
1079005887136672505,,,nan,Barcelona,,,250,200,225,,,,1,,
0826704699338808029,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,63,40,52,5.0,4,1,1,,
0683942367890488023,"Alojamiento entero: apartamento con servicios en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,,387,387,4.63,8,3,2,4,6
0991778917285134934,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,,,,4.38,8,1,1,1,2
0000000000030366030,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,,200,200,4.85,67,2,1,2,4
0000000000052995967,,,nan,Barcelona,,,,,,,,,1,,
0000000000053210204,"Habitación en Cerdanyola del Vallès, España",Habitación,Habitación,Barcelona,,Cerdanyola del Valls,,,,,,1,1,,
0000000000052139610,"Habitación privada en: hostal en Barcelona, España",Habitación privada en,Habitación,Barcelona,,Barcelona,198,271,234,,,1,1,1,3
0689660342498881965,"Habitación en Barcelona, España",Habitación,Habitación,Barcelona,,Barcelona,,,,4.62,86,1,1,1,
0000000000029841287,"Alojamiento entero: piso en Barcelona, España",Alojamiento entero,Alojamiento,Barcelona,,Barcelona,,,,,,3,2,5,5
