Unnamed: 0,ID,Tipo de habitación,Ciudad,Localización,Precio por noche Octubre,Precio por noche Agosto,Valoración,Numero valoraciones,Dormitorios,Baños,Camas,Viajeros máximos
485,52849268,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Sin valoraciones,1 dormitorio,1 baño,1 cama,2 viajeros
486,1019574074592101704,"Alojamiento entero: piso en L'Ametlla del Vallès, España",Barcelona,,95 €,95 €,Sin valoraciones,Sin valoraciones,2 dormitorios,1 baño,2 camas,4 viajeros
487,523859616457115751,"Alojamiento entero: apartamento con servicios en L'Hospitalet de Llobregat, España",Barcelona,,219 €,219 €,"4,76",154 evaluaciones,1 dormitorio,1 baño,No especificado,2 viajeros
488,1097219003124353923,"Habitación en Barcelona, España",Barcelona,,99 €,179 €,"5,0",4 evaluaciones,1 dormitorio,· baño privado en la habitación,1 cama,No especificado
489,675205525764312327,"Alojamiento entero: piso en Barcelona, España",Barcelona,,319 €,319 €,"4,74",42 evaluaciones,2 dormitorios,2 baños,3 camas,5 viajeros
490,53618668,"Alojamiento entero: casa de invitados en Vilanova del Vallès, España",Barcelona,,108 €,140 €,Sin valoraciones,Sin valoraciones,1 dormitorio,1 baño,No especificado,5 viajeros
491,28366489,"Habitación en Barcelona, España",Barcelona,,42 €,53 €,"4,69",81 evaluaciones,1 dormitorio,n baño,1 cama,No especificado
492,1107030373454647263,"Barco en Sant Adrià de Besòs, España",Barcelona,,260 €,267 €,Nuevo,Mostrar másMostrar más. Abre el perfil del anfitrión.,2 dormitorios,2 baños,2 camas,4 viajeros
493,1149216937351419541,"Habitación privada en: piso en Barcelona, España",Barcelona,,100 €,100 €,Nuevo,Sin valoraciones,1 dormitorio,1 baño,1 cama,2 viajeros
494,1068713284608800180,"Alojamiento entero: piso en Barcelona, España",Barcelona,,171 €,No disponible en Agosto,Sin valoraciones,2 evaluaciones,1 dormitorio,1 baño,1 cama,3 viajeros
495,1128678828827344321,"Habitación privada en: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"5,0",3 evaluaciones,1 dormitorio,2 baños,1 cama,2 viajeros
496,54342312,,Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Sin valoraciones,,,,
497,26387761,"Alojamiento entero: piso en Barcelona, España",Barcelona,,345 €,No disponible en Agosto,"4,53",72 evaluaciones,2 dormitorios,1 baño,3 camas,3 viajeros
498,1035271287178550909,"Habitación en Barcelona, España",Barcelona,,75 €,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,baño compartido,No especificado,No especificado
499,1130145677098700485,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Nuevo,1 evaluación,1 dormitorio,1 baño,No especificado,2 viajeros
500,48114044,"Alojamiento entero: vivienda en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Sin valoraciones,2 dormitorios,1 baño,3 camas,4 viajeros
501,554746044210771809,"Alojamiento entero: piso en Santa Coloma de Gramenet, España",Barcelona,,No disponible en Octubre,150 €,"4,0",30 evaluaciones,1 dormitorio,1 baño,2 camas,3 viajeros
502,1121111046615014514,"Habitación en Barcelona, España",Barcelona,,60 €,No disponible en Agosto,Nuevo,Mostrar másMostrar más. Abre el perfil del anfitrión.,3 dormitorios,baño compartido,No especificado,No especificado
503,593480281022045239,"Alojamiento entero: piso en L'Hospitalet de Llobregat, España",Barcelona,,213 €,213 €,Sin valoraciones,Sin valoraciones,2 dormitorios,1 baño,2 camas,5 viajeros
504,954997052327945081,"Habitación en El Masnou, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Sin valoraciones,1 dormitorio,baño compartido,1 cama,No especificado
505,1083920536967873739,"Alojamiento entero: vivienda en Sant Pere de Vilamajor, España",Barcelona,,180 €,No disponible en Agosto,Sin valoraciones,2 evaluaciones,3 dormitorios,1 baño,3 camas,6 viajeros
506,4691397,"Habitación privada en: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,46",227 evaluaciones,1 dormitorio,5 baños compartidos,1 cama,2 viajeros
507,1006222935244656524,"Alojamiento entero: piso en Barcelona, España",Barcelona,,500 €,400 €,Sin valoraciones,Sin valoraciones,4 dormitorios,1 baño,No especificado,5 viajeros
508,894731993472147963,"Habitación en El Prat de Llobregat, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"5,0",3 evaluaciones,4 dormitorios,baño compartido,No especificado,No especificado
509,1122405002770384749,"Alojamiento entero: piso en Barcelona, España",Barcelona,,224 €,224 €,Nuevo,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,1 baño,1 cama,3 viajeros
510,1041795728778235309,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,320 €,Sin valoraciones,Sin valoraciones,1 dormitorio,1 baño,1 cama,2 viajeros
511,1012027667177913215,"Habitación en Barcelona, España",Barcelona,,40 €,60 €,"4,30",10 evaluaciones,1 dormitorio,baño compartido,No especificado,No especificado
512,37958004,"Alojamiento entero: casa de invitados en Santa Perpètua de Mogoda, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,51",201 evaluaciones,2 dormitorios,1 baño,2 camas,3 viajeros
513,17294887,"Alojamiento entero: piso en Barcelona, España",Barcelona,,183 €,No disponible en Agosto,"4,60",260 evaluaciones,2 dormitorios,1 baño,2 camas,4 viajeros
514,1035609497964759025,"Alojamiento entero: piso en Barcelona, España",Barcelona,,100 €,100 €,Nuevo,Sin valoraciones,1 dormitorio,1 baño,No especificado,4 viajeros
515,581025528627007525,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,240 €,Sin valoraciones,Sin valoraciones,1 dormitorio,1 baño,1 cama,2 viajeros
516,900837928920343749,"Alojamiento entero: piso en Santa Coloma de Gramenet, España",Barcelona,,90 €,No disponible en Agosto,"4,65",17 evaluaciones,3 dormitorios,1 baño,3 camas,6 viajeros
517,744993583669936380,"Habitación en Badia del Vallès, España",Barcelona,,22 €,No disponible en Agosto,"4,51",37 evaluaciones,1 dormitorio,baño compartido,No especificado,No especificado
518,45132398,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,61",56 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
519,1076554509580446782,"Alojamiento entero: apartamento con servicios en L'Hospitalet de Llobregat, España",Barcelona,,242 €,262 €,Sin valoraciones,1 evaluación,1 dormitorio,1 baño,1 cama,2 viajeros
520,834528860474724529,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,65",37 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
521,42750246,"Alojamiento entero: apto. residencial en Barcelona, España",Barcelona,,No disponible en Octubre,270 €,Sin valoraciones,Sin valoraciones,1 dormitorio,1 baño,1 cama,2 viajeros
522,1097112004227821816,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"3,67",3 evaluaciones,1 dormitorio,Sin baños,No especificado,4 viajeros
523,1006156935438637382,"Alojamiento entero: piso en L'Hospitalet de Llobregat, España",Barcelona,,No disponible en Octubre,410 €,"4,89",9 evaluaciones,3 dormitorios,2 baños,No especificado,6 viajeros
524,621578530149363960,"Alojamiento entero: vivienda en Vallirana, Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Sin valoraciones,3 dormitorios,2 baños,3 camas,6 viajeros
525,26045992,"Habitación en Barcelona, España",Barcelona,,85 €,100 €,"4,87",30 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
526,926745843879128829,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Sin valoraciones,1 dormitorio,baño compartido,No especificado,No especificado
527,1099795085328693799,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Nuevo,1 evaluación,3 dormitorios,2 baños,No especificado,4 viajeros
528,35293055,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,340 €,Sin valoraciones,Sin valoraciones,2 dormitorios,1 baño,2 camas,3 viajeros
529,961287943216806993,"Habitación en hotel en Barcelona, España",Barcelona,,150 €,136 €,"4,45",65 evaluaciones,1 dormitorio,5 baños,2 camas,2 viajeros
530,812246347142021093,"Alojamiento entero: piso en Barcelona, España",Barcelona,,212 €,230 €,"4,71",7 evaluaciones,3 dormitorios,1 baño,4 camas,5 viajeros
531,1104518412742598054,"Habitación privada en: piso en Barcelona, España",Barcelona,,100 €,100 €,Nuevo,1 evaluación,1 dormitorio,1 baño,1 cama,2 viajeros
532,269467,"Alojamiento entero: loft en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,74",87 evaluaciones,1 dormitorio,1 baño,1 cama,2 viajeros
533,3000013,"Alojamiento entero: loft en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,70",169 evaluaciones,1 dormitorio,1 baño,1 cama,2 viajeros
534,950039730069038028,"Habitación en Barcelona, España",Barcelona,,60 €,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,baño compartido,1 cama,No especificado
535,928338662616912848,"Alojamiento entero: apto. residencial en Sant Adrià de Besòs, España",Barcelona,,199 €,No disponible en Agosto,Sin valoraciones,Sin valoraciones,2 dormitorios,1 baño,3 camas,4 viajeros
536,1472974,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Sin valoraciones,2 dormitorios,1 baño,3 camas,5 viajeros
537,23292833,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,81",237 evaluaciones,2 dormitorios,2 baños,3 camas,4 viajeros
538,548986047801675449,"Habitación en hotel boutique en Barcelona, España",Barcelona,,336 €,199 €,"4,81",301 evaluaciones,1 dormitorio,1 baño privado,1 cama,2 viajeros
539,1095095263311632684,"Habitación en Barcelona, España",Barcelona,,60 €,70 €,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,baño compartido,1 cama,No especificado
540,974548465644564948,"Alojamiento entero: piso en Barcelona, España",Barcelona,,300 €,350 €,"4,90",20 evaluaciones,4 dormitorios,2 baños,5 camas,6 viajeros
541,1128702335103531878,"Habitación privada en: piso en Barcelona, España",Barcelona,,76 €,No disponible en Agosto,"4,40",10 evaluaciones,1 dormitorio,1 baño,1 cama,2 viajeros
542,794835500300069585,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,83",30 evaluaciones,3 dormitorios,baño compartido,2 camas,No especificado
543,7697720,"Alojamiento entero: piso en L'Hospitalet de Llobregat, España",Barcelona,,130 €,135 €,"4,70",283 evaluaciones,1 dormitorio,1 baño,2 camas,3 viajeros
544,791181982987725480,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,64",14 evaluaciones,1 dormitorio,baño compartido,No especificado,No especificado
545,13414738,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Sin valoraciones,1 dormitorio,· baño privado en la habitación,1 cama,No especificado
546,606296281745876656,"Habitación en Montgat, España",Barcelona,,52 €,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,baño compartido,1 cama,No especificado
547,888070459646437490,"Alojamiento entero: piso en Barcelona, España",Barcelona,,478 €,424 €,"4,51",88 evaluaciones,2 dormitorios,2 baños,3 camas,5 viajeros
548,1082795493427621214,"Habitación en Barcelona, España",Barcelona,,89 €,No disponible en Agosto,Sin valoraciones,1 evaluación,1 dormitorio,baño compartido,1 cama,No especificado
549,13542660,"Habitación en Sabadell, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,baño compartido,2 camas,No especificado
550,925231332536011790,"Habitación privada en: piso en Barcelona, España",Barcelona,,70 €,79 €,"4,05",38 evaluaciones,1 dormitorio,1 baño privado,1 cama,2 viajeros
551,893594961352167702,"Habitación en Barcelona, España",Barcelona,,43 €,No disponible en Agosto,"4,61",56 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
552,748616629154842649,"Alojamiento entero: piso en Barcelona, España",Barcelona,,180 €,223 €,"4,83",41 evaluaciones,1 dormitorio,1 baño,1 cama,2 viajeros
553,897124326635436029,"Habitación en Barcelona, España",Barcelona,,90 €,90 €,"5,0",8 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
554,12694296,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,81",218 evaluaciones,3 dormitorios,1 baño,3 camas,5 viajeros
555,40977950,"Habitación en Barcelona, España",Barcelona,,45 €,45 €,"4,78",9 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
556,879509664098716584,"Alojamiento entero: piso en Barcelona, España",Barcelona,,212 €,248 €,"4,81",62 evaluaciones,2 dormitorios,2 baños,2 camas,6 viajeros
557,1061564789392372524,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,636 €,Sin evaluaciones,Sin valoraciones,4 dormitorios,2 baños,6 camas,8 viajeros
558,647487917767289222,"Alojamiento entero: apto. residencial en Massanes, España",Barcelona,,70 €,No disponible en Agosto,Sin valoraciones,Sin valoraciones,1 dormitorio,1 baño,1 cama,2 viajeros
559,548963767781137795,"Habitación en hotel boutique en Barcelona, España",Barcelona,,302 €,179 €,Sin valoraciones,Sin valoraciones,1 dormitorio,baño compartido,1 cama,1 viajero
560,13555213,"Alojamiento entero: piso en Barcelona, España",Barcelona,,125 €,125 €,"4,42",92 evaluaciones,1 dormitorio,Sin baños,1 cama,2 viajeros
561,1009998254496936288,"Habitación en Barcelona, España",Barcelona,,95 €,100 €,"4,29",7 evaluaciones,1 dormitorio,· baño privado en la habitación,1 cama,No especificado
562,43818188,"Alojamiento entero: piso en Barcelona, España",Barcelona,,50 €,50 €,"4,70",20 evaluaciones,1 dormitorio,1 baño,1 cama,2 viajeros
563,16895531,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,94",47 evaluaciones,3 dormitorios,1 baño,4 camas,3 viajeros
564,44400971,"Alojamiento entero: piso en Montgat, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,73",71 evaluaciones,2 dormitorios,1 baño,3 camas,6 viajeros
565,3446011,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,38",59 evaluaciones,1 dormitorio,1 baño,2 camas,3 viajeros
566,1123750964586101739,"Habitación en Barcelona, España",Barcelona,,149 €,129 €,"5,0",3 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
567,718204963117477144,"Alojamiento entero: loft en L'Hospitalet de Llobregat, España",Barcelona,,150 €,180 €,"4,79",68 evaluaciones,1 dormitorio,1 baño,No especificado,3 viajeros
568,924359477872128795,"Habitación en Barcelona, España",Barcelona,,47 €,50 €,"4,53",19 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
569,1121940494221317956,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Nuevo,1 evaluación,1 dormitorio,baño compartido,No especificado,No especificado
570,1092559540939383688,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,78",9 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
571,1140329339075300809,"Habitación en Santa Coloma de Gramenet, España",Barcelona,,61 €,No disponible en Agosto,Nuevo,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,baño compartido,1 cama,No especificado
572,1097227556054797468,"Habitación en Barcelona, España",Barcelona,,99 €,179 €,"5,0",3 evaluaciones,1 dormitorio,· baño privado en la habitación,1 cama,No especificado
573,19873910,"Alojamiento entero: apartamento con servicios en L'Hospitalet de Llobregat, España",Barcelona,,119 €,150 €,"4,82",34 evaluaciones,1 dormitorio,1 baño,2 camas,2 viajeros
574,1103576850253594894,"Alojamiento entero: piso en Barcelona, España",Barcelona,,241 €,311 €,Sin valoraciones,Sin valoraciones,2 dormitorios,2 baños,2 camas,4 viajeros
575,976651844193309363,"Habitación en Barcelona, España",Barcelona,,120 €,No disponible en Agosto,"4,67",43 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
576,8677938,"Alojamiento entero: piso en Barcelona, España",Barcelona,,135 €,140 €,"4,74",106 evaluaciones,2 dormitorios,1 baño,2 camas,3 viajeros
577,1138231136334446211,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Nuevo,Sin valoraciones,2 dormitorios,1 baño,2 camas,4 viajeros
578,899656745699012491,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,83",24 evaluaciones,2 dormitorios,1 baño,4 camas,4 viajeros
579,822922065338428831,"Alojamiento entero: vivienda en Collbató, España",Barcelona,,75 €,75 €,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,1 baño,No especificado,2 viajeros
580,860194931823420485,"Alojamiento entero: piso en Barcelona, España",Barcelona,,280 €,308 €,"4,62",26 evaluaciones,5 dormitorios,5 baños,5 camas,8 viajeros
581,959384519001056806,"Habitación en Sabadell, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Sin valoraciones,1 dormitorio,· baño privado en el alojamiento,1 cama,No especificado
582,23908196,"Alojamiento entero: apto. residencial en Montcada i Reixac, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,82",260 evaluaciones,1 dormitorio,1 baño,4 camas,4 viajeros
583,1131157591048193921,"Alojamiento entero: piso en Barcelona, España",Barcelona,,140 €,140 €,Nuevo,Sin valoraciones,2 dormitorios,1 baño,No especificado,2 viajeros
584,29280143,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin evaluaciones,Sin valoraciones,1 dormitorio,1 baño,2 camas,2 viajeros
585,1149128271336629817,"Alojamiento entero: piso en L'Hospitalet de Llobregat, España",Barcelona,,905 €,905 €,Nuevo,Sin valoraciones,1 dormitorio,1 baño,1 cama,2 viajeros
586,50226335,"Alojamiento entero: piso en Aiguafreda, España",Barcelona,,84 €,No disponible en Agosto,"4,82",61 evaluaciones,1 dormitorio,1 baño,3 camas,4 viajeros
587,1147599053604768118,"Habitación en Barcelona, España",Barcelona,,130 €,130 €,Nuevo,Sin valoraciones,1 dormitorio,baño compartido,No especificado,No especificado
588,893072176684935655,"Habitación en Barcelona, España",Barcelona,,37 €,45 €,"4,75",36 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
589,843974646854006301,"Alojamiento entero: piso en Barcelona, España",Barcelona,,320 €,No disponible en Agosto,"4,76",29 evaluaciones,2 dormitorios,1 baño,3 camas,5 viajeros
590,43218188,"Alojamiento entero: apto. residencial en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,76",68 evaluaciones,2 dormitorios,2 baños,3 camas,4 viajeros
591,1075269002105237978,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,80",5 evaluaciones,1 dormitorio,· baño privado en la habitación,No especificado,No especificado
592,635419814683312873,"Alojamiento entero: suite con entrada independiente en Sant Celoni, España",Barcelona,,30 €,No disponible en Agosto,"5,0",4 evaluaciones,2 dormitorios,1 baño,No especificado,4 viajeros
593,37805222,"Alojamiento entero: piso en L'Hospitalet de Llobregat, España",Barcelona,,150 €,150 €,"4,42",163 evaluaciones,1 dormitorio,1 baño,1 cama,2 viajeros
594,663658440024542755,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,baño compartido,No especificado,No especificado
595,1109540850895587727,"Habitación en Barcelona, España",Barcelona,,50 €,50 €,"5,0",3 evaluaciones,1 dormitorio,Sin baños,1 cama,No especificado
596,1107266131628495787,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,129 €,Nuevo,1 evaluación,1 dormitorio,baño compartido,1 cama,No especificado
597,1124615356814928991,"Alojamiento entero: piso en Barcelona, España",Barcelona,,700 €,700 €,"3,75",4 evaluaciones,1 dormitorio,1 baño,No especificado,2 viajeros
598,42634601,"Habitación en Barcelona, España",Barcelona,,78 €,129 €,"4,52",65 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
599,8734389,"Habitación en Barcelona, España",Barcelona,,156 €,231 €,"4,83",363 evaluaciones,1 dormitorio,· baño privado en la habitación,1 cama,No especificado
600,954907052015745947,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,83",36 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
601,992484311340614004,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,69",39 evaluaciones,1 dormitorio,baño compartido,No especificado,No especificado
602,41372652,"Alojamiento entero: piso en Barcelona, España",Barcelona,,360 €,No disponible en Agosto,"4,95",20 evaluaciones,2 dormitorios,2 baños,4 camas,5 viajeros
603,1329829,"Alojamiento entero: apto. residencial en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Sin valoraciones,1 dormitorio,1 baño,1 cama,2 viajeros
604,18038313,"Alojamiento entero: loft en Barcelona, España",Barcelona,,No disponible en Octubre,190 €,Sin valoraciones,Sin valoraciones,1 dormitorio,1 baño,1 cama,2 viajeros
605,1129754120409589088,"Alojamiento entero: piso en Ripollet, España",Barcelona,,80 €,No disponible en Agosto,Nuevo,2 evaluaciones,1 dormitorio,1 baño,No especificado,2 viajeros
606,932454660997786885,"Alojamiento entero: piso en Barcelona, España",Barcelona,,312 €,418 €,"4,78",23 evaluaciones,2 dormitorios,2 baños,2 camas,4 viajeros
607,602228025814091083,"Alojamiento entero: apartamento con servicios en Barcelona, España",Barcelona,,195 €,205 €,Sin valoraciones,Sin valoraciones,1 dormitorio,1 baño,1 cama,2 viajeros
608,602199641013368552,"Alojamiento entero: apartamento con servicios en Barcelona, España",Barcelona,,195 €,225 €,Sin valoraciones,Sin valoraciones,1 dormitorio,1 baño,1 cama,2 viajeros
609,1121935266994554355,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Nuevo,1 evaluación,1 dormitorio,1 baño,No especificado,2 viajeros
610,588268,"Alojamiento entero: loft en Barcelona, España",Barcelona,,No disponible en Octubre,190 €,"4,77",414 evaluaciones,1 dormitorio,1 baño,1 cama,2 viajeros
611,836166399251680904,"Habitación en Barcelona, España",Barcelona,,23 €,No disponible en Agosto,"4,60",48 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
612,37828199,"Habitación en Santa Coloma de Gramenet, España",Barcelona,,35 €,No disponible en Agosto,"4,48",21 evaluaciones,1 dormitorio,· baño privado en el alojamiento,No especificado,No especificado
613,983144385785086108,"Habitación en Sabadell, España",Barcelona,,49 €,49 €,"5,0",3 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
614,712041128725557349,"Alojamiento entero: piso en Santa Coloma de Gramenet, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,86",36 evaluaciones,1 dormitorio,1 baño,No especificado,2 viajeros
615,889658757021971661,"Habitación en Barcelona, España",Barcelona,,65 €,No disponible en Agosto,"4,72",64 evaluaciones,1 dormitorio,baño compartido,No especificado,No especificado
616,12543540,"Alojamiento entero: piso en Castellbell i el Vilar, España",Barcelona,,80 €,80 €,"4,77",30 evaluaciones,1 dormitorio,5 baños,5 camas,4 viajeros
617,1093420674156462128,"Habitación en Barcelona, España",Barcelona,,65 €,65 €,Nuevo,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,· baño privado en la habitación,1 cama,No especificado
618,948459948370840899,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,71",24 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
619,571633724889017034,"Habitación en Santa Coloma de Gramenet, España",Barcelona,,65 €,No disponible en Agosto,"4,62",37 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
620,5791726,"Alojamiento entero: piso en Barcelona, España",Barcelona,,225 €,225 €,Sin valoraciones,Sin valoraciones,2 dormitorios,1 baño,2 camas,4 viajeros
621,31355278,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,68",53 evaluaciones,2 dormitorios,1 baño,2 camas,5 viajeros
622,939548143512422268,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,577 €,"4,80",10 evaluaciones,3 dormitorios,2 baños,4 camas,6 viajeros
623,1140587578624790369,"Habitación en Barcelona, España",Barcelona,,120 €,120 €,Nuevo,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,· baño privado en la habitación,1 cama,No especificado
624,1064956,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,44",131 evaluaciones,1 dormitorio,1 baño,1 cama,2 viajeros
625,1124974758205474950,"Habitación en Badalona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,75",4 evaluaciones,1 dormitorio,· baño privado en el alojamiento,No especificado,No especificado
626,5360628,"Alojamiento entero: villa en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,89",18 evaluaciones,3 dormitorios,2 baños,5 camas,8 viajeros
627,1028712102173688944,"Alojamiento entero: piso en Barcelona, España",Barcelona,,100 €,No disponible en Agosto,"4,0",4 evaluaciones,1 dormitorio,1 baño,1 cama,2 viajeros
628,879485762386282670,"Alojamiento entero: piso en Barcelona, España",Barcelona,,172 €,No disponible en Agosto,Nuevo,Sin valoraciones,1 dormitorio,1 baño,1 cama,2 viajeros
629,1091999382768318699,"Habitación en Barcelona, España",Barcelona,,64 €,No disponible en Agosto,Sin valoraciones,1 evaluación,1 dormitorio,baño compartido,No especificado,No especificado
630,649650459669637672,"Habitación en Terrassa, España",Barcelona,,34 €,34 €,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,2 dormitorios,baño compartido,No especificado,No especificado
631,5101904,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Sin valoraciones,2 dormitorios,1 baño,3 camas,4 viajeros
632,37358318,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,80 €,"4,73",80 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
633,19060476,"Alojamiento entero: piso en Barcelona, España",Barcelona,,406 €,528 €,Sin valoraciones,Sin valoraciones,3 dormitorios,2 baños,3 camas,8 viajeros
634,49436323,"Alojamiento entero: piso en Badalona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"5,0",5 evaluaciones,2 dormitorios,1 baño,2 camas,4 viajeros
635,841966879271726650,"Alojamiento entero: piso en Barcelona, España",Barcelona,,180 €,190 €,"4,11",44 evaluaciones,2 dormitorios,1 baño,3 camas,4 viajeros
636,9121541,"Alojamiento entero: loft en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Sin valoraciones,1 dormitorio,1 baño,1 cama,2 viajeros
637,37318310,"Alojamiento entero: piso en Badalona, España",Barcelona,,No disponible en Octubre,216 €,"4,53",142 evaluaciones,2 dormitorios,1 baño,3 camas,5 viajeros
