Unnamed: 0,ID,Tipo de habitación,Ciudad,Localización,Precio por noche Octubre,Precio por noche Agosto,Valoración,Numero valoraciones,Dormitorios,Baños,Camas,Viajeros máximos
1040,52852906,"Habitación en Barcelona, España",Barcelona,,40 €,56 €,"4,78",23 evaluaciones,1 dormitorio,baño compartido,2 camas,No especificado
1041,1044130,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Sin valoraciones,4 dormitorios,4 baños,7 camas,8 viajeros
1042,836660142488581311,"Alojamiento entero: piso en Barcelona, España",Barcelona,,253 €,299 €,"4,78",36 evaluaciones,1 dormitorio,1 baño,2 camas,4 viajeros
1043,1594768,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,210 €,"4,96",45 evaluaciones,1 dormitorio,· baño privado en el alojamiento,1 cama,No especificado
1044,1103699784303552359,"Alojamiento entero: piso en Barcelona, España",Barcelona,,288 €,345 €,Nuevo,2 evaluaciones,2 dormitorios,1 baño,2 camas,4 viajeros
1045,862122500288513146,"Habitación privada en: hostal en Barcelona, España",Barcelona,,193 €,288 €,"4,78",201 evaluaciones,1 dormitorio,1 baño privado,1 cama,2 viajeros
1046,29171393,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Sin valoraciones,1 dormitorio,1 baño,1 cama,2 viajeros
1047,952747828491284601,"Habitación en Barcelona, España",Barcelona,,43 €,50 €,Sin valoraciones,Sin valoraciones,1 dormitorio,baño compartido,No especificado,No especificado
1048,13739842,"Habitación en Badalona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,85",61 evaluaciones,1 dormitorio,baño compartido,No especificado,No especificado
1049,919393422650660114,"Habitación en Barcelona, España",Barcelona,,129 €,129 €,Sin valoraciones,2 evaluaciones,1 dormitorio,baño compartido,No especificado,No especificado
1050,22967713,"Alojamiento entero: piso en Barcelona, España",Barcelona,,200 €,No disponible en Agosto,"4,50",6 evaluaciones,3 dormitorios,5 baños,3 camas,4 viajeros
1051,2464488,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Sin valoraciones,1 dormitorio,1 baño,2 camas,4 viajeros
1052,1018157022872686414,"Habitación en Barcelona, España",Barcelona,,89 €,129 €,"5,0",4 evaluaciones,1 dormitorio,baño compartido,No especificado,No especificado
1053,6709228,"Alojamiento entero: piso en Barcelona, España",Barcelona,,130 €,150 €,Sin valoraciones,Sin valoraciones,2 dormitorios,1 baño,4 camas,4 viajeros
1054,1115093293643922233,"Alojamiento entero: piso en Barcelona, España",Barcelona,,200 €,290 €,Nuevo,2 evaluaciones,2 dormitorios,1 baño,3 camas,3 viajeros
1055,2729680,"Alojamiento entero: piso en Barcelona, España",Barcelona,,200 €,No disponible en Agosto,"4,75",230 evaluaciones,2 dormitorios,2 baños,3 camas,6 viajeros
1056,50720279,"Habitación en hotel en Barcelona, España",Barcelona,,499 €,231 €,"4,27",181 evaluaciones,1 dormitorio,1 baño privado,1 cama,2 viajeros
1057,50229454,"Alojamiento entero: apartamento con servicios en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,57",110 evaluaciones,4 dormitorios,5 baños,4 camas,6 viajeros
1058,882441489292437061,"Alojamiento entero: piso en Barcelona, España",Barcelona,,99 €,No disponible en Agosto,Nuevo,Sin valoraciones,1 dormitorio,1 baño,No especificado,2 viajeros
1059,2849730,"Alojamiento entero: piso en Barcelona, España",Barcelona,,120 €,No disponible en Agosto,"4,42",180 evaluaciones,1 dormitorio,1 baño,2 camas,4 viajeros
1060,1009514173368928086,"Habitación en Barcelona, España",Barcelona,,65 €,82 €,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,2 dormitorios,baño compartido,No especificado,No especificado
1061,1075417311270440455,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin evaluaciones,Sin valoraciones,2 dormitorios,1 baño,No especificado,2 viajeros
1062,23001940,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,1 baño,1 cama,4 viajeros
1063,2563231,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,74",224 evaluaciones,2 dormitorios,1 baño,3 camas,4 viajeros
1064,1095017781026811098,"Alojamiento entero: piso en Barcelona, España",Barcelona,,266 €,311 €,"5,0",3 evaluaciones,2 dormitorios,1 baño,2 camas,4 viajeros
1065,1084892995924698375,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,100 €,Nuevo,1 evaluación,1 dormitorio,baño compartido,No especificado,No especificado
1066,52360027,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,85",137 evaluaciones,1 dormitorio,1 baño,1 cama,2 viajeros
1067,988575494990099808,"Habitación en Barcelona, España",Barcelona,,53 €,53 €,"4,88",8 evaluaciones,1 dormitorio,baño compartido,No especificado,No especificado
1068,1116502691000166722,"Habitación en Barcelona, España",Barcelona,,100 €,163 €,Nuevo,2 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
1069,52356593,"Alojamiento entero: piso en Barcelona, España",Barcelona,,452 €,380 €,"4,82",57 evaluaciones,3 dormitorios,1 baño,3 camas,5 viajeros
1070,712652,"Alojamiento entero: vivienda en Teià, España",Barcelona,,132 €,No disponible en Agosto,"4,77",296 evaluaciones,3 dormitorios,2 baños,5 camas,8 viajeros
1071,1027419036531091779,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,· baño privado en el alojamiento,No especificado,No especificado
1072,859966206788537909,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Nuevo,1 evaluación,1 dormitorio,baño compartido,1 cama,No especificado
1073,674693754227048691,"Alojamiento entero: vivienda en Sant Cugat del Vallès, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Sin valoraciones,3 dormitorios,1 baño,4 camas,5 viajeros
1074,35488866,"Alojamiento entero: apto. residencial en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Sin valoraciones,1 dormitorio,1 baño,2 camas,4 viajeros
1075,1141334292994823138,"Barco en El Masnou, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Nuevo,1 evaluación,2 dormitorios,1 baño,No especificado,4 viajeros
1076,760602284215985217,,Barcelona,,280 €,280 €,Sin valoraciones,Sin valoraciones,,,,
1077,829538139176678540,"Habitación en Barcelona, España",Barcelona,,62 €,No disponible en Agosto,"4,40",5 evaluaciones,1 dormitorio,· baño privado en el alojamiento,2 camas,No especificado
1078,4139672,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Sin valoraciones,3 dormitorios,1 baño,4 camas,4 viajeros
1079,941231364260168547,"Alojamiento entero: piso en Sabadell, España",Barcelona,,81 €,No disponible en Agosto,Sin valoraciones,Sin valoraciones,2 dormitorios,2 baños,No especificado,4 viajeros
1080,31133542,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,85",72 evaluaciones,1 dormitorio,1 baño,2 camas,2 viajeros
1081,620100163373749416,"Habitación en Barcelona, España",Barcelona,,104 €,128 €,"4,72",39 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
1082,1128707908793915978,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Nuevo,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,1 baño,1 cama,2 viajeros
1083,1085322066352954493,"Alojamiento entero: piso en Santa Coloma de Gramenet, España",Barcelona,,90 €,No disponible en Agosto,"4,75",4 evaluaciones,1 dormitorio,1 baño,2 camas,4 viajeros
1084,1103434408842401166,"Alojamiento entero: loft en Barcelona, España",Barcelona,,110 €,No disponible en Agosto,"4,89",9 evaluaciones,1 dormitorio,1 baño,1 cama,4 viajeros
1085,2114892,"Alojamiento entero: vivienda en Barcelona, España",Barcelona,,No disponible en Octubre,300 €,Sin valoraciones,Sin valoraciones,2 dormitorios,2 baños,3 camas,4 viajeros
1086,40280595,"Alojamiento entero: apartamento con servicios en Barcelona, España",Barcelona,,644 €,495 €,"4,86",168 evaluaciones,3 dormitorios,2 baños,5 camas,7 viajeros
1087,947053509588787036,"Habitación en Cerdanyola del Vallès, España",Barcelona,,47 €,47 €,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,baño compartido,1 cama,No especificado
1088,662991953375968198,"Alojamiento entero: piso en Barcelona, España",Barcelona,,90 €,No disponible en Agosto,"4,16",43 evaluaciones,1 dormitorio,1 baño,1 cama,2 viajeros
1089,1134584414286515637,"Habitación en Barcelona, España",Barcelona,,35 €,44 €,Nuevo,1 evaluación,1 dormitorio,baño compartido,No especificado,No especificado
1090,1966739,"Alojamiento entero: piso en Barcelona, España",Barcelona,,342 €,No disponible en Agosto,"4,75",198 evaluaciones,3 dormitorios,2 baños,5 camas,7 viajeros
1091,691213281081909628,"Alojamiento entero: apto. residencial en Barcelona, España",Barcelona,,300 €,No disponible en Agosto,Sin valoraciones,Sin valoraciones,2 dormitorios,1 baño,3 camas,4 viajeros
1092,907288030678880672,"Alojamiento entero: piso en L'Hospitalet de Llobregat, España",Barcelona,,No disponible en Octubre,350 €,"4,84",61 evaluaciones,3 dormitorios,2 baños,4 camas,8 viajeros
1093,35936568,"Alojamiento entero: loft en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,58",83 evaluaciones,1 dormitorio,1 baño,1 cama,2 viajeros
1094,1044148232075526216,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,82",17 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
1095,815311801756946104,"Habitación en Barcelona, España",Barcelona,,65 €,60 €,"4,76",114 evaluaciones,1 dormitorio,baño compartido,No especificado,No especificado
1096,866423239312111284,"Habitación en Barcelona, España",Barcelona,,42 €,53 €,"4,71",42 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
1097,28017414,"Alojamiento entero: suite con entrada independiente en Sant Just Desvern, España",Barcelona,,65 €,No disponible en Agosto,"4,79",116 evaluaciones,1 dormitorio,1 baño,2 camas,2 viajeros
1098,6924144,"Alojamiento entero: loft en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,17",42 evaluaciones,1 dormitorio,1 baño,No especificado,3 viajeros
1099,1143290985252191639,"Alojamiento entero: piso en Barcelona, España",Barcelona,,367 €,139 €,Nuevo,Sin valoraciones,1 dormitorio,1 baño,1 cama,2 viajeros
1100,2469678,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,85",806 evaluaciones,2 dormitorios,1 baño,2 camas,6 viajeros
1101,1128688879824990762,"Habitación en Barcelona, España",Barcelona,,75 €,No disponible en Agosto,"4,60",5 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
1102,1096497403973070056,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,129 €,"5,0",4 evaluaciones,1 dormitorio,baño compartido,No especificado,No especificado
1103,9602587,"Alojamiento entero: piso en Barcelona, España",Barcelona,,496 €,448 €,"4,77",231 evaluaciones,2 dormitorios,1 baño,3 camas,4 viajeros
1104,1092780,"Alojamiento entero: piso en Barcelona, España",Barcelona,,69 €,200 €,Sin valoraciones,Sin valoraciones,2 dormitorios,1 baño,3 camas,6 viajeros
1105,9250389,"Alojamiento entero: loft en Barcelona, España",Barcelona,,No disponible en Octubre,230 €,"4,82",177 evaluaciones,1 dormitorio,1 baño,1 cama,4 viajeros
1106,817287711879647827,"Alojamiento entero: piso en Barcelona, España",Barcelona,,212 €,No disponible en Agosto,"3,0",3 evaluaciones,3 dormitorios,1 baño,4 camas,5 viajeros
1107,1119728465391539755,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,75 €,Nuevo,Sin valoraciones,1 dormitorio,baño compartido,1 cama,No especificado
1108,1834026,"Alojamiento entero: piso en Barcelona, España",Barcelona,,95 €,111 €,"4,69",246 evaluaciones,1 dormitorio,1 baño,2 camas,3 viajeros
1109,1199594,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,75",659 evaluaciones,2 dormitorios,5 baños,3 camas,6 viajeros
1110,1010828179627374481,"Habitación en Barcelona, España",Barcelona,,159 €,179 €,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,· baño privado en la habitación,No especificado,No especificado
1111,1049528497553981044,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,160 €,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,· baño privado en la habitación,No especificado,No especificado
1112,1075302440350161738,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,129 €,"4,67",3 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
1113,1147596765298955252,"Habitación en Barcelona, España",Barcelona,,140 €,140 €,Nuevo,Sin valoraciones,1 dormitorio,· baño privado en la habitación,No especificado,No especificado
1114,883026035223307093,"Alojamiento entero: piso en Barcelona, España",Barcelona,,287 €,284 €,"4,43",23 evaluaciones,1 dormitorio,2 baños,3 camas,4 viajeros
1115,2576955,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,68",549 evaluaciones,1 dormitorio,5 baños,1 cama,3 viajeros
1116,879504994747416033,"Alojamiento entero: piso en Barcelona, España",Barcelona,,192 €,228 €,"4,71",35 evaluaciones,1 dormitorio,1 baño,1 cama,3 viajeros
1117,812044175670433921,"Alojamiento entero: piso en L'Hospitalet de Llobregat, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,71",17 evaluaciones,2 dormitorios,2 baños,No especificado,4 viajeros
1118,960760278090801545,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,73",11 evaluaciones,1 dormitorio,baño compartido,No especificado,No especificado
1119,13165887,"Alojamiento entero: piso en Barcelona, España",Barcelona,,595 €,525 €,"4,71",90 evaluaciones,2 dormitorios,2 baños,2 camas,4 viajeros
1120,17151374,"Alojamiento entero: piso en Barcelona, España",Barcelona,,252 €,318 €,Sin valoraciones,Sin valoraciones,1 dormitorio,1 baño,1 cama,2 viajeros
1121,22005342,"Alojamiento entero: piso en Barcelona, España",Barcelona,,348 €,245 €,"4,25",108 evaluaciones,1 dormitorio,1 baño,1 cama,2 viajeros
1122,14164414,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Sin valoraciones,1 dormitorio,5 baños,1 cama,2 viajeros
1123,1142770446987483514,"Habitación en Barcelona, España",Barcelona,,100 €,100 €,Nuevo,Sin valoraciones,1 dormitorio,baño compartido,1 cama,No especificado
1124,1088887823110742919,"Habitación en Barcelona, España",Barcelona,"41.402218,2.203651",80 €,100 €,"4,75",8 evaluaciones,1 dormitorio,baño compartido,No especificado,No especificado
1125,9904531,"Alojamiento entero: vivienda en Rubí, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,58",308 evaluaciones,2 dormitorios,1 baño,4 camas,6 viajeros
1126,664488799272312291,"Alojamiento entero: piso en Barcelona, España",Barcelona,,245 €,245 €,Sin evaluaciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,2 dormitorios,1 baño,2 camas,4 viajeros
1127,944687990379779227,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,2 evaluaciones,1 dormitorio,1 baño,2 camas,3 viajeros
1128,948275718347108992,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,129 €,"4,33",15 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
1129,41226758,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Nuevo,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,· baño privado en el alojamiento,1 cama,No especificado
1130,628111770685541602,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,78",49 evaluaciones,1 dormitorio,baño compartido,No especificado,No especificado
1131,42128982,"Alojamiento entero: piso en Barcelona, España",Barcelona,,165 €,175 €,"4,72",64 evaluaciones,2 dormitorios,1 baño,2 camas,4 viajeros
1132,26352900,"Alojamiento entero: suite con entrada independiente en Alella, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Sin valoraciones,1 dormitorio,1 baño,1 cama,2 viajeros
1133,913819246953081801,"Alojamiento entero: piso en Badalona, España",Barcelona,,150 €,225 €,"4,66",38 evaluaciones,2 dormitorios,2 baños,4 camas,6 viajeros
1134,817226132092560476,"Habitación en Santa Coloma de Gramenet, España",Barcelona,,48 €,No disponible en Agosto,"4,73",49 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
1135,5437314,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,2 dormitorios,1 baño,3 camas,4 viajeros
1136,7954069,,Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Sin valoraciones,,,,
1137,40563050,"Alojamiento entero: piso en Barcelona, España",Barcelona,,160 €,No disponible en Agosto,Sin valoraciones,Sin valoraciones,2 dormitorios,1 baño,3 camas,3 viajeros
1138,892001096306194505,"Habitación en Barcelona, España",Barcelona,,100 €,200 €,"4,83",47 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
1139,889575,"Alojamiento entero: adosado en Barcelona, España",Barcelona,,90 €,90 €,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,2 dormitorios,5 baños,2 camas,4 viajeros
1140,1242470,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,2 dormitorios,5 baños,3 camas,6 viajeros
1141,882388227760570307,"Alojamiento entero: piso en Barcelona, España",Barcelona,,202 €,201 €,"4,63",8 evaluaciones,1 dormitorio,1 baño,1 cama,3 viajeros
1142,2507802,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,1 baño,2 camas,2 viajeros
1143,1092581195355477547,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,129 €,"4,40",5 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
1144,3773985,"Alojamiento entero: vivienda en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,70",122 evaluaciones,2 dormitorios,5 baños,No especificado,4 viajeros
1145,910583286812672281,"Alojamiento entero: casa de invitados en Cardedeu, España",Barcelona,,140 €,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,1 baño,No especificado,4 viajeros
1146,31758760,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,188 €,"4,78",277 evaluaciones,1 dormitorio,1 baño,2 camas,4 viajeros
1147,1133325096583432274,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Nuevo,Sin valoraciones,1 dormitorio,· baño privado en la habitación,1 cama,No especificado
1148,1137544896264704584,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Nuevo,Sin valoraciones,1 dormitorio,1 baño,1 cama,2 viajeros
1149,1128634667930663196,"Alojamiento entero: piso en Barcelona, España",Barcelona,,500 €,500 €,Nuevo,1 evaluación,2 dormitorios,5 baños,2 camas,4 viajeros
1150,40989258,"Alojamiento entero: piso en Barcelona, España",Barcelona,,586 €,550 €,Sin valoraciones,Sin valoraciones,1 dormitorio,1 baño,1 cama,3 viajeros
1151,3180085,"Alojamiento entero: piso en Barcelona, España",Barcelona,,497 €,445 €,"4,66",133 evaluaciones,2 dormitorios,1 baño,3 camas,4 viajeros
1152,942786412396424334,"Habitación en La Roca del Vallès, España",Barcelona,,36 €,37 €,"4,80",10 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
1153,4725296,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,76",63 evaluaciones,1 dormitorio,1 baño,3 camas,3 viajeros
1154,1128733646146932068,"Habitación en Barcelona, España",Barcelona,,45 €,No disponible en Agosto,Nuevo,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,· baño privado en la habitación,No especificado,No especificado
1155,40983,"Alojamiento entero: apto. residencial en Barcelona, España",Barcelona,,158 €,No disponible en Agosto,"4,44",314 evaluaciones,1 dormitorio,1 baño,2 camas,4 viajeros
1156,41543140,"Alojamiento entero: piso en Sant Adrià de Besòs, España",Barcelona,,199 €,No disponible en Agosto,"4,64",159 evaluaciones,3 dormitorios,1 baño,3 camas,3 viajeros
1157,1110145808042634665,"Habitación en L'Hospitalet de Llobregat, España",Barcelona,,80 €,100 €,"4,67",3 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
1158,9075880,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,80",151 evaluaciones,1 dormitorio,1 baño,2 camas,2 viajeros
1159,1089018209174469675,"Habitación en Barcelona, España",Barcelona,,28 €,50 €,"4,86",7 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
1160,1034703090385706522,"Habitación en Barcelona, España",Barcelona,,68 €,78 €,"4,50",6 evaluaciones,1 dormitorio,Sin baños,1 cama,No especificado
1161,7431940,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Sin valoraciones,2 dormitorios,1 baño,3 camas,4 viajeros
1162,949278638815762417,"Habitación en Barcelona, España",Barcelona,,99 €,99 €,"3,71",7 evaluaciones,1 dormitorio,· baño privado en el alojamiento,1 cama,No especificado
1163,780295180869573002,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,68",25 evaluaciones,2 dormitorios,1 baño,3 camas,4 viajeros
1164,44370767,"Alojamiento entero: piso en Barcelona, España",Barcelona,"41.39768,2.16014",330 €,304 €,"4,0",9 evaluaciones,1 dormitorio,1 baño,1 cama,2 viajeros
1165,171646,"Alojamiento entero: piso en Barcelona, España",Barcelona,,165 €,175 €,"4,83",103 evaluaciones,2 dormitorios,1 baño,2 camas,4 viajeros
1166,1098418,"Alojamiento entero: piso en Montgat, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,3 dormitorios,2 baños,4 camas,7 viajeros
1167,37705462,"Alojamiento entero: vivienda en Barcelona, España",Barcelona,,302 €,449 €,"4,51",35 evaluaciones,2 dormitorios,2 baños,3 camas,3 viajeros
1168,19225624,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,43",92 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
1169,933852285355158899,"Habitación privada en: vivienda en Barcelona, España",Barcelona,,44 €,44 €,"4,75",4 evaluaciones,2 dormitorios,1 baño privado,No especificado,1 viajero
1170,1659522,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Sin valoraciones,2 dormitorios,2 baños,3 camas,4 viajeros
1171,33259271,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,baño compartido,1 cama,No especificado
1172,522705,"Alojamiento entero: piso en Barcelona, España",Barcelona,,260 €,No disponible en Agosto,Sin valoraciones,Sin valoraciones,2 dormitorios,1 baño,2 camas,4 viajeros
1173,2167544,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Sin valoraciones,2 dormitorios,2 baños,3 camas,6 viajeros
1174,1290278,"Alojamiento entero: loft en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,1 baño,1 cama,2 viajeros
1175,1112749211319877439,"Alojamiento entero: piso en Barcelona, España",Barcelona,,364 €,315 €,Nuevo,2 evaluaciones,1 dormitorio,1 baño,No especificado,2 viajeros
1176,7953354,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,61",431 evaluaciones,2 dormitorios,1 baño,3 camas,3 viajeros
1177,35605066,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,72",159 evaluaciones,1 dormitorio,1 baño,3 camas,4 viajeros
1178,881663941105028125,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Sin valoraciones,2 dormitorios,2 baños,3 camas,4 viajeros
1179,1749928,"Habitación en Barcelona, España",Barcelona,,26 €,26 €,"4,64",58 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
1180,840704002914388485,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Mostrar másMostrar más. Abre el perfil del anfitrión.,1 dormitorio,baño compartido,No especificado,No especificado
1181,1034554656318157124,"Habitación privada en: piso en Barcelona, España",Barcelona,,70 €,80 €,"4,67",18 evaluaciones,1 dormitorio,0 baños,No especificado,2 viajeros
1182,1112892688234725460,"Habitación en Santa Coloma de Gramenet, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,67",6 evaluaciones,1 dormitorio,baño compartido,No especificado,No especificado
1183,51273315,,Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Sin valoraciones,,,,
1184,1128462878202858671,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,33",3 evaluaciones,1 dormitorio,1 baño,No especificado,4 viajeros
1185,38538357,"Alojamiento entero: piso en Barcelona, España",Barcelona,,160 €,No disponible en Agosto,"5,0",8 evaluaciones,1 dormitorio,1 baño,3 camas,4 viajeros
1186,1150178230490808551,"Habitación privada en: piso en Barcelona, España",Barcelona,,184 €,No disponible en Agosto,Nuevo,Mostrar másMostrar más. Abre el perfil del anfitrión.,2 dormitorios,2 baños,2 camas,4 viajeros
1187,1110775765657684157,"Alojamiento entero: piso en Barcelona, España",Barcelona,,277 €,288 €,Sin valoraciones,Sin valoraciones,2 dormitorios,1 baño,3 camas,5 viajeros
1188,23138164,"Habitación en Barcelona, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,"4,88",8 evaluaciones,1 dormitorio,baño compartido,1 cama,No especificado
1189,939564695547360204,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,553 €,"4,67",6 evaluaciones,3 dormitorios,2 baños,3 camas,4 viajeros
1190,22668925,"Alojamiento entero: casa rural en Castellterçol, España",Barcelona,,No disponible en Octubre,No disponible en Agosto,Sin valoraciones,Sin valoraciones,1 dormitorio,5 baños,1 cama,2 viajeros
1191,15737782,"Alojamiento entero: piso en Barcelona, España",Barcelona,,No disponible en Octubre,533 €,"4,82",220 evaluaciones,3 dormitorios,3 baños,4 camas,6 viajeros
