ID,CP,PRECIO POR PISO,PRECIO POR CASA,Precio m2
01081546367163604460,28003,5992,6000,5996
00854303280517913095,28018,2115,2096,2105
00545512363350925351,28016,5868,6848,6358
01110833376688460839,28038,2395,2216,2305
00000000000023205290,28001,9376,6266,7821
00000000000030950444,28037,2621,3220,2920
00000000000015768899,28001,9376,6266,7821
01132740463333648319,28033,3900,3818,3859
01120988999304981575,28028,5148,4912,5030
01060220872437146768,28039,3874,3396,3635
01012992944264132022,28027,3718,3764,3741
01137645743679157209,28020,4967,829,2898
00908670345734445552,28011,2936,2680,2808
00936633365938200343,28020,4967,829,2898
00000000000016051714,28017,2962,3144,3053
00000000000004818802,28029,3854,3259,3556
01127673126828841947,28019,2737,2498,2617
00000000000026771360,28007,4768,4564,4666
00000000000043553382,28039,3874,3396,3635
00000000000024555986,28045,4451,4763,4607
00984014883930540737,28052,3204,2706,2955
01089120139987740367,28004,6544,5818,6181
00559205322055981720,28038,2395,2216,2305
00000000000037730246,28030,2810,2289,2549
00851229805756343088,28010,7169,5233,6201
00993626919105427447,28037,2621,3220,2920
01130570514263661647,28027,3718,3764,3741
00555482549992117455,28041,2214,2440,2327
00000000000050983812,28033,3900,3818,3859
00734524254168724203,28028,5148,4912,5030
00000000000014383186,28042,3752,3278,3515
00673240540803570309,28004,6544,5818,6181
00743485327484736221,28018,2115,2096,2105
00000000000008395896,28022,3080,3139,3109
00735484670517655293,28018,2115,2096,2105
01060373678745936205,28011,2936,2680,2808
00000000000048866727,28034,3657,3485,3571
00000000000040952057,28006,7921,7997,7959
00000000000046619076,28033,3900,3818,3859
00846101428969678874,28002,5455,7899,6677
00836289419837110160,28022,3080,3139,3109
00984002785145821031,28039,3874,3396,3635
00000000000045273360,28012,4818,3175,3996
00924474997959808414,28046,5834,3751,4792
00000000000033179945,28029,3854,3259,3556
01136885133260575470,28045,4451,4763,4607
00853470004915420263,28017,2962,3144,3053
01142149866606880439,28011,2936,2680,2808
00895691871610143738,28030,2810,2289,2549
01086760994001798803,28010,7169,5233,6201
00856628063150918536,28029,3854,3259,3556
00000000000023142367,28043,4430,4304,4367
01099388519527504134,28041,2214,2440,2327
01094720133922687794,28050,4580,3916,4248
01138282240118143511,28026,2504,2563,2533
01082428789243716051,28029,3854,3259,3556
01111507794627714735,28011,2936,2680,2808
00923519341298618968,28011,2936,2680,2808
01142598057193648481,28012,4818,3175,3996
01142172581899587864,28026,2504,2563,2533
00000000000044103632,28034,3657,3485,3571
00000000000050688191,28043,4430,4304,4367
00000000000027301507,28006,7921,7997,7959
00966009356035795435,28011,2936,2680,2808
01030579741539117930,28013,4917,3286,4101
00950023237737716657,28037,2621,3220,2920
01141979067298767270,28029,3854,3259,3556
00000000000047884485,28010,7169,5233,6201
00674479648420593172,28019,2737,2498,2617
00887417183350282549,28008,5683,5308,5495
00579586625975391503,28011,2936,2680,2808
01083132640344468325,28012,4818,3175,3996
00000000000034768515,28042,3752,3278,3515
00606952254922870231,28031,2445,2317,2381
01128176313183238570,28017,2962,3144,3053
01138938640482561269,28004,6544,5818,6181
00000000000052735095,28042,3752,3278,3515
00866392134132099245,28050,4580,3916,4248
00923892215804798715,28028,5148,4912,5030
00953786341380590432,28010,7169,5233,6201
00000000000031094749,28045,4451,4763,4607
00000000000041029671,28042,3752,3278,3515
01018788809861917394,28011,2936,2680,2808
01036268508520199126,28042,3752,3278,3515
00893203231955325552,28012,4818,3175,3996
00000000000053356307,28039,3874,3396,3635
00000000000037675893,28019,2737,2498,2617
00602071832360291475,28025,2311,2262,2286
00804806161742574518,28032,2704,2823,2763
01074548415682356138,28003,5992,6000,5996
00000000000031948733,28002,5455,7899,6677
00921727394920033040,28045,4451,4763,4607
00709327134454429897,28021,1967,1831,1899
00749944387202007594,28019,2737,2498,2617
00000000000042385371,28010,7169,5233,6201
00659450585548924629,28041,2214,2440,2327
01034198649516555638,28012,4818,3175,3996
00000000000038702707,28005,4879,4945,4912
01136975358011113424,28045,4451,4763,4607
00000000000019544331,28014,6436,2796,4616
00000000000040189355,28042,3752,3278,3515
00000000000004038339,28039,3874,3396,3635
01023947269140491013,28028,5148,4912,5030
01083193107198702141,28030,2810,2289,2549
00891469812801490024,28045,4451,4763,4607
00000000000041861812,28018,2115,2096,2105
00636666972324005268,28025,2311,2262,2286
01071662649448507750,28006,7921,7997,7959
00990493020930475786,28042,3752,3278,3515
01113828513773373095,28027,3718,3764,3741
01131934636974328719,28045,4451,4763,4607
00000000000015201755,28033,3900,3818,3859
00996202676152229143,28041,2214,2440,2327
00650426976353050232,28016,5868,6848,6358
00000000000039129149,28015,5701,2216,3958
00000000000054117211,28035,3933,3433,3683
00000000000044349389,28028,5148,4912,5030
00000000000045494282,28013,4917,3286,4101
00000000000048122153,28026,2504,2563,2533
01117219687932633330,28029,3854,3259,3556
01131614291233453013,28045,4451,4763,4607
01056491218370219286,28045,4451,4763,4607
00970201863282417158,28025,2311,2262,2286
00000000000052964504,28015,5701,2216,3958
01060805037017540065,28020,4967,829,2898
00731193217296312727,28021,1967,1831,1899
00000000000051426249,28026,2504,2563,2533
00826528305012865817,28015,5701,2216,3958
01096248970730650531,28015,5701,2216,3958
00000000000022491898,28038,2395,2216,2305
01028274494972456198,28033,3900,3818,3859
00000000000041103201,28027,3718,3764,3741
01087214863625546589,28026,2504,2563,2533
00000000000053145941,28006,7921,7997,7959
00900020774360767000,28038,2395,2216,2305
00000000000032133730,28053,2293,2036,2164
00942554481684077436,28014,6436,2796,4616
00662370848146255063,28045,4451,4763,4607
00746341936747901627,28010,7169,5233,6201
01109679258972859696,28001,9376,6266,7821
00995075520159088485,28007,4768,4564,4666
00918643712404771027,28045,4451,4763,4607
01107778905101156875,28028,5148,4912,5030
00000000000027534567,28009,7057,5976,6516
00000000000054037563,28004,6544,5818,6181
00614224535425008798,28016,5868,6848,6358
00000000000015407681,28020,4967,829,2898
00000000000009454217,28020,4967,829,2898
00000000000001275293,28043,4430,4304,4367
01065820436434004161,28039,3874,3396,3635
01117351258396687378,28019,2737,2498,2617
00819719025695222027,28039,3874,3396,3635
01015098792805540831,28021,1967,1831,1899
00000000000043338954,28004,6544,5818,6181
00000000000030848303,28001,9376,6266,7821
00960153227055924576,28010,7169,5233,6201
00940624606330812947,28030,2810,2289,2549
01126034241780484863,28028,5148,4912,5030
00000000000034177679,28026,2504,2563,2533
00739050293075807067,28027,3718,3764,3741
00977426865799204825,28046,5834,3751,4792
01123017381407802984,28005,4879,4945,4912
01109219606159297788,28045,4451,4763,4607
00846523496831999390,28037,2621,3220,2920
01128781170206701253,28020,4967,829,2898
00000000000053199868,28031,2445,2317,2381
00000000000018155070,28037,2621,3220,2920
01095815822266666971,28040,4971,3963,4467
00868181586818319066,28013,4917,3286,4101
00000000000015391441,28045,4451,4763,4607
00000000000005437526,28027,3718,3764,3741
00000000000011275057,28034,3657,3485,3571
00000000000018105409,28045,4451,4763,4607
00000000000019423628,28026,2504,2563,2533
00888490377349520341,28030,2810,2289,2549
00900819476686929675,28026,2504,2563,2533
00000000000000733365,28015,5701,2216,3958
00898475381965340495,28042,3752,3278,3515
00000000000051445201,28021,1967,1831,1899
00920838825288594417,28053,2293,2036,2164
00815690390893572793,28019,2737,2498,2617
00000000000042676354,28005,4879,4945,4912
00000000000050473232,28001,9376,6266,7821
00000000000010409426,28010,7169,5233,6201
00583430983400161624,28041,2214,2440,2327
00983274927752232264,28022,3080,3139,3109
00990681879045720181,28019,2737,2498,2617
00949024370858916275,28016,5868,6848,6358
00939792878219870663,28001,9376,6266,7821
01065200133477250960,28027,3718,3764,3741
00000000000007730071,28017,2962,3144,3053
00000000000008517585,28042,3752,3278,3515
00778816554288605324,28026,2504,2563,2533
00000000000032060927,28026,2504,2563,2533
00000000000050330723,28029,3854,3259,3556
00970087426603048595,28035,3933,3433,3683
01097551578771570862,28009,7057,5976,6516
00000000000007732757,28009,7057,5976,6516
00000000000018453184,28039,3874,3396,3635
01018899959513687288,28024,2564,3021,2792
00791387823752090215,28007,4768,4564,4666
00000000000012407578,28026,2504,2563,2533
01126819807269187096,28026,2504,2563,2533
01107309929265203157,28045,4451,4763,4607
00000000000044841990,28035,3933,3433,3683
01060707311004388888,28031,2445,2317,2381
00786232405736637433,28009,7057,5976,6516
00000000000053910718,28017,2962,3144,3053
01119421975106533263,28034,3657,3485,3571
01122631173209594134,28026,2504,2563,2533
00000000000011832004,28036,6077,6761,6419
01087502785956318081,28015,5701,2216,3958
00000000000039620241,28022,3080,3139,3109
00983721394807119786,28023,4681,3722,4201
00843544239423340038,28017,2962,3144,3053
00729628812438996715,28053,2293,2036,2164
00997589852363962299,28029,3854,3259,3556
01136392073611254631,28028,5148,4912,5030
01047918130431958763,28039,3874,3396,3635
01074549621312282041,28003,5992,6000,5996
00627278222343645757,28008,5683,5308,5495
00540538466062957296,28016,5868,6848,6358
00685315716286186334,28043,4430,4304,4367
00000000000032802184,28004,6544,5818,6181
00926938393113756931,28045,4451,4763,4607
01086328590048219887,28021,1967,1831,1899
00730368374197442543,28018,2115,2096,2105
00000000000054327163,28027,3718,3764,3741
00629517336241283177,28028,5148,4912,5030
00959601764746684598,28017,2962,3144,3053
00000000000002673648,28003,5992,6000,5996
00575046254919536083,28012,4818,3175,3996
00000000000030660353,28005,4879,4945,4912
01134796096162267295,28039,3874,3396,3635
01068986080260663245,28041,2214,2440,2327
00000000000006123814,28001,9376,6266,7821
00832013981205919237,28044,2429,2058,2243
01102770540811421598,28017,2962,3144,3053
00941022651394682246,28017,2962,3144,3053
00761454757056309488,28012,4818,3175,3996
00000000000050555868,28017,2962,3144,3053
00793574757394899476,28025,2311,2262,2286
01061326894340416026,28007,4768,4564,4666
00872974635642360691,28042,3752,3278,3515
00000000000029941946,28025,2311,2262,2286
01080431396029759675,28017,2962,3144,3053
00598544273404358971,28013,4917,3286,4101
00000000000000258713,28045,4451,4763,4607
00882573773812167306,28015,5701,2216,3958
01141765192642596935,28005,4879,4945,4912
00951254075517163200,28035,3933,3433,3683
00944773422409181529,28026,2504,2563,2533
00994354937905332585,28044,2429,2058,2243
00000000000029984434,28026,2504,2563,2533
01074458181749649277,28014,6436,2796,4616
00934508630915824535,28020,4967,829,2898
00559337535916621781,28029,3854,3259,3556
01102948250291230216,28053,2293,2036,2164
01093426728968571599,28021,1967,1831,1899
01050851150361952526,28019,2737,2498,2617
00000000000043937644,28009,7057,5976,6516
01138586622299273044,28047,2477,2371,2424
01087211211654847968,28026,2504,2563,2533
01122351156319142065,28042,3752,3278,3515
01131379134701170048,28003,5992,6000,5996
00598613188273877158,28028,5148,4912,5030
00900819607756474422,28003,5992,6000,5996
00799784060285166524,28004,6544,5818,6181
00000000000034135775,28028,5148,4912,5030
01120810081355102358,28004,6544,5818,6181
00559984170231986594,28005,4879,4945,4912
00904804382305875197,28022,3080,3139,3109
00000000000017262555,28010,7169,5233,6201
00886632421027180443,28041,2214,2440,2327
00000000000054114826,28007,4768,4564,4666
00941968901302212886,28017,2962,3144,3053
01061823251151127040,28041,2214,2440,2327
00755455239409869262,28005,4879,4945,4912
01126747023636099912,28046,5834,3751,4792
00931776531102766144,28041,2214,2440,2327
01065028762628039648,28022,3080,3139,3109
00000000000031033418,28013,4917,3286,4101
00000000000053194189,28018,2115,2096,2105
00955468423054950658,28021,1967,1831,1899
00939618208643457307,28026,2504,2563,2533
00779569081442911988,28017,2962,3144,3053
00710797022346365890,28039,3874,3396,3635
01093923455686286829,28019,2737,2498,2617
00889826472484487170,28047,2477,2371,2424
01001362599858830272,28043,4430,4304,4367
00979082725723024752,28039,3874,3396,3635
01112674810434637819,28038,2395,2216,2305
00000000000029684657,28003,5992,6000,5996
01061827730968503849,28041,2214,2440,2327
00756634412537898378,28025,2311,2262,2286
00000000000000834675,28038,2395,2216,2305
00988532510413697100,28053,2293,2036,2164
00873705518324251656,28017,2962,3144,3053
01049009288536278844,28010,7169,5233,6201
00000000000014913490,28002,5455,7899,6677
01024580523317733415,28760,4250,2902,3576
01123080554584728079,28041,2214,2440,2327
00831721236520682392,28039,3874,3396,3635
00000000000038992720,28027,3718,3764,3741
01081877858723021701,28011,2936,2680,2808
01016071546115231504,28022,3080,3139,3109
01084680965044624438,28031,2445,2317,2381
00949369983300397909,28038,2395,2216,2305
01070345707778308912,28053,2293,2036,2164
00000000000053245938,28046,5834,3751,4792
00000000000008128423,28027,3718,3764,3741
00000000000021116143,28035,3933,3433,3683
00000000000028027042,28030,2810,2289,2549
00598431541246017133,28043,4430,4304,4367
00740616990047263822,28011,2936,2680,2808
00000000000015210164,28026,2504,2563,2533
00000000000029428186,28050,4580,3916,4248
01103032010056297402,28012,4818,3175,3996
01079610782608093851,28010,7169,5233,6201
01086929097367914269,28025,2311,2262,2286
00796556269535520464,28039,3874,3396,3635
00000000000048007717,28003,5992,6000,5996
00908402291499801048,28043,4430,4304,4367
00951151426298704711,28012,4818,3175,3996
00000000000026635994,28006,7921,7997,7959
00946436126994190250,28030,2810,2289,2549
00000000000022815736,28022,3080,3139,3109
00791946049512096821,28019,2737,2498,2617
01115876029211081877,28003,5992,6000,5996
00000000000013525030,28029,3854,3259,3556
00000000000040935710,28024,2564,3021,2792
00916635464948659099,28007,4768,4564,4666
00000000000024743779,28016,5868,6848,6358
01025323863308919791,28005,4879,4945,4912
01122274473665458851,28019,2737,2498,2617
00972426835549029442,28026,2504,2563,2533
00548358336880410899,28032,2704,2823,2763
00956340079943220597,28015,5701,2216,3958
00933061934406315322,28022,3080,3139,3109
00908786992979930521,28030,2810,2289,2549
00903445607536132121,28009,7057,5976,6516
00000000000036053507,28024,2564,3021,2792
00919474318545165373,28038,2395,2216,2305
01137021245577882890,28038,2395,2216,2305
00937743756545911418,28039,3874,3396,3635
00934542085106157360,28009,7057,5976,6516
01087064263791724080,28011,2936,2680,2808
00984597964518167287,28016,5868,6848,6358
00568472467509401992,28045,4451,4763,4607
00000000000052871976,28045,4451,4763,4607
00644856695786169903,28032,2704,2823,2763
00000000000052250269,28028,5148,4912,5030
00000000000035365249,28009,7057,5976,6516
01107942838223538627,28021,1967,1831,1899
00000000000052144308,28010,7169,5233,6201
01134562044393325318,28045,4451,4763,4607
00000000000010286663,28043,4430,4304,4367
00000000000017901250,28003,5992,6000,5996
01002817108549556723,28021,1967,1831,1899
00000000000052893348,28045,4451,4763,4607
00000000000030124982,28018,2115,2096,2105
00596036844466718978,28039,3874,3396,3635
00761261866476528079,28037,2621,3220,2920
00713499200566628461,28045,4451,4763,4607
00656481190267291671,28003,5992,6000,5996
00687391700326017150,28022,3080,3139,3109
00766606929518765244,28025,2311,2262,2286
00000000000050471757,28010,7169,5233,6201
01012937313523635766,28027,3718,3764,3741
00000000000023963707,28001,9376,6266,7821
01080298070413169626,28006,7921,7997,7959
01120967696382709286,28012,4818,3175,3996
00927379206358920854,28034,3657,3485,3571
00983413014026869444,28008,5683,5308,5495
00647832335828763372,28033,3900,3818,3859
01111522728642275069,28001,9376,6266,7821
00902600478665839801,28026,2504,2563,2533
00776080082613171958,28053,2293,2036,2164
00000000000047914342,28026,2504,2563,2533
00950093924205735814,28025,2311,2262,2286
01029584977559603751,28015,5701,2216,3958
00970940011490674926,28017,2962,3144,3053
00901117916050062583,28025,2311,2262,2286
00000000000047883527,28028,5148,4912,5030
00739614807374803251,28002,5455,7899,6677
00648540880573460445,28035,3933,3433,3683
01085705963831689639,28043,4430,4304,4367
00000000000047997070,28011,2936,2680,2808
00755492593303920569,28010,7169,5233,6201
01071482463960040060,28014,6436,2796,4616
01134474990987845289,28012,4818,3175,3996
00928998791210035116,28010,7169,5233,6201
01021151701011563567,28029,3854,3259,3556
00714236474990112603,28010,7169,5233,6201
00812230543574427251,28013,4917,3286,4101
00000000000027199898,28028,5148,4912,5030
00785669251948367106,28007,4768,4564,4666
00649068699418816955,28028,5148,4912,5030
00000000000052876734,28005,4879,4945,4912
00793359617160232258,28033,3900,3818,3859
01135439024514895866,28012,4818,3175,3996
01143509503876689869,28006,7921,7997,7959
00739887121630280751,28042,3752,3278,3515
00000000000052669702,28002,5455,7899,6677
00000000000045476656,28015,5701,2216,3958
00000000000013321359,28045,4451,4763,4607
00971874777809156215,28007,4768,4564,4666
01094362287986204595,28018,2115,2096,2105
00547526785425961460,28027,3718,3764,3741
00660537274258232201,28020,4967,829,2898
00712049476310859544,28033,3900,3818,3859
00000000000049645225,28007,4768,4564,4666
00674986491359382699,28026,2504,2563,2533
00000000000050626573,28023,4681,3722,4201
00000000000001168731,28021,1967,1831,1899
00903755016852833696,28053,2293,2036,2164
00920776120422040866,28038,2395,2216,2305
01055052641493872250,28016,5868,6848,6358
00000000000013297758,28036,6077,6761,6419
00000000000052655280,28030,2810,2289,2549
01007920199374911522,28007,4768,4564,4666
01018052587699572278,28001,9376,6266,7821
00624580005212218403,28039,3874,3396,3635
00756424554330875138,28020,4967,829,2898
00000000000014862474,28019,2737,2498,2617
00849069643652104391,28053,2293,2036,2164
01003544416200208652,28033,3900,3818,3859
00000000000026002454,28018,2115,2096,2105
00768042639992874178,28011,2936,2680,2808
00941097393202904379,28041,2214,2440,2327
00973065613641610093,28009,7057,5976,6516
00000000000020273611,28020,4967,829,2898
00000000000016134982,28013,4917,3286,4101
00000000000036809009,28021,1967,1831,1899
00000000000046416127,28012,4818,3175,3996
00830907430128679349,28038,2395,2216,2305
00577414285131299739,28011,2936,2680,2808
00936186129867017140,28760,4250,2902,3576
00000000000017541183,28041,2214,2440,2327
01106362908625961720,28029,3854,3259,3556
00854412349486601258,28014,6436,2796,4616
00000000000014276011,28049,4976,3886,4431
01129831205976846308,28029,3854,3259,3556
00913244367586818263,28009,7057,5976,6516
00000000000052642643,28032,2704,2823,2763
00000000000037548309,28007,4768,4564,4666
00000000000020620197,28030,2810,2289,2549
00000000000038764185,28046,5834,3751,4792
01066787550536884640,28017,2962,3144,3053
01057097109737355985,28037,2621,3220,2920
00934550508824224808,28028,5148,4912,5030
01022460718513090663,28020,4967,829,2898
00562836745703164458,28025,2311,2262,2286
01089743100915701148,28045,4451,4763,4607
00832487776691819287,28039,3874,3396,3635
00921006843551744139,28046,5834,3751,4792
00701199666886728026,28042,3752,3278,3515
00000000000010764720,28019,2737,2498,2617
00000000000044240881,28038,2395,2216,2305
00985293267574109839,28016,5868,6848,6358
01075520103576087762,28029,3854,3259,3556
00886709320699012321,28037,2621,3220,2920
01126568607508012553,28026,2504,2563,2533
00000000000041948174,28010,7169,5233,6201
01131671043846379514,28024,2564,3021,2792
00947931555126823750,28020,4967,829,2898
00000000000032972819,28032,2704,2823,2763
00000000000050242459,28013,4917,3286,4101
00718072684088662956,28028,5148,4912,5030
00762880410174592447,28053,2293,2036,2164
00000000000034466595,28053,2293,2036,2164
00000000000045675064,28012,4818,3175,3996
00933797649730799345,28006,7921,7997,7959
00901456473162160228,28009,7057,5976,6516
00000000000044149037,28013,4917,3286,4101
01004451735859218916,28032,2704,2823,2763
01028241130950489639,28034,3657,3485,3571
00714869003491754622,28029,3854,3259,3556
00873593476839923236,28017,2962,3144,3053
01096336343538937421,28001,9376,6266,7821
01072328863755262414,28029,3854,3259,3556
00000000000039842252,28015,5701,2216,3958
00000000000053586358,28009,7057,5976,6516
01121593654371065109,28041,2214,2440,2327
01070215982869709158,28053,2293,2036,2164
00000000000030202353,28022,3080,3139,3109
01129019242577461539,28053,2293,2036,2164
00931062243954499894,28010,7169,5233,6201
00987755213205778470,28025,2311,2262,2286
01126746471364486158,28046,5834,3751,4792
00964986313825900415,28041,2214,2440,2327
00000000000049128789,28017,2962,3144,3053
00000000000039026573,28047,2477,2371,2424
01115951938582697930,28012,4818,3175,3996
00820262884509318804,28026,2504,2563,2533
00799909670255608191,28025,2311,2262,2286
00000000000019342946,28038,2395,2216,2305
00000000000010707563,28003,5992,6000,5996
00836161891903064613,28760,4250,2902,3576
00000000000030136973,28001,9376,6266,7821
00000000000039361390,28015,5701,2216,3958
00000000000034564940,28033,3900,3818,3859
00000000000043728214,28007,4768,4564,4666
00877276198717494905,28034,3657,3485,3571
00600786677931688944,28025,2311,2262,2286
01089679753501951167,28016,5868,6848,6358
01079163926875613968,28039,3874,3396,3635
00787587914826322428,28026,2504,2563,2533
00823106616586627022,28011,2936,2680,2808
00740978927983135947,28038,2395,2216,2305
01013524100030829522,28007,4768,4564,4666
00899246208574611509,28003,5992,6000,5996
00716001667050735588,28005,4879,4945,4912
01111332089767468674,28027,3718,3764,3741
00000000000020315047,28039,3874,3396,3635
00721476392745733602,28002,5455,7899,6677
00000000000042240455,28031,2445,2317,2381
01036825518208008838,28007,4768,4564,4666
00793608632083789259,28039,3874,3396,3635
00000000000045690135,28005,4879,4945,4912
01111397792761105631,28027,3718,3764,3741
01071215025627436421,28022,3080,3139,3109
00000000000029276955,28007,4768,4564,4666
01055808660664641448,28029,3854,3259,3556
00000000000052890656,28053,2293,2036,2164
00000000000046349143,28019,2737,2498,2617
01138488205197404404,28009,7057,5976,6516
00545484845924141785,28007,4768,4564,4666
00000000000006541133,28035,3933,3433,3683
00899473796315527970,28002,5455,7899,6677
01131157439225036550,28047,2477,2371,2424
00570109045059806028,28006,7921,7997,7959
00970036599850880580,28004,6544,5818,6181
01063781869192543710,28038,2395,2216,2305
00000000000029674301,28045,4451,4763,4607
00670991216176521758,28022,3080,3139,3109
00974483615109821569,28028,5148,4912,5030
00000000000039890585,28053,2293,2036,2164
00936253746155534677,28033,3900,3818,3859
00876136252113465208,28037,2621,3220,2920
00609120058220564293,28032,2704,2823,2763
00000000000046825568,28009,7057,5976,6516
01073156892889142518,28020,4967,829,2898
01045509923894290200,28036,6077,6761,6419
01125157594459179409,28045,4451,4763,4607
01082478808336945465,28007,4768,4564,4666
01010013717608224894,28005,4879,4945,4912
01087469506376646051,28039,3874,3396,3635
01019649160776140263,28017,2962,3144,3053
00906473185829561413,28030,2810,2289,2549
01095485383730689401,28001,9376,6266,7821
00000000000024693057,28009,7057,5976,6516
01035695711906640265,28029,3854,3259,3556
00681752189550335194,28025,2311,2262,2286
00000000000048860482,28028,5148,4912,5030
00579810047500943777,28015,5701,2216,3958
00000000000047526683,28015,5701,2216,3958
01133184839661844593,28022,3080,3139,3109
01128435264222274135,28017,2962,3144,3053
00660832839893170413,28010,7169,5233,6201
01049196842742798798,28039,3874,3396,3635
01087484104440832663,28008,5683,5308,5495
00000000000025313243,28045,4451,4763,4607
00625965913845816325,28051,3310,2669,2989
00555570341922840849,28015,5701,2216,3958
01109438638870143048,28041,2214,2440,2327
00710253902217017515,28021,1967,1831,1899
00000000000032183804,28051,3310,2669,2989
00771475764659099571,28009,7057,5976,6516
00000000000026809818,28006,7921,7997,7959
00000000000051757206,28020,4967,829,2898
00000000000040204112,28043,4430,4304,4367
01030314369354420283,28021,1967,1831,1899
01116069196056283207,28004,6544,5818,6181
00000000000031166704,28027,3718,3764,3741
01112304329609032987,28005,4879,4945,4912
01099861737163185114,28012,4818,3175,3996
01109559859126701491,28045,4451,4763,4607
01120749192541878042,28011,2936,2680,2808
00000000000018271284,28050,4580,3916,4248
00610205133005438021,28029,3854,3259,3556
01070342945085511841,28043,4430,4304,4367
00876578311342684367,28012,4818,3175,3996
00989892228521239419,28005,4879,4945,4912
01125353245094675051,28007,4768,4564,4666
00000000000037604098,28009,7057,5976,6516
00897880526953003864,28054,3154,3751,3452
01115017568835663407,28047,2477,2371,2424
00000000000045963105,28006,7921,7997,7959
00854241586734063097,28047,2477,2371,2424
00000000000049026335,28026,2504,2563,2533
01045390464015353734,28019,2737,2498,2617
00000000000001079119,28010,7169,5233,6201
00634064305965439161,28006,7921,7997,7959
00000000000052465467,28012,4818,3175,3996
00839092590627310168,28026,2504,2563,2533
01097822632162011121,28015,5701,2216,3958
00000000000051609768,28009,7057,5976,6516
00000000000001529540,28051,3310,2669,2989
00820881063737375856,28053,2293,2036,2164
00000000000051354851,28036,6077,6761,6419
00000000000000590710,28041,2214,2440,2327
00807159935522712902,28013,4917,3286,4101
00000000000035464332,28007,4768,4564,4666
00000000000053233794,28003,5992,6000,5996
00919587392880116120,28011,2936,2680,2808
00000000000049965483,28045,4451,4763,4607
00000000000052066098,28023,4681,3722,4201
00000000000019011445,28008,5683,5308,5495
01041381419698026323,28017,2962,3144,3053
00850132199378619544,28022,3080,3139,3109
00000000000000263748,28033,3900,3818,3859
00000000000036760070,28024,2564,3021,2792
00890402778118889927,28023,4681,3722,4201
00746938432352760419,28021,1967,1831,1899
01068935593230314126,28015,5701,2216,3958
01125874804999064087,28033,3900,3818,3859
00826060745504249346,28003,5992,6000,5996
00000000000051010342,28045,4451,4763,4607
01096432945563641353,28002,5455,7899,6677
00000000000000238799,7006,3837,5214,4525
00000000000000291211,7458,2742,3300,3021
00000000000000328541,7005,2855,2987,2921
00000000000000493832,7560,2812,3074,2943
00000000000000493832,7560,3208,3199,3203
00000000000000603924,7183,4803,5549,5176
00000000000000612483,7012,5978,6039,6008
00000000000000744388,7012,5978,6039,6008
00000000000000899914,7012,5978,6039,6008
00000000000000906734,7006,3837,5214,4525
00000000000001047216,7458,2742,3300,3021
00000000000001178953,7610,4195,3970,4082
00000000000001179067,7610,4195,3970,4082
00000000000001269740,7610,4195,3970,4082
00000000000001510808,7004,2970,3042,3006
00000000000001520520,7590,3432,4010,3721
00000000000001575793,7559,3162,4385,3773
00000000000001620619,7150,3388,3929,3658
00000000000001682362,7011,3392,3758,3575
00000000000001721038,7609,3486,4149,3817
00000000000001842456,7589,3634,4810,4222
00000000000001879579,7610,4195,3970,4082
00000000000001997237,7458,2742,3300,3021
00000000000002220591,7179,4885,4543,4714
00000000000002239956,7610,4195,3970,4082
00000000000002266269,7470,4362,5020,4691
00000000000002290707,7002,4896,5535,5215
00000000000002309464,7011,3392,3758,3575
00000000000002388289,7458,2742,3300,3021
00000000000002438971,7014,4921,5799,5360
00000000000002510624,7458,2742,3300,3021
00000000000002604925,7180,5061,6835,5948
00000000000002633668,7458,2742,3300,3021
00000000000002640354,7181,5883,6714,6298
00000000000002689512,7181,5883,6714,6298
00000000000002820570,7160,4945,5808,5376
00000000000002820570,7160,6933,7153,7043
00000000000002946533,7560,2812,3074,2943
00000000000002946533,7560,3208,3199,3203
00000000000002967289,7002,4896,5535,5215
00000000000002967609,7002,4896,5535,5215
00000000000002971929,7560,2812,3074,2943
00000000000002971929,7560,3208,3199,3203
00000000000003045906,7560,2812,3074,2943
00000000000003045906,7560,3208,3199,3203
00000000000003173485,7470,4362,5020,4691
00000000000003396948,7590,3432,4010,3721
00000000000003414053,7007,3209,3733,3471
00000000000003714342,7560,2812,3074,2943
00000000000003714342,7560,3208,3199,3203
00000000000003757544,7590,3432,4010,3721
00000000000003826309,7458,2742,3300,3021
00000000000003913640,7589,3634,4810,4222
00000000000004132331,7560,2812,3074,2943
00000000000004132331,7560,3208,3199,3203
00000000000004309778,7001,4832,4450,4641
00000000000004570147,7180,5061,6835,5948
00000000000005160499,7181,5883,6714,6298
00000000000005193642,7183,4803,5549,5176
00000000000005362945,7458,2742,3300,3021
00000000000005577898,7181,5883,6714,6298
00000000000005678550,7458,2742,3300,3021
00000000000005777364,7008,2293,2749,2521
00000000000005936519,7183,4803,5549,5176
00000000000006003304,7590,3432,4010,3721
00000000000006398822,7015,5391,5578,5484
00000000000006584127,7150,3388,3929,3658
00000000000006595719,7458,2742,3300,3021
00000000000006654371,7458,2742,3300,3021
00000000000006982781,7012,5978,6039,6008
00000000000007066494,7012,5978,6039,6008
00000000000007376613,7012,5978,6039,6008
00000000000007430483,7560,2812,3074,2943
00000000000007430483,7560,3208,3199,3203
00000000000007670043,7590,3432,4010,3721
00000000000007759791,7181,5883,6714,6298
00000000000007811805,7150,3388,3929,3658
00000000000007904810,7179,4885,4543,4714
00000000000008136571,7589,3634,4810,4222
