ID,CP,PRECIO POR PISO,PRECIO POR CASA,Precio m2
00000000000001520042,8018,4250,4512,4381
00000000000020534796,8005,5045,4376,4710
00000000000027127886,8028,3911,3737,3824
00629303927617545963,8011,5319,4091,4705
01105060026894795063,8037,5494,4097,4795
00729413586619681294,8016,2934,2789,2861
00943612556506442649,8037,5494,4097,4795
00000000000045444900,8015,4560,4911,4735
00000000000018942359,8014,3814,3370,3592
00942352663068604421,8013,4576,4091,4333
01105654596007317950,8025,4535,3825,4180
01075134452308140004,8003,5197,4101,4649
01042002618810922779,8007,7449,3937,5693
01075120342243736497,8003,5197,4101,4649
01074799267653153374,8027,3535,3646,3590
00000000000023303236,8003,5197,4101,4649
00000000000000320506,8004,3836,4016,3926
00946938917935250086,8027,3535,3646,3590
01146363155564457576,8029,4879,4284,4581
01041417555764592767,8037,5494,4097,4795
00000000000036996478,8005,5045,4376,4710
01112382077199873224,8001,3789,3123,3456
01131036743149959004,8003,5197,4101,4649
00863701771274034202,8032,3109,3291,3200
00000000000001904671,8028,3911,3737,3824
00000000000001082656,8013,4576,4091,4333
00898225913797400158,8026,3895,3610,3752
00000000000002087178,8022,5558,5797,5677
00639221460649374402,8006,5358,4205,4781
01136923560303123306,8010,6168,4091,5129
00949403146161606234,8016,2934,2789,2861
00000000000053212990,8010,6168,4091,5129
01069607720946151114,8026,3895,3610,3752
00939501713361114343,8015,4560,4911,4735
00718052025798941045,8006,5358,4205,4781
00673965686368076785,8006,5358,4205,4781
01122248096791933295,8002,4737,3857,4297
01140950697098222603,8013,4576,4091,4333
00661678370861367884,8025,4535,3825,4180
01065025849660356883,8019,4490,3552,4021
01099899279552590918,8036,5465,4091,4778
01123386407470967741,8029,4879,4284,4581
00691193725678203929,8015,4560,4911,4735
00000000000019902564,8004,3836,4016,3926
00000000000005561974,8013,4576,4091,4333
00904017287796323542,8033,1991,2210,2100
01118522947220795858,8003,5197,4101,4649
01032520030037201917,8016,2934,2789,2861
01101273888698312639,8019,4490,3552,4021
00820783771709945492,8015,4560,4911,4735
01125449130433329744,8033,1991,2210,2100
00000000000043754244,8009,5530,7097,6313
00000000000035262482,8003,5197,4101,4649
00900795016316052652,8004,3836,4016,3926
00000000000017151411,8013,4576,4091,4333
00000000000039843770,8024,4228,4125,4176
01116888773598452227,8004,3836,4016,3926
00872181409882167414,8011,5319,4091,4705
00000000000014565867,8004,3836,4016,3926
00000000000001039211,8018,4250,4512,4381
00000000000018887616,8029,4879,4284,4581
01128556028961207755,8015,4560,4911,4735
00721431089402151840,8026,3895,3610,3752
00878759262826963543,8002,4737,3857,4297
00899245442811660718,8005,5045,4376,4710
00000000000042169123,8015,4560,4911,4735
01123287317889295014,8018,4250,4512,4381
00000000000053056356,8003,5197,4101,4649
00000000000001776811,8014,3814,3370,3592
00000000000002070094,8015,4560,4911,4735
01097183070684514466,8002,4737,3857,4297
00000000000023278873,8015,4560,4911,4735
00000000000009898380,8018,4250,4512,4381
00939560896311356928,8015,4560,4911,4735
00000000000005845579,8004,3836,4016,3926
00945797850238255495,8027,3535,3646,3590
00000000000037275926,8008,7539,33852,20695
01106462912875222719,8015,4560,4911,4735
00886977249817727227,8027,3535,3646,3590
01092584598633372417,8015,4560,4911,4735
01044315565613783402,8009,5530,7097,6313
00957760053909775261,8011,5319,4091,4705
00000000000011108923,8004,3836,4016,3926
00000000000013806704,8008,7539,33852,20695
01030155800119062475,8029,4879,4284,4581
01022281327584443524,8015,4560,4911,4735
00000000000003082152,8006,5358,4205,4781
00000000000049457063,8003,5197,4101,4649
00934608769183935397,8005,5045,4376,4710
00000000000023874036,8005,5045,4376,4710
00000000000028928898,8018,4250,4512,4381
00000000000022604862,8010,6168,4091,5129
00825156495805080171,8015,4560,4911,4735
01091262041138203052,8002,4737,3857,4297
01115823340562547441,8015,4560,4911,4735
00000000000000742156,8023,4285,4273,4279
00997065329944468073,8004,3836,4016,3926
00000000000005715021,8014,3814,3370,3592
00631002547931207599,8008,7539,33852,20695
00000000000030365978,8001,3789,3123,3456
00605756158541697175,8034,6523,6937,6730
00523791858002967040,8028,3911,3737,3824
00696163547992681849,8023,4285,4273,4279
00000000000045946816,8026,3895,3610,3752
00000000000053840732,8037,5494,4097,4795
00946035304762619330,8027,3535,3646,3590
00916666677380821264,8011,5319,4091,4705
00000000000052609086,8028,3911,3737,3824
00000000000052604262,8022,5558,5797,5677
00945728949937558690,8015,4560,4911,4735
00908002389324931473,8031,3046,2962,3004
00000000000001079887,8029,4879,4284,4581
00000000000045746921,8002,4737,3857,4297
00000000000002451930,8006,5358,4205,4781
00000000000049503015,8003,5197,4101,4649
00884078086336141232,8009,5530,7097,6313
00000000000000821100,8015,4560,4911,4735
00000000000005072622,8015,4560,4911,4735
00000000000004116665,8029,4879,4284,4581
00000000000013840632,8035,3189,3986,3587
01103714333747012248,8001,3789,3123,3456
00633799136929628570,8002,4737,3857,4297
01121587025003163237,8026,3895,3610,3752
00000000000019958031,8005,5045,4376,4710
01110647383029108808,8036,5465,4091,4778
00861994015168457984,8015,4560,4911,4735
00945114961299958800,8002,4737,3857,4297
00000000000000934979,8013,4576,4091,4333
01033328836356543297,8004,3836,4016,3926
01104749156133533875,8003,5197,4101,4649
00000000000002263681,8021,6062,9486,7774
00000000000048323857,8007,7449,3937,5693
01128739930391020766,8003,5197,4101,4649
01120771371243360273,8003,5197,4101,4649
00000000000042953353,8007,7449,3937,5693
00000000000034523402,8004,3836,4016,3926
01038992051337459481,8007,7449,3937,5693
00000000000000884420,8028,3911,3737,3824
00000000000023396273,8015,4560,4911,4735
00921511132076704644,8002,4737,3857,4297
00000000000017628425,8005,5045,4376,4710
00623541719024464199,8018,4250,4512,4381
00831633641777873566,8009,5530,7097,6313
00907329710067654982,8015,4560,4911,4735
00000000000049599873,8034,6523,6937,6730
00000000000003358168,8020,2876,2527,2701
00000000000041981479,8030,3287,3280,3283
00000000000017039201,8012,5000,4379,4689
00000000000009140899,8019,4490,3552,4021
00000000000001826858,8011,5319,4091,4705
00000000000030757752,8025,4535,3825,4180
01059511048187489392,8001,3789,3123,3456
00000000000040688533,8004,3836,4016,3926
00000000000000408599,8004,3836,4016,3926
00000000000002054538,8024,4228,4125,4176
00000000000044428988,8017,6336,5198,5767
00523852465991472249,8028,3911,3737,3824
01069765339983009634,8030,3287,3280,3283
00871464154915728576,8036,5465,4091,4778
00898225612303810666,8026,3895,3610,3752
00777503471785349182,8002,4737,3857,4297
00000000000051318446,8026,3895,3610,3752
00000000000030760852,8025,4535,3825,4180
00000000000026426826,8026,3895,3610,3752
00713230288606970137,8031,3046,2962,3004
00000000000032393656,8014,3814,3370,3592
00000000000003763410,8007,7449,3937,5693
01094948778032934112,8028,3911,3737,3824
00897275082493091422,8029,4879,4284,4581
00000000000005398314,8009,5530,7097,6313
00949384115283907730,8014,3814,3370,3592
00000000000051386019,8023,4285,4273,4279
00000000000031857600,8011,5319,4091,4705
00862747800117931050,8014,3814,3370,3592
00000000000042821098,8023,4285,4273,4279
00676687287249377099,8016,2934,2789,2861
00000000000001225103,8011,5319,4091,4705
00817196508818488513,8026,3895,3610,3752
01122227226890345475,8002,4737,3857,4297
01029652538591443235,8021,6062,9486,7774
01129594888532129076,8001,3789,3123,3456
01128493901410082344,8002,4737,3857,4297
00000000000004216358,8004,3836,4016,3926
00000000000042886697,8023,4285,4273,4279
00933228480676301856,8016,2934,2789,2861
01018178783078008053,8004,3836,4016,3926
00000000000000209673,8006,5358,4205,4781
00866547422296429483,8041,3643,3563,3603
00000000000015129519,8028,3911,3737,3824
00854401134528518913,8026,3895,3610,3752
00707869761447524966,8013,4576,4091,4333
00000000000052514141,8013,4576,4091,4333
00859070717000773299,8035,3189,3986,3587
00795777333129842167,8004,3836,4016,3926
00961749175047638129,8022,5558,5797,5677
00000000000029053195,8003,5197,4101,4649
01088231871047414625,8028,3911,3737,3824
00702564572690056974,8005,5045,4376,4710
00000000000023284399,8002,4737,3857,4297
00000000000025466336,8005,5045,4376,4710
00000000000007589134,8005,5045,4376,4710
00992140165399990257,8004,3836,4016,3926
00663688762617652726,8037,5494,4097,4795
01117463083966308945,8039,5216,4091,4653
00000000000052923293,8014,3814,3370,3592
00000000000003825239,8036,5465,4091,4778
00000000000052090714,8038,3016,2658,2837
01137722464874736853,8004,3836,4016,3926
00000000000016592830,8009,5530,7097,6313
00000000000023033374,8003,5197,4101,4649
00931591920999936286,8026,3895,3610,3752
00000000000042373718,8015,4560,4911,4735
00000000000053766893,8021,6062,9486,7774
00873241310304024021,8028,3911,3737,3824
01116441890063435973,8004,3836,4016,3926
00000000000002743539,8005,5045,4376,4710
00805182872948581979,8014,3814,3370,3592
01122218714576767608,8002,4737,3857,4297
01103340797206449285,8004,3836,4016,3926
00937465735746863453,8027,3535,3646,3590
01102289908839424682,8027,3535,3646,3590
00000000000054101062,8013,4576,4091,4333
00000000000052852906,8033,1991,2210,2100
00000000000001044130,8021,6062,9486,7774
00836660142488581311,8019,4490,3552,4021
01103699784303552359,8025,4535,3825,4180
00862122500288513146,8010,6168,4091,5129
00000000000029171393,8002,4737,3857,4297
00952747828491284601,8024,4228,4125,4176
00919393422650660114,8023,4285,4273,4279
00000000000022967713,8026,3895,3610,3752
00000000000002464488,8024,4228,4125,4176
01018157022872686414,8004,3836,4016,3926
00000000000006709228,8015,4560,4911,4735
01115093293643922233,8024,4228,4125,4176
00000000000002729680,8021,6062,9486,7774
00000000000050720279,8002,4737,3857,4297
00000000000050229454,8004,3836,4016,3926
01009514173368928086,8027,3535,3646,3590
01075417311270440455,8006,5358,4205,4781
00000000000023001940,8004,3836,4016,3926
00000000000002563231,8012,5000,4379,4689
01095017781026811098,8004,3836,4016,3926
01084892995924698375,8023,4285,4273,4279
00000000000052360027,8008,7539,33852,20695
00000000000052356593,8006,5358,4205,4781
01027419036531091779,8003,5197,4101,4649
00859966206788537909,8012,5000,4379,4689
00000000000035488866,8012,5000,4379,4689
00760602284215985217,8026,3895,3610,3752
00829538139176678540,8015,4560,4911,4735
00000000000004139672,8003,5197,4101,4649
00000000000031133542,8003,5197,4101,4649
00620100163373749416,8018,4250,4512,4381
01128707908793915978,8038,3016,2658,2837
01103434408842401166,8001,3789,3123,3456
00000000000002114892,8005,5045,4376,4710
00000000000040280595,8015,4560,4911,4735
01134584414286515637,8029,4879,4284,4581
00000000000001966739,8029,4879,4284,4581
00691213281081909628,8015,4560,4911,4735
01044148232075526216,8001,3789,3123,3456
00815311801756946104,8014,3814,3370,3592
00866423239312111284,8038,3016,2658,2837
00000000000006924144,8001,3789,3123,3456
01143290985252191639,8012,5000,4379,4689
00000000000002469678,8013,4576,4091,4333
01128688879824990762,8015,4560,4911,4735
01096497403973070056,8028,3911,3737,3824
00000000000009602587,8015,4560,4911,4735
00000000000001092780,8012,5000,4379,4689
00000000000009250389,8005,5045,4376,4710
00817287711879647827,8026,3895,3610,3752
00000000000001834026,8014,3814,3370,3592
01010828179627374481,8015,4560,4911,4735
01049528497553981044,8003,5197,4101,4649
01075302440350161738,8004,3836,4016,3926
00883026035223307093,8018,4250,4512,4381
00000000000002576955,8038,3016,2658,2837
00879504994747416033,8013,4576,4091,4333
00000000000013165887,8009,5530,7097,6313
00000000000017151374,8013,4576,4091,4333
00000000000022005342,8003,5197,4101,4649
00000000000014164414,8014,3814,3370,3592
01142770446987483514,8013,4576,4091,4333
01088887823110742919,8005,5045,4376,4710
00664488799272312291,8018,4250,4512,4381
00944687990379779227,8003,5197,4101,4649
00948275718347108992,8028,3911,3737,3824
00000000000042128982,8018,4250,4512,4381
00000000000005437314,8015,4560,4911,4735
00000000000007954069,8004,3836,4016,3926
00000000000040563050,8004,3836,4016,3926
00892001096306194505,8018,4250,4512,4381
00000000000000889575,8041,3643,3563,3603
00000000000001242470,8018,4250,4512,4381
00882388227760570307,8006,5358,4205,4781
00000000000002507802,8015,4560,4911,4735
01092581195355477547,8015,4560,4911,4735
00000000000003773985,8017,6336,5198,5767
00000000000031758760,8012,5000,4379,4689
01137544896264704584,8001,3789,3123,3456
00000000000040989258,8004,3836,4016,3926
00000000000003180085,8010,6168,4091,5129
00000000000004725296,8007,7449,3937,5693
01128733646146932068,8020,2876,2527,2701
00000000000000040983,8009,5530,7097,6313
00000000000009075880,8042,2457,2230,2343
01089018209174469675,8019,4490,3552,4021
01034703090385706522,8020,2876,2527,2701
00000000000007431940,8035,3189,3986,3587
00949278638815762417,8004,3836,4016,3926
00780295180869573002,8004,3836,4016,3926
00000000000044370767,8012,5000,4379,4689
00000000000000171646,8026,3895,3610,3752
00000000000037705462,8032,3109,3291,3200
00000000000019225624,8027,3535,3646,3590
00000000000001659522,8014,3814,3370,3592
00000000000033259271,8003,5197,4101,4649
00000000000000522705,8009,5530,7097,6313
00000000000002167544,8008,7539,33852,20695
00000000000001290278,8015,4560,4911,4735
01112749211319877439,8003,5197,4101,4649
00000000000007953354,8004,3836,4016,3926
00000000000035605066,8012,5000,4379,4689
00881663941105028125,8014,3814,3370,3592
00000000000001749928,8013,4576,4091,4333
00840704002914388485,8014,3814,3370,3592
01034554656318157124,8018,4250,4512,4381
00000000000051273315,8026,3895,3610,3752
01128462878202858671,8018,4250,4512,4381
00000000000038538357,8021,6062,9486,7774
01150178230490808551,8001,3789,3123,3456
01110775765657684157,8023,4285,4273,4279
00000000000023138164,8018,4250,4512,4381
00939564695547360204,8015,4560,4911,4735
00000000000015737782,8008,7539,33852,20695
01122252357011423868,8002,4737,3857,4297
00000000000040578133,8020,2876,2527,2701
01119722188673282521,8005,5045,4376,4710
00000000000027381858,8041,3643,3563,3603
00000000000033109903,8032,3109,3291,3200
00691723106954290447,8026,3895,3610,3752
00000000000010009651,8029,4879,4284,4581
01122401128137466309,8006,5358,4205,4781
01042555181208811272,8006,5358,4205,4781
00000000000018918161,8019,4490,3552,4021
01133856606063055199,8001,3789,3123,3456
00000000000054321056,8015,4560,4911,4735
00000000000022393434,8015,4560,4911,4735
00749276559600049796,8013,4576,4091,4333
00000000000003588409,8004,3836,4016,3926
00646408495441585658,8024,4228,4125,4176
01123760311510238252,8015,4560,4911,4735
00000000000026105054,8026,3895,3610,3752
00000000000021653699,8003,5197,4101,4649
00000000000053373511,8029,4879,4284,4581
01101309346823707735,8041,3643,3563,3603
00000000000001620515,8009,5530,7097,6313
00000000000006251057,8001,3789,3123,3456
00000000000023990630,8002,4737,3857,4297
00000000000041151318,8005,5045,4376,4710
00000000000051273370,8026,3895,3610,3752
01128731651218940590,8029,4879,4284,4581
01096444954598644903,8013,4576,4091,4333
00000000000039960458,8024,4228,4125,4176
00000000000039141386,8015,4560,4911,4735
00000000000024840696,8005,5045,4376,4710
00000000000000594580,8024,4228,4125,4176
00000000000053526774,8028,3911,3737,3824
00891267841185123107,8001,3789,3123,3456
00970771543514078567,8003,5197,4101,4649
00000000000031482550,8003,5197,4101,4649
00000000000026387235,8003,5197,4101,4649
00000000000013423726,8009,5530,7097,6313
00923128710803922085,8005,5045,4376,4710
00000000000036291359,8025,4535,3825,4180
00912923533643510459,8001,3789,3123,3456
00919342004447565402,8011,5319,4091,4705
01011609441349908662,8032,3109,3291,3200
01096799949911222254,8002,4737,3857,4297
00000000000051952459,8003,5197,4101,4649
00789742461145941589,8007,7449,3937,5693
00734721047088190521,8031,3046,2962,3004
00733218182622191317,8026,3895,3610,3752
01099033746321126000,8027,3535,3646,3590
00862362641504358896,8019,4490,3552,4021
00000000000001529855,8025,4535,3825,4180
00000000000005180662,8021,6062,9486,7774
00950747756305096169,8011,5319,4091,4705
00950113601812775397,8023,4285,4273,4279
01120062206096650786,8036,5465,4091,4778
00000000000043882175,8025,4535,3825,4180
01086249979932940243,8015,4560,4911,4735
00000000000023990807,8002,4737,3857,4297
00849042635414662644,8005,5045,4376,4710
00000000000000936781,8024,4228,4125,4176
00000000000024747942,8006,5358,4205,4781
00686313548746918016,8030,3287,3280,3283
00000000000037476135,8035,3189,3986,3587
00928897023973317892,8011,5319,4091,4705
00000000000000171816,8026,3895,3610,3752
00994793512972717331,8021,6062,9486,7774
00000000000040866305,8002,4737,3857,4297
00929307684874113374,8038,3016,2658,2837
01127404460753725356,8011,5319,4091,4705
00733053314209654368,8019,4490,3552,4021
00000000000003567044,8005,5045,4376,4710
00556932528829598159,8018,4250,4512,4381
00660535143316878136,8012,5000,4379,4689
00000000000011862028,8013,4576,4091,4333
01082792771487909075,8015,4560,4911,4735
00872168678414663777,8015,4560,4911,4735
00000000000017969324,8008,7539,33852,20695
01046940680510992725,8004,3836,4016,3926
00000000000005124937,8013,4576,4091,4333
00000000000000940338,8010,6168,4091,5129
00639225290012118694,8021,6062,9486,7774
01008554383433120644,8004,3836,4016,3926
00000000000050343565,8030,3287,3280,3283
00000000000024960097,8002,4737,3857,4297
00933982787533194346,8023,4285,4273,4279
00849427626663947834,8023,4285,4273,4279
00856935325654137282,8013,4576,4091,4333
01018781782349991550,8002,4737,3857,4297
00000000000000503765,8009,5530,7097,6313
00919400235661862943,8037,5494,4097,4795
01117561076128765095,8029,4879,4284,4581
00000000000003971574,8015,4560,4911,4735
01097208976157470411,8013,4576,4091,4333
00000000000038573377,8026,3895,3610,3752
00000000000000888988,8021,6062,9486,7774
00939538445548154227,8015,4560,4911,4735
00976703532131126270,8003,5197,4101,4649
00000000000027607131,8007,7449,3937,5693
00894802749867457100,8014,3814,3370,3592
00000000000000352772,8015,4560,4911,4735
00914999023986720831,8011,5319,4091,4705
01103692775408097300,8013,4576,4091,4333
00932711286818111942,8015,4560,4911,4735
00787026850978218427,8041,3643,3563,3603
00000000000044232354,8029,4879,4284,4581
00826856499903727410,8013,4576,4091,4333
00000000000016810008,8011,5319,4091,4705
00000000000028597367,8003,5197,4101,4649
00948270246425859088,8028,3911,3737,3824
00000000000048715762,8007,7449,3937,5693
00817196413120639856,8026,3895,3610,3752
00660069575596184489,8013,4576,4091,4333
00000000000018614711,8026,3895,3610,3752
00000000000001186539,8015,4560,4911,4735
00906339330953013234,8026,3895,3610,3752
01069603926412366725,8026,3895,3610,3752
00549976913937241380,8002,4737,3857,4297
00582486497819385632,8005,5045,4376,4710
01137661380827781745,8003,5197,4101,4649
00000000000051273177,8026,3895,3610,3752
00000000000036860853,8042,2457,2230,2343
00683039998057334657,8012,5000,4379,4689
00000000000006222502,8007,7449,3937,5693
00656903021113715976,8013,4576,4091,4333
00855164625363722926,8014,3814,3370,3592
01139092779750433251,8013,4576,4091,4333
01112360732655252676,8027,3535,3646,3590
01129874391336009150,8036,5465,4091,4778
01081915016289864868,8025,4535,3825,4180
00000000000002237750,8025,4535,3825,4180
01122396477498667295,8015,4560,4911,4735
01127268250434456820,8005,5045,4376,4710
00000000000003008815,8005,5045,4376,4710
00000000000026970125,8014,3814,3370,3592
00843979339468649774,8015,4560,4911,4735
00000000000004047378,8015,4560,4911,4735
00988277234856267358,8002,4737,3857,4297
00000000000016922226,8003,5197,4101,4649
00000000000025118224,8015,4560,4911,4735
00820334535111222324,8024,4228,4125,4176
00000000000001446649,8007,7449,3937,5693
00000000000018572961,8002,4737,3857,4297
01009281160087522115,8008,7539,33852,20695
00795461265293948504,8025,4535,3825,4180
00000000000039940188,8037,5494,4097,4795
00873855253602861380,8015,4560,4911,4735
00969658917795252587,8028,3911,3737,3824
00955587743080710717,8003,5197,4101,4649
00975062554191913097,8011,5319,4091,4705
00000000000030687407,8014,3814,3370,3592
01135504462514950447,8014,3814,3370,3592
01076941782430889960,8009,5530,7097,6313
00000000000048596511,8019,4490,3552,4021
00000000000023031619,8029,4879,4284,4581
01075908913530459437,8012,5000,4379,4689
00694690300278068597,8028,3911,3737,3824
01132636246339118256,8026,3895,3610,3752
00695612064441556170,8005,5045,4376,4710
01029869989579951267,8011,5319,4091,4705
00825341908429098345,8024,4228,4125,4176
00829537418152864686,8015,4560,4911,4735
00903796122044709160,8018,4250,4512,4381
00000000000025523861,8014,3814,3370,3592
00875471009976337344,8016,2934,2789,2861
00000000000037420408,8015,4560,4911,4735
00702072324565624585,8003,5197,4101,4649
01135329294451000016,8001,3789,3123,3456
00985302796843868017,8011,5319,4091,4705
00838417360047765375,8001,3789,3123,3456
00000000000000892906,8009,5530,7097,6313
00912850339460574437,8004,3836,4016,3926
01137711163658516171,8004,3836,4016,3926
01104739464575747056,8003,5197,4101,4649
00713410860003370164,8029,4879,4284,4581
00000000000043919371,8017,6336,5198,5767
00000000000024978503,8002,4737,3857,4297
00000000000021521482,8013,4576,4091,4333
00000000000000956256,8015,4560,4911,4735
00950751713620024378,8001,3789,3123,3456
00000000000025257049,8018,4250,4512,4381
01075268405855369312,8038,3016,2658,2837
00000000000002781640,8012,5000,4379,4689
00569281568422064139,8016,2934,2789,2861
00000000000027477345,8021,6062,9486,7774
01113677018085174114,8014,3814,3370,3592
01129842511326416296,8003,5197,4101,4649
00000000000007666563,8019,4490,3552,4021
00000000000052872928,8004,3836,4016,3926
00000000000012622252,8009,5530,7097,6313
00000000000002220119,8029,4879,4284,4581
00941318263212388643,8015,4560,4911,4735
00910970451949527146,8015,4560,4911,4735
00000000000047865183,8015,4560,4911,4735
00000000000002634227,8030,3287,3280,3283
00000000000002207843,8011,5319,4091,4705
00000000000052528580,8005,5045,4376,4710
00000000000036962698,8005,5045,4376,4710
00999188656384515552,8002,4737,3857,4297
00000000000042471182,8004,3836,4016,3926
01129516708696524193,8004,3836,4016,3926
00942717010961326664,8006,5358,4205,4781
00000000000041190205,8026,3895,3610,3752
00851952933244788639,8003,5197,4101,4649
00927418121223302860,8013,4576,4091,4333
00000000000041901120,8002,4737,3857,4297
00000000000000775644,8015,4560,4911,4735
00000000000005323760,8004,3836,4016,3926
00901970545333268338,8004,3836,4016,3926
01106470718525154939,8001,3789,3123,3456
00000000000030552006,8023,4285,4273,4279
00963631383617517082,8018,4250,4512,4381
00892619909257806120,8018,4250,4512,4381
00000000000025329519,8025,4535,3825,4180
00000000000000757149,8036,5465,4091,4778
00872956665222602070,8003,5197,4101,4649
00000000000013894945,8024,4228,4125,4176
00000000000004382379,8015,4560,4911,4735
00660521529878840414,8005,5045,4376,4710
00000000000025287690,8026,3895,3610,3752
01050888440303149108,8020,2876,2527,2701
01002827513271054071,8027,3535,3646,3590
00000000000000688946,8018,4250,4512,4381
00000000000035892123,8002,4737,3857,4297
01128664879228785561,8015,4560,4911,4735
00000000000045129179,8026,3895,3610,3752
01079751623482324470,8008,7539,33852,20695
01142383475787928462,8035,3189,3986,3587
00841227945221700701,8037,5494,4097,4795
00896101518808265820,8005,5045,4376,4710
00000000000027724507,8004,3836,4016,3926
00000000000023053846,8024,4228,4125,4176
01114438672483670346,8027,3535,3646,3590
00969683313495052679,8028,3911,3737,3824
00000000000036014258,8002,4737,3857,4297
00991310453616118290,8023,4285,4273,4279
00000000000000671458,8004,3836,4016,3926
01137719746214444461,8014,3814,3370,3592
00000000000017151423,8013,4576,4091,4333
00865662598397288795,8022,5558,5797,5677
00000000000051273342,8026,3895,3610,3752
01082800043192649050,8015,4560,4911,4735
01056549571210903203,8026,3895,3610,3752
00000000000016449540,8013,4576,4091,4333
00000000000001738660,8012,5000,4379,4689
00000000000017596395,8003,5197,4101,4649
00000000000041003481,8007,7449,3937,5693
00669563835006827092,8004,3836,4016,3926
00000000000005008858,8004,3836,4016,3926
00000000000001071740,8014,3814,3370,3592
01080583681860365767,8035,3189,3986,3587
00757255974796976163,8011,5319,4091,4705
00000000000006776807,8011,5319,4091,4705
00000000000001493025,8026,3895,3610,3752
00000000000001293412,8005,5045,4376,4710
01100488398083786257,8038,3016,2658,2837
01102583562378842806,8001,3789,3123,3456
01121755023880607952,8004,3836,4016,3926
00000000000002853973,8012,5000,4379,4689
00000000000052358890,8006,5358,4205,4781
00974390220487112997,8006,5358,4205,4781
00694802952561057622,8028,3911,3737,3824
00000000000004022947,8005,5045,4376,4710
00000000000024978663,8002,4737,3857,4297
00000000000004679251,8023,4285,4273,4279
00000000000040961877,8003,5197,4101,4649
00000000000000986101,8004,3836,4016,3926
00000000000000936900,8004,3836,4016,3926
00904257762419291262,8029,4879,4284,4581
00000000000035155986,8005,5045,4376,4710
00000000000051590412,8009,5530,7097,6313
00922187435171509435,8004,3836,4016,3926
00753525116543573425,8041,3643,3563,3603
00872107529568771640,8015,4560,4911,4735
01128770863630383980,8029,4879,4284,4581
00000000000000563971,8015,4560,4911,4735
00000000000050256039,8028,3911,3737,3824
00000000000038571196,8036,5465,4091,4778
01097199289067586020,8002,4737,3857,4297
00774731593250607896,8002,4737,3857,4297
00000000000019343873,8004,3836,4016,3926
00000000000040895049,8031,3046,2962,3004
00631002754356153272,8008,7539,33852,20695
00871669408022989114,8019,4490,3552,4021
00000000000003172803,8003,5197,4101,4649
00000000000005196775,8019,4490,3552,4021
01122232768444528531,8002,4737,3857,4297
00000000000032485771,8003,5197,4101,4649
00000000000000963289,8015,4560,4911,4735
01018172700305953812,8004,3836,4016,3926
00980380412776193644,8029,4879,4284,4581
00790512115560289546,8007,7449,3937,5693
00646348983670886594,8035,3189,3986,3587
00992851837782545030,8004,3836,4016,3926
00815192059017843443,8006,5358,4205,4781
00000000000017151412,8013,4576,4091,4333
00000000000027502982,8019,4490,3552,4021
00000000000004783753,8015,4560,4911,4735
01125994303493704925,8003,5197,4101,4649
00000000000000469710,8009,5530,7097,6313
00000000000002005972,8014,3814,3370,3592
00000000000001756975,8016,2934,2789,2861
00000000000041897762,8007,7449,3937,5693
00644237171682701865,8017,6336,5198,5767
00838947105671967924,8013,4576,4091,4333
00000000000054158456,8015,4560,4911,4735
01035191296196023636,8031,3046,2962,3004
00000000000039219334,8015,4560,4911,4735
01048265604717547798,8008,7539,33852,20695
00747530432402201898,8002,4737,3857,4297
00617443917030295492,8002,4737,3857,4297
01106399114959624659,8003,5197,4101,4649
00000000000042547432,8001,3789,3123,3456
01052761970191046037,8026,3895,3610,3752
00805187979278991526,8014,3814,3370,3592
00780401144564841258,8025,4535,3825,4180
00000000000005141070,8009,5530,7097,6313
01122211331745188878,8003,5197,4101,4649
00000000000001737505,8005,5045,4376,4710
00000000000052359464,8008,7539,33852,20695
00000000000009984886,8028,3911,3737,3824
01052240263726352514,8004,3836,4016,3926
00000000000001830227,8017,6336,5198,5767
01094304190413839835,8005,5045,4376,4710
00000000000017361756,8009,5530,7097,6313
01019340307296601080,8037,5494,4097,4795
00000000000000273932,8036,5465,4091,4778
00000000000050617365,8015,4560,4911,4735
00696777471141566786,8039,5216,4091,4653
00000000000028366001,8028,3911,3737,3824
01141166417670337824,8003,5197,4101,4649
00934768528390792431,8004,3836,4016,3926
00548990291668456542,8003,5197,4101,4649
00000000000033762391,8015,4560,4911,4735
01050484394201799461,8027,3535,3646,3590
00683941003011180871,8027,3535,3646,3590
01121806518495909736,8020,2876,2527,2701
00813100191219176858,8026,3895,3610,3752
01119644407620781659,8005,5045,4376,4710
01120989532653607115,8011,5319,4091,4705
00989623300384864811,8022,5558,5797,5677
01128767704269258188,8029,4879,4284,4581
00918015237510061423,8008,7539,33852,20695
00000000000016449601,8013,4576,4091,4333
00000000000028366278,8028,3911,3737,3824
00785547170328341344,8032,3109,3291,3200
00000000000033423422,8004,3836,4016,3926
01122421025239266884,8030,3287,3280,3283
00000000000027331263,8025,4535,3825,4180
00859815744311025799,8004,3836,4016,3926
00000000000000866483,8037,5494,4097,4795
00000000000041025443,8015,4560,4911,4735
00000000000005837152,8004,3836,4016,3926
00000000000001477381,8028,3911,3737,3824
00878992991320862924,8002,4737,3857,4297
00000000000013131433,8006,5358,4205,4781
01104221754876385642,8028,3911,3737,3824
00000000000000283231,8005,5045,4376,4710
00000000000002491989,8015,4560,4911,4735
00784671412229969233,8015,4560,4911,4735
00000000000021791772,8024,4228,4125,4176
00980395484737059447,8015,4560,4911,4735
