ID,Título,Tipología,Ciudad,Localización,Precio,Valoración,Numero valoraciones,Baños,Camas,Viajeros máximos,Año,Plataforma
00000000000004474561,Alojamiento entero,Alojamiento,Barcelona,"4.138.738.481.893.980,2.177.979.386.595.220",100,3.95,,1,2,3,2017,White Hosting
00000000000022342492,Alojamiento entero,Alojamiento,Madrid,"4.041.216,-371.122",179,4.9,,2,3,4,2020,White Hosting
00000000000027417989,Alojamiento entero,Alojamiento,Barcelona,"4.140.101,216.562",70,4.3500000000000005,,1,1,4,2020,White Hosting
00000000000000461943,Habitación privada,Habitación,Barcelona,"4.137.738.856.854.280,21.519.462.627.361.400",49,5.0,,1,1,2,2017,White Hosting
00000000000014734390,Alojamiento entero,Alojamiento,Barcelona,"41.405.495.120.685,21.611.152.898.447.300",120,5.0,,1,1,4,2017,White Hosting
00000000000032032467,Habitación privada,Habitación,Barcelona,"4.141.349,217.992",35,3.35,,1,1,2,2019,White Hosting
00000000000032961123,Alojamiento entero,Alojamiento,Malaga,"367.258,-442.003",85,4.9,,2,4,4,2019,White Hosting
00000000000025716690,Alojamiento entero,Alojamiento,Madrid,"4.040.635.997.375.710,-3.702.446.258.825.260",59,5.0,,1,2,2,2018,White Hosting
00000000000034830088,Habitación privada,Habitación,Barcelona,"4.138.261,2.1784",36,4.65,,1,1,2,2020,White Hosting
00000000000035535450,Alojamiento entero,Alojamiento,Mallorca,"3.960.918,338.823",63,5.0,,2,4,4,2020,White Hosting
00000000000044367649,Alojamiento entero,Alojamiento,Barcelona,"4.138.618,215.723",60,,,1,2,4,2021,White Hosting
00000000000006668318,Alojamiento entero,Alojamiento,Girona,"4.169.616,283.059",30,5.0,,1,4,6,2019,White Hosting
00000000000007736462,Habitación privada,Habitación,Barcelona,"4.141.998,2.1509",35,,,1,1,2,2020,White Hosting
00000000000011662416,Alojamiento entero,Alojamiento,Sevilla,"3.739.133.613.441.230,-5.983.467.368.202.000",68,4.3,,1,3,7,2018,White Hosting
00000000000002824586,Alojamiento entero,Alojamiento,Mallorca,"3.953.837,245.657",125,4.8500000000000005,,1,2,6,2019,White Hosting
00000000000031778504,Alojamiento entero,Alojamiento,Mallorca,"3.956.786,266.194",306,,,6,8,10,2019,White Hosting
00000000000016373692,Alojamiento entero,Alojamiento,Girona,"418.920.727.488.843,32.033.938.939.950.400",330,5.0,,4,8,10,2018,White Hosting
00000000000029477149,Alojamiento entero,Alojamiento,Mallorca,"396.225.776.499.308,2.664.856.182.305.800",52,,,3,7,8,2018,White Hosting
00000000000018854626,Habitación privada,Habitación,Madrid,"4.042.316,-369.759",69,4.95,,1,1,2,2019,White Hosting
00000000000004927074,Alojamiento entero,Alojamiento,Girona,"4.229.091,327.384",110,4.6000000000000005,,1,2,3,2019,White Hosting
00000000000025051663,Alojamiento entero,Alojamiento,Madrid,"4.042.442,-37.056",78,4.75,,1,1,4,2020,White Hosting
00000000000016957961,Alojamiento entero,Alojamiento,Girona,"4.226.662.872.302.510,3.141.097.143.085.400",73,,,1,2,4,2018,White Hosting
00000000000003683800,Alojamiento entero,Alojamiento,Girona,"4.220.439.221.645.510,28.899.191.472.086.900",65,4.5,,1,4,5,2018,White Hosting
00000000000030701391,Alojamiento entero,Alojamiento,Madrid,"4.041.668,-370.496",129,4.5,,2,4,6,2019,White Hosting
00000000000021934369,Alojamiento entero,Alojamiento,Valencia,"3.947.415,-37.978",43,3.95,,1,1,4,2019,White Hosting
00000000000028277739,Habitación privada,Habitación,Malaga,"3.674.519.589.733.540,-4.425.364.483.853.910",30,4.0,,1,2,2,2018,White Hosting
00000000000042708675,Habitación privada,Habitación,Barcelona,"4.138.097,216.395",49,,,1,0,2,2020,White Hosting
00000000000013759724,Alojamiento entero,Alojamiento,Mallorca,"3.980.335,301.593",176,,,4,6,8,2020,White Hosting
00000000000033061156,Alojamiento entero,Alojamiento,Mallorca,"3.988.067,301.759",425,,,3,5,6,2019,White Hosting
00000000000017279931,Habitación privada,Habitación,Barcelona,"4.138.509.151.242.620,2.145.568.541.862.330",185,,,1,0,2,2017,White Hosting
00000000000011050306,Alojamiento entero,Alojamiento,Barcelona,"41.384,217.703",300,,,2,4,6,2019,White Hosting
00000000000000398377,Habitación privada,Habitación,Girona,"4.195.506,320.566",55,4.7,,2,7,5,2020,White Hosting
00000000000028098438,Alojamiento entero,Alojamiento,Madrid,"4.046.566,-369.372",80,4.55,,1,2,4,2019,White Hosting
00000000000024859912,Alojamiento entero,Alojamiento,Girona,"4.229.066.459.725.410,32.788.167.436.093.400",300,4.2,,1,3,6,2018,White Hosting
00000000000006230556,Habitación privada,Habitación,Barcelona,"4.138.614.460.025.390,21.771.261.353.512.800",65,4.75,,2,1,2,2018,White Hosting
00000000000033604973,Alojamiento entero,Alojamiento,Malaga,"3.672.834,-441.359",81,4.65,,2,3,5,2019,White Hosting
00000000000021710222,Alojamiento entero,Alojamiento,Madrid,"4.042.138,-371.708",120,4.65,,1,3,5,2019,White Hosting
00000000000007851117,Alojamiento entero,Alojamiento,Barcelona,"4.143.303,2.158",100,4.55,,2,6,8,2020,White Hosting
00000000000032036662,Alojamiento entero,Alojamiento,Mallorca,"3.976.697,271.169",471,,,3,5,10,2020,White Hosting
00000000000029843034,Habitación privada,Habitación,Madrid,"4.038.628.261.856.570,-365.044.270.848.235",23,,,2,0,1,2018,White Hosting
00000000000016375266,Alojamiento entero,Alojamiento,Madrid,"4.041.259,-369.598",49,4.05,,1,1,3,2019,White Hosting
00000000000005843257,Habitación privada,Habitación,Barcelona,"41.380.978.539.248.900,2.166.939.966.467.350",50,4.45,,2,1,2,2018,White Hosting
00000000000032524374,Alojamiento entero,Alojamiento,Girona,"4.244.908,187.667",140,5.0,,2,3,4,2019,White Hosting
00000000000029364360,Habitación privada,Habitación,Sevilla,"3.739.394,-596.755",35,4.3,,1,2,2,2020,White Hosting
00000000000022953251,Alojamiento entero,Alojamiento,Valencia,"3.947.409,-378",45,4.3500000000000005,,1,1,2,2020,White Hosting
00000000000042846372,Habitación privada,Habitación,Mallorca,"3.957.413,267.225",35,,,1,1,2,2020,White Hosting
00000000000000468202,Alojamiento entero,Alojamiento,Madrid,"4.042.142,-370.102",59,4.6000000000000005,,1,2,3,2019,White Hosting
00000000000016251546,Alojamiento entero,Alojamiento,Sevilla,"3.739.471,-598.759",149,4.800000000000001,,1,2,4,2020,White Hosting
00000000000001574730,Alojamiento entero,Alojamiento,Mallorca,"3.976.471,314.718",47,4.55,,1,4,5,2021,White Hosting
00000000000018040203,Alojamiento entero,Alojamiento,Malaga,"3.670.283.143.378.230,-4.436.078.649.859.050",49,4.5,,1,2,4,2018,White Hosting
00000000000034694001,Alojamiento entero,Alojamiento,Madrid,"4.043.558,-368.133",130,,,1,2,3,2020,White Hosting
00000000000028926460,Alojamiento entero,Alojamiento,Girona,"4.170.120.571.435.530,2.849.223.748.622.370",164,,,2,9,10,2018,White Hosting
00000000000017650720,Alojamiento entero,Alojamiento,Malaga,"3.671.948,-442.189",65,4.800000000000001,,1,1,4,2019,White Hosting
00000000000025402379,Habitación privada,Habitación,Barcelona,"413.781,217.466",32,,,1,1,2,2019,White Hosting
00000000000023433370,Alojamiento entero,Alojamiento,Valencia,"3.947.341,-37.687",45,4.3500000000000005,,1,1,2,2020,White Hosting
00000000000019710815,Alojamiento entero,Alojamiento,Madrid,"404.161,-370.624",153,4.8500000000000005,,2,4,6,2019,White Hosting
00000000000000935081,Alojamiento entero,Alojamiento,Mallorca,"3.980.004,269.425",68,4.3500000000000005,,1,2,4,2020,White Hosting
00000000000015125277,Alojamiento entero,Alojamiento,Girona,"420.399.250.465.194,3.194.125.361.989.790",72,,,1,3,3,2018,White Hosting
00000000000025559303,Habitación privada,Habitación,Madrid,"4.041.045,-370.453",50,5.0,,1,1,2,2020,White Hosting
00000000000017650205,Alojamiento entero,Alojamiento,Girona,"4.236.518,316.341",129,5.0,,3,7,8,2020,White Hosting
00000000000011857115,Alojamiento entero,Alojamiento,Madrid,"4.042.662.706.077.210,-37.006.564.843.847.600",98,4.65,,2,3,5,2018,White Hosting
00000000000010003583,Alojamiento entero,Alojamiento,Mallorca,"39.870.076.623.246.900,30.145.546.604.629.800",98,5.0,,1,3,4,2018,White Hosting
00000000000027141824,Alojamiento entero,Alojamiento,Madrid,"4.040.698,-369.469",45,4.65,,1,1,2,2019,White Hosting
00000000000014421923,Habitación privada,Habitación,Madrid,"4.041.099,-369.474",23,4.7,,1,2,3,2020,White Hosting
00000000000001073748,Alojamiento entero,Alojamiento,Barcelona,"4.141.517,210.585",130,5.0,,1,2,4,2020,White Hosting
00000000000045632460,Alojamiento entero,Alojamiento,Madrid,"4.039.605,-371.576",62,,,1,4,6,2021,White Hosting
00000000000033980525,Alojamiento entero,Alojamiento,Girona,"4.198.988,2.837",63,4.75,,1,4,5,2020,White Hosting
00000000000036129335,Habitación privada,Habitación,Madrid,"404.099,-371.313",21,,,2,1,1,2019,White Hosting
00000000000031642119,Alojamiento entero,Alojamiento,Sevilla,"3.739.384,-598.898",49,4.3,,1,2,4,2020,White Hosting
00000000000030787758,Habitación privada,Habitación,Madrid,"404.435,-367.842",38,5.0,,1,1,2,2019,White Hosting
00000000000016040928,Alojamiento entero,Alojamiento,Madrid,"4.041.147.243.799.110,-36.990.198.592.677.200",70,4.9,,1,2,4,2018,White Hosting
00000000000029018387,Alojamiento entero,Alojamiento,Mallorca,"3.984.192,312.949",80,,,1,3,4,2020,White Hosting
00000000000022531387,Habitación privada,Habitación,Barcelona,"4.141.319.267.920.560,2.220.544.682.014.550",15,4.800000000000001,,1,1,2,2018,White Hosting
00000000000022372290,Alojamiento entero,Alojamiento,Girona,"4.235.978,316.336",74,5.0,,1,4,5,2020,White Hosting
00000000000001160633,Alojamiento entero,Alojamiento,Girona,"4.236.987,315.986",60,4.5,,1,3,6,2021,White Hosting
00000000000014161505,Habitación privada,Habitación,Madrid,"4.043.028.148.942.900,-3.701.403.931.506.450",330,,,1,1,2,2018,White Hosting
00000000000025127261,Alojamiento entero,Alojamiento,Mallorca,"3.931.594.081.168.290,2.997.552.441.108.990",87,,,1,2,3,2018,White Hosting
00000000000026672190,Habitación privada,Habitación,Madrid,"4.041.235,-37.058",20,4.65,,1,1,2,2020,White Hosting
00000000000020065465,Habitación privada,Habitación,Barcelona,"4.138.168,217.905",27,5.0,,1,1,1,2019,White Hosting
00000000000003063249,Habitación privada,Habitación,Barcelona,"4.140.256,215.158",150,5.0,,1,1,2,2020,White Hosting
00000000000012844359,Alojamiento entero,Alojamiento,Girona,"41.987,282.382",46,4.15,,1,1,2,2021,White Hosting
00000000000017433553,Alojamiento entero,Alojamiento,Girona,"4.185.282,306.337",110,,,1,3,6,2019,White Hosting
00000000000003393502,Alojamiento entero,Alojamiento,Barcelona,"4.139.658.958.847.240,2.175.357.675.822.010",70,4.800000000000001,,1,4,5,2018,White Hosting
00000000000031938846,Alojamiento entero,Alojamiento,Barcelona,"4.140.489,221.561",250,5.0,,2,4,6,2019,White Hosting
00000000000034587026,Habitación privada,Habitación,Madrid,"404.261,-368.566",,,,2,2,3,2020,White Hosting
00000000000033353632,Habitación privada,Habitación,Madrid,"4.043.671,-371.719",34,5.0,,2,1,1,2020,White Hosting
00000000000035486599,Alojamiento entero,Alojamiento,Madrid,"4.040.487,-370.562",24,,,1,1,2,2021,White Hosting
00000000000021093453,Habitación privada,Habitación,Madrid,"40.491.891.478.598.000,-3.654.236.883.228.230",27,3.9,,2,2,2,2018,White Hosting
00000000000009914165,Alojamiento entero,Alojamiento,Barcelona,"4.138.713,2.1657",243,4.8500000000000005,,1,3,4,2019,White Hosting
00000000000043201596,Alojamiento entero,Alojamiento,Madrid,"4.042.467,-368.456",413,,,5,5,7,2020,White Hosting
00000000000038253200,Habitación privada,Habitación,Barcelona,"4.137.844,215.821",30,4.6000000000000005,,1,1,2,2020,White Hosting
00000000000020236173,Habitación privada,Habitación,Barcelona,"414.054.090.572.825,217.334.100.754.439",55,2.35,,1,1,1,2017,White Hosting
00000000000039737318,Alojamiento entero,Alojamiento,Mallorca,"3.985.955,311.461",261,,,4,9,10,2020,White Hosting
00000000000021184348,Alojamiento entero,Alojamiento,Madrid,"4.041.218,-369.772",77,4.800000000000001,,1,3,4,2019,White Hosting
00000000000042503602,Alojamiento entero,Alojamiento,Girona,"4.226.979,318.913",63,,,2,4,6,2020,White Hosting
00000000000014607740,Alojamiento entero,Alojamiento,Barcelona,"41.379.690.870.753.500,2.158.324.791.153.030",80,4.9,,1,1,4,2017,White Hosting
00000000000032053833,Alojamiento entero,Alojamiento,Valencia,"3.947.602,-39.752",96,4.9,,3,9,6,2020,White Hosting
00000000000029976787,Alojamiento entero,Alojamiento,Barcelona,"4.137.852,213.713",75,,,1,2,4,2019,White Hosting
00000000000026869739,Habitación privada,Habitación,Mallorca,"3.958.274,266.644",29,4.8500000000000005,,1,2,2,2019,White Hosting
00000000000019568099,Alojamiento entero,Alojamiento,Girona,"4.181.445,306.137",150,4.5,,2,7,7,2019,White Hosting
00000000000020568223,Habitación privada,Habitación,Barcelona,"4.139.078,218.176",59,4.0,,1,1,1,2020,White Hosting
00000000000032516717,Alojamiento entero,Alojamiento,Barcelona,"4.138.063,216.257",100,4.0,,2,3,4,2020,White Hosting
00000000000015492619,Alojamiento entero,Alojamiento,Sevilla,"3.738.846,-599.107",135,,,1,1,4,2019,White Hosting
00000000000016293345,Alojamiento entero,Alojamiento,Mallorca,"3.939.462,319.591",125,5.0,,2,4,5,2020,White Hosting
00000000000025398665,Habitación privada,Habitación,Barcelona,"4.141.855,221.257",20,4.6000000000000005,,2,1,1,2021,White Hosting
00000000000015883302,Alojamiento entero,Alojamiento,Mallorca,"3.958.648,288.831",,4.0,,8,22,29,2020,White Hosting
00000000000013919116,Alojamiento entero,Alojamiento,Valencia,"3.947.973,-3.826",90,4.95,,2,4,6,2019,White Hosting
00000000000017598748,Alojamiento entero,Alojamiento,Mallorca,"3.961.837,322.638",215,5.0,,3,10,10,2020,White Hosting
00000000000017019239,Alojamiento entero,Alojamiento,Malaga,"3.672.472,-437.427",319,5.0,,4,4,7,2020,White Hosting
00000000000019007180,Alojamiento entero,Alojamiento,Girona,"4.226.435,314.763",65,,,2,3,4,2019,White Hosting
00000000000001916455,Alojamiento entero,Alojamiento,Barcelona,"4.139.562,216.348",321,4.800000000000001,,2,6,8,2020,White Hosting
00000000000019426007,Alojamiento entero,Alojamiento,Girona,"4.197.950.289.794.030,3.205.089.108.232.300",105,,,2,3,4,2018,White Hosting
00000000000001139810,Habitación privada,Habitación,Barcelona,"4.137.766,2.1684",39,4.800000000000001,,1,2,3,2020,White Hosting
00000000000032786899,Habitación privada,Habitación,Madrid,"4.040.726,-37.236",20,,,1,1,1,2019,White Hosting
00000000000011956034,Alojamiento entero,Alojamiento,Sevilla,"3.738.764,-599.276",165,4.65,,1,1,4,2021,White Hosting
00000000000025525637,Alojamiento entero,Alojamiento,Madrid,"4.042.588,-370.504",50,4.7,,1,2,2,2019,White Hosting
00000000000014160614,Habitación compartida,Habitación,Barcelona,"4.139.042.696.883.830,2.182.094.029.282.310",25,,,2,1,1,2017,White Hosting
00000000000024887503,Habitación privada,Habitación,Barcelona,"4.141.682,217.237",35,4.55,,1,1,2,2019,White Hosting
00000000000006858341,Alojamiento entero,Alojamiento,Barcelona,"4.138.755,215.529",120,4.45,,2,3,6,2019,White Hosting
00000000000022948573,Alojamiento entero,Alojamiento,Mallorca,"3.979.788.580.163.780,30.426.610.479.211.900",79,4.65,,2,8,8,2018,White Hosting
00000000000020005054,Alojamiento entero,Alojamiento,Mallorca,"3.939.823,320.252",200,5.0,,2,2,4,2019,White Hosting
00000000000020074443,Alojamiento entero,Alojamiento,Barcelona,"4.142.183,218.882",50,,,1,2,2,2019,White Hosting
00000000000005310554,Alojamiento entero,Alojamiento,Mallorca,"3.991.263.955.837.140,3.077.427.913.236.400",335,4.45,,4,10,10,2018,White Hosting
00000000000025244544,Alojamiento entero,Alojamiento,Girona,"4.223.871,312.459",33,,,1,2,4,2019,White Hosting
00000000000033940949,Habitación privada,Habitación,Barcelona,"4.137.682,215.204",96,5.0,,1,1,2,2021,White Hosting
00000000000018955227,Alojamiento entero,Alojamiento,Mallorca,"396.449.246.337.672,32.098.235.195.244.300",210,,,1,3,4,2018,White Hosting
00000000000040604359,Alojamiento entero,Alojamiento,Mallorca,"3.972.943,289.801",125,,,3,5,6,2020,White Hosting
00000000000024596987,Alojamiento entero,Alojamiento,Sevilla,"3.739.274,-598.774",82,4.5,,1,6,6,2020,White Hosting
00000000000023322353,Alojamiento entero,Alojamiento,Barcelona,"4.140.198.619.680.560,21.768.476.833.479.400",93,4.3,,2,4,8,2018,White Hosting
00000000000015172492,Alojamiento entero,Alojamiento,Madrid,"4.042.223,-368.753",40,4.3500000000000005,,1,2,2,2020,White Hosting
00000000000023921327,Alojamiento entero,Alojamiento,Madrid,"404.038,-368.188",44,4.9,,2,4,4,2020,White Hosting
00000000000030389259,Alojamiento entero,Alojamiento,Madrid,"4.041.622.905.925.560,-3.696.843.650.872.090",120,,,1,1,2,2019,White Hosting
00000000000013536092,Alojamiento entero,Alojamiento,Madrid,"4.045.131,-369.536",52,3.7,,1,2,4,2019,White Hosting
00000000000016382690,Alojamiento entero,Alojamiento,Girona,"41.851.301.279.462.500,304.446.243.190.643",207,,,1,6,6,2018,White Hosting
00000000000023663209,Alojamiento entero,Alojamiento,Mallorca,"3.988.103,301.813",224,,,3,4,6,2019,White Hosting
00000000000019891462,Alojamiento entero,Alojamiento,Barcelona,"4.137.213.257.145.130,21.652.762.632.719.000",145,,,1,2,4,2018,White Hosting
00000000000026656777,Alojamiento entero,Alojamiento,Mallorca,"3.953.677,319.531",37,4.9,,1,1,3,2019,White Hosting
00000000000009109924,Alojamiento entero,Alojamiento,Madrid,"4.041.263.373.116.180,-3.698.030.898.255.840",45,4.75,,1,2,3,2018,White Hosting
00000000000034642459,Habitación privada,Habitación,Madrid,"4.043.692,-360.902",500,,,2,1,2,2019,White Hosting
00000000000034766235,Habitación privada,Habitación,Madrid,"4.040.271,-367.563",24,4.800000000000001,,2,1,1,2020,White Hosting
00000000000026077552,Habitación privada,Habitación,Madrid,"4.034.639,-370.674",10,,,1,1,1,2020,White Hosting
00000000000026030842,Habitación privada,Habitación,Barcelona,"41.382.183.491.485.500,2.169.828.750.725.140",60,4.75,,2,2,2,2018,White Hosting
00000000000013905674,Habitación privada,Habitación,Madrid,"40.410.707.636.894.500,-3.737.702.737.210.410",20,4.3500000000000005,,1,3,4,2018,White Hosting
00000000000009324193,Alojamiento entero,Alojamiento,Girona,"4.224.807,319.459",80,4.15,,1,3,5,2019,White Hosting
00000000000020724431,Habitación privada,Habitación,Barcelona,"414.554.193.132.444,21.854.326.406.914.900",38,5.0,,2,1,2,2018,White Hosting
00000000000001482060,Alojamiento entero,Alojamiento,Barcelona,"4.138.977,217.532",130,4.6000000000000005,,2,1,5,2019,White Hosting
00000000000036621597,Habitación privada,Habitación,Madrid,"4.039.733,-37.123",21,4.5,,2,1,3,2019,White Hosting
00000000000041372146,Alojamiento entero,Alojamiento,Mallorca,"3.986.199,300.996",129,,,2,3,4,2020,White Hosting
00000000000019062540,Alojamiento entero,Alojamiento,Mallorca,"3.949.669,318.805",316,5.0,,5,6,8,2019,White Hosting
00000000000019025768,Alojamiento entero,Alojamiento,Girona,"4.226.529,3.172",70,,,1,3,4,2019,White Hosting
00000000000008482861,Habitación privada,Habitación,Madrid,"4.040.046.165.924.570,-3.708.319.661.889.420",20,4.05,,1,1,2,2018,White Hosting
00000000000005986682,Alojamiento entero,Alojamiento,Girona,"41.846.269.857.719.000,3.128.841.748.729.550",100,4.65,,1,5,6,2018,White Hosting
00000000000023696598,Alojamiento entero,Alojamiento,Valencia,"3.948.672,-37.978",62,4.800000000000001,,1,4,6,2020,White Hosting
00000000000012954683,Alojamiento entero,Alojamiento,Valencia,"394.617,-37.707",80,4.75,,2,3,5,2019,White Hosting
00000000000014750346,Habitación privada,Habitación,Madrid,"4.047.544,-357.613",23,4.800000000000001,,1,1,1,2019,White Hosting
00000000000038017835,Habitación compartida,Habitación,Barcelona,"4.137.955,216.489",65,4.55,,1,3,6,2020,White Hosting
00000000000006961891,Alojamiento entero,Alojamiento,Barcelona,"4.139.202.028.433.860,21.570.687.469.219.800",95,4.0,,1,1,2,2017,White Hosting
00000000000016624083,Alojamiento entero,Alojamiento,Mallorca,"3.948.087,252.469",450,3.0,,4,6,8,2019,White Hosting
00000000000014972406,Habitación privada,Habitación,Barcelona,"4.137.479,216.203",37,4.5,,2,1,2,2019,White Hosting
00000000000016700592,Alojamiento entero,Alojamiento,Malaga,"3.672.275.004.838.540,-4.421.081.945.943.480",61,4.8500000000000005,,1,2,4,2018,White Hosting
00000000000025880882,Habitación privada,Habitación,Valencia,"3.946.711,-34.336",15,4.7,,2,1,1,2021,White Hosting
00000000000023681560,Alojamiento entero,Alojamiento,Barcelona,"413.742,216.475",100,,,2,5,6,2020,White Hosting
00000000000040631699,Habitación privada,Habitación,Madrid,"4.038.165,-376.865",20,,,1,1,1,2020,White Hosting
00000000000038930283,Habitación privada,Habitación,Madrid,"4.047.248,-367.401",37,5.0,,1,2,2,2020,White Hosting
00000000000009385154,Alojamiento entero,Alojamiento,Madrid,"4.041.413,-370.674",64,4.8500000000000005,,1,3,4,2019,White Hosting
00000000000016869344,Habitación privada,Habitación,Valencia,"3.946.507,-37.985",85,,,1,1,2,2019,White Hosting
00000000000042621040,Habitación privada,Habitación,Barcelona,"4.138.112,215.305",22,,,1,2,4,2020,White Hosting
00000000000014124456,Alojamiento entero,Alojamiento,Menorca,"3.981.392.504.027.980,4.251.179.254.655.240",,4.9,,4,7,8,2018,White Hosting
00000000000002743922,Alojamiento entero,Alojamiento,Barcelona,"4.139.095,216.931",300,4.0,,0,5,6,2020,White Hosting
00000000000032511409,Habitación privada,Habitación,Madrid,"404.176,-370.391",26,3.5,,2,1,2,2019,White Hosting
00000000000036996892,Habitación privada,Habitación,Barcelona,"4.140.119,217.698",23,4.5,,2,1,2,2020,White Hosting
00000000000011329943,Habitación privada,Habitación,Madrid,"4.041.251.993.391.220,-3.702.278.487.218.520",39,4.75,,1,1,2,2018,White Hosting
00000000000002517647,Alojamiento entero,Alojamiento,Mallorca,"3.952.189.852.297.510,24.763.900.493.016.900",109,4.3,,1,4,4,2018,White Hosting
00000000000028734769,Alojamiento entero,Alojamiento,Mallorca,"398.354,314.858",86,4.65,,2,4,5,2019,White Hosting
00000000000020185526,Habitación privada,Habitación,Madrid,"4.045.652.141.544.830,-3.652.080.049.071.610",22,4.3,,1,1,1,2018,White Hosting
00000000000014091198,Habitación privada,Habitación,Barcelona,"4.141.677.376.638.970,2.198.635.100.390.500",31,4.3,,1,1,1,2018,White Hosting
00000000000017374654,Alojamiento entero,Alojamiento,Girona,"4.200.783.525.113.860,3.191.297.716.287.220",78,,,2,4,5,2018,White Hosting
00000000000013697145,Habitación privada,Habitación,Barcelona,"4.138.539.315.076.020,2.144.676.494.738.420",62,4.800000000000001,,1,1,2,2018,White Hosting
00000000000020096161,Alojamiento entero,Alojamiento,Sevilla,"3.740.538,-597.829",45,4.9,,1,3,4,2020,White Hosting
00000000000043545875,Alojamiento entero,Alojamiento,Mallorca,"3.975.994,298.695",247,,,4,8,13,2021,White Hosting
00000000000011882022,Alojamiento entero,Alojamiento,Malaga,"3.672.897.422.480.970,-4.412.736.991.168.860",120,,,1,2,2,2018,White Hosting
00000000000043788015,Alojamiento entero,Alojamiento,Valencia,"3.946.461,-34.357",170,,,3,4,8,2020,White Hosting
00000000000017215884,Alojamiento entero,Alojamiento,Girona,"4.233.792,319.091",60,5.0,,2,0,4,2020,White Hosting
00000000000013608528,Alojamiento entero,Alojamiento,Menorca,"4.000.319,387.936",250,4.25,,2,8,8,2020,White Hosting
00000000000006382107,Alojamiento entero,Alojamiento,Madrid,"404.392,-365.079",60,4.75,,1,3,4,2019,White Hosting
00000000000035256500,Habitación privada,Habitación,Barcelona,"4.140.497,2.1684",16,5.0,,3,0,1,2021,White Hosting
00000000000025475935,Alojamiento entero,Alojamiento,Girona,"4.197.517,282.687",58,4.75,,1,4,5,2019,White Hosting
00000000000015081693,Alojamiento entero,Alojamiento,Girona,"4.210.797,3.1324",170,,,2,5,6,2019,White Hosting
00000000000008187321,Alojamiento entero,Alojamiento,Barcelona,"4.138.217.798.834.770,2.153.573.598.909.720",71,4.3500000000000005,,1,1,2,2017,White Hosting
00000000000020411515,Alojamiento entero,Alojamiento,Madrid,"4.040.827.147.264.830,-3.701.232.277.104.160",110,4.9,,1,2,4,2018,White Hosting
00000000000007204039,Alojamiento entero,Alojamiento,Madrid,"4.042.830.477.762.810,-3.710.744.135.339.360",81,4.55,,1,3,4,2018,White Hosting
00000000000008605416,Alojamiento entero,Alojamiento,Mallorca,"3.974.822,286.291",239,5.0,,3,4,8,2021,White Hosting
00000000000040554121,Alojamiento entero,Alojamiento,Girona,"4.211.279,314.855",90,,,2,6,8,2020,White Hosting
00000000000014021882,Alojamiento entero,Alojamiento,Mallorca,"397.113,285.399",200,4.6000000000000005,,3,4,8,2019,White Hosting
00000000000019299038,Habitación privada,Habitación,Madrid,"4.042.061,-368.906",30,5.0,,3,1,1,2020,White Hosting
00000000000033088767,Habitación privada,Habitación,Barcelona,"4.137.513,215.822",23,4.8500000000000005,,1,1,1,2020,White Hosting
00000000000022217299,Alojamiento entero,Alojamiento,Madrid,"4.044.228,-368.184",77,4.0,,1,3,6,2019,White Hosting
00000000000013558073,Habitación privada,Habitación,Barcelona,"4.138.296.524.782.010,2.159.219.938.341.150",50,4.5,,1,2,4,2017,White Hosting
00000000000010767858,Alojamiento entero,Alojamiento,Girona,"4.184.645,313.152",90,4.800000000000001,,4,1,2,2020,White Hosting
00000000000021514588,Alojamiento entero,Alojamiento,Madrid,"4.042.763,-365.529",50,4.9,,1,3,4,2019,White Hosting
00000000000039914713,Alojamiento entero,Alojamiento,Mallorca,"3.964.151,307.935",134,,,2,5,6,2019,White Hosting
00000000000013760759,Alojamiento entero,Alojamiento,Mallorca,"3.949.159.641.136.960,27.393.374.446.272.100",300,4.5,,7,6,10,2018,White Hosting
00000000000009796203,Alojamiento entero,Alojamiento,Sevilla,"373.888.090.975.859,-5.983.719.019.998.130",65,4.3500000000000005,,2,4,5,2019,White Hosting
00000000000000626625,Alojamiento entero,Alojamiento,Mallorca,"3.970.001.812.788.430,30.104.382.667.450.500",120,3.0,,1,4,4,2018,White Hosting
00000000000025313103,Alojamiento entero,Alojamiento,Girona,"4.196.864,322.967",236,,,2,5,6,2020,White Hosting
00000000000008038456,Alojamiento entero,Alojamiento,Valencia,"394.588,-36.907",73,4.0,,1,2,4,2019,White Hosting
00000000000041672026,Alojamiento entero,Alojamiento,Mallorca,"3.991.764,3.0574",171,,,3,6,6,2021,White Hosting
00000000000013827516,Habitación privada,Habitación,Madrid,"4.039.527,-367.108",15,4.55,,1,1,2,2020,White Hosting
00000000000041766329,Alojamiento entero,Alojamiento,Valencia,"3.948.678,-36.798",70,4.5,,1,4,6,2020,White Hosting
00000000000031552174,Habitación privada,Habitación,Madrid,"4.042.974,-371.828",49,,,1,1,1,2019,White Hosting
00000000000000959089,Alojamiento entero,Alojamiento,Barcelona,"4.140.657,214.899",260,4.95,,1,2,4,2020,White Hosting
00000000000016794153,Habitación privada,Habitación,Barcelona,"4.136.020.743.920.270,21.390.862.979.604.600",100,4.0,,1,1,1,2018,White Hosting
00000000000004322074,Alojamiento entero,Alojamiento,Girona,"423.452.187.444.285,1.954.546.101.768.510",95,4.75,,1,4,4,2018,White Hosting
