ID,Título,Tipología,Ciudad,Localización,Precio,Valoración,Numero valoraciones,Baños,Camas,Viajeros máximos,Año,Plataforma
00000000000009385786,Alojamiento entero,Alojamiento,Girona,"418.282,307.137",150,5.0,,3,6,6,2019,White Hosting
00000000000026439260,Habitación privada,Habitación,Madrid,"404.279.970.778.887,-36.944.167.378.146.800",17,5.0,,1,2,2,2018,White Hosting
00000000000017317755,Alojamiento entero,Alojamiento,Mallorca,"395.338,271.544",120,5.0,,2,3,6,2019,White Hosting
00000000000018534584,Alojamiento entero,Alojamiento,Girona,"4.186.206,314.666",68,,,1,3,6,2019,White Hosting
00000000000032947568,Hotel,Hotel,Mallorca,"3.965.822,343.919",,5.0,,1,3,2,2019,White Hosting
00000000000019016323,Alojamiento entero,Alojamiento,Barcelona,"4.138.352,214.415",161,3.6,,2,7,10,2019,White Hosting
00000000000023066116,Alojamiento entero,Alojamiento,Girona,"41.790.687.479.925.100,30.468.381.085.373.300",225,,,2,5,6,2018,White Hosting
00000000000017521048,Alojamiento entero,Alojamiento,Mallorca,"3.977.081.570.931.770,2.737.079.135.770.580",218,5.0,,2,4,8,2019,White Hosting
00000000000031776935,Alojamiento entero,Alojamiento,Malaga,"367.183,-442.177",80,,,1,1,2,2019,White Hosting
00000000000005520794,Alojamiento entero,Alojamiento,Barcelona,"4.138.649.348.328.170,21.817.440.118.080.000",55,,,1,2,3,2017,White Hosting
00000000000025617731,Alojamiento entero,Alojamiento,Barcelona,"4.138.326.161.573.800,21.655.679.433.023.000",100,4.0,,1,3,5,2018,White Hosting
00000000000040716469,Alojamiento entero,Alojamiento,Barcelona,"4.138.119,219.072",49,,,1,2,3,2021,White Hosting
00000000000023219771,Habitación privada,Habitación,Barcelona,"4.141.096.945.312.550,21.851.359.331.576.700",20,4.5,,1,1,1,2018,White Hosting
00000000000026247694,Alojamiento entero,Alojamiento,Mallorca,"398.487.482.018.827,313.560.074.255.265",317,,,4,6,8,2018,White Hosting
00000000000018157839,Habitación privada,Habitación,Madrid,"4.038.859,-36.683",16,4.7,,1,1,2,2019,White Hosting
00000000000013722943,Habitación compartida,Habitación,Barcelona,"41.397.184.036.501.700,2.133.571.305.746.880",,,,1,1,1,2017,White Hosting
00000000000028091690,Alojamiento entero,Alojamiento,Mallorca,"3.984.071.773.622.620,3.136.628.986.862.700",120,,,2,4,6,2019,White Hosting
00000000000029698282,Alojamiento entero,Alojamiento,Madrid,"404.214,-370.008",81,4.8500000000000005,,1,2,3,2021,White Hosting
00000000000005247783,Alojamiento entero,Alojamiento,Barcelona,"4.137.445,2.1703",94,4.7,,1,1,2,2021,White Hosting
00000000000030561163,Habitación privada,Habitación,Madrid,"4.042.147,-370.002",32,4.0,,1,1,2,2020,White Hosting
00000000000042527444,Habitación privada,Habitación,Barcelona,"4.140.779,220.665",35,5.0,,1,1,2,2020,White Hosting
00000000000020232569,Alojamiento entero,Alojamiento,Girona,"4.198.936,282.445",58,4.9,,1,3,6,2019,White Hosting
00000000000013257273,Alojamiento entero,Alojamiento,Barcelona,"413.988.476.557.405,21.744.446.319.633.500",60,4.6000000000000005,,1,1,2,2018,White Hosting
00000000000019444196,Alojamiento entero,Alojamiento,Valencia,"3.946.389,-331",110,4.75,,1,2,4,2020,White Hosting
00000000000001660109,Alojamiento entero,Alojamiento,Girona,"422.842,327.207",139,4.8500000000000005,,2,4,4,2019,White Hosting
00000000000028531458,Alojamiento entero,Alojamiento,Menorca,"3.996.134,384.372",100,4.800000000000001,,2,5,6,2019,White Hosting
00000000000033596431,Alojamiento entero,Alojamiento,Girona,"4.205.042,319.299",,,,1,3,4,2019,White Hosting
00000000000036192535,Alojamiento entero,Alojamiento,Madrid,"4.040.879,-370.632",70,,,1,2,2,2019,White Hosting
00000000000011392193,Habitación privada,Habitación,Barcelona,"4.141.701.149.822.670,2.156.676.738.796.260",13,4.3,,2,2,2,2018,White Hosting
00000000000021559415,Alojamiento entero,Alojamiento,Mallorca,"3.986.062,305.999",117,4.5,,2,5,6,2019,White Hosting
00000000000005468360,Alojamiento entero,Alojamiento,Girona,"4.172.072,292.966",53,4.55,,1,1,4,2019,White Hosting
00000000000033425973,Habitación privada,Habitación,Mallorca,"3.950.792,253.199",,,,1,1,1,2019,White Hosting
00000000000013755382,Habitación privada,Habitación,Madrid,"4.044.662,-369.836",395,,,2,1,1,2020,White Hosting
00000000000024171715,Alojamiento entero,Alojamiento,Madrid,"4.042.683.738.748.510,-36.736.673.684.889.900",69,5.0,,1,1,2,2018,White Hosting
00000000000020612118,Alojamiento entero,Alojamiento,Sevilla,"3.740.129,-598.774",39,4.25,,1,2,3,2020,White Hosting
00000000000005506779,Habitación privada,Habitación,Valencia,"3.946.085,-36.331",15,4.8500000000000005,,2,1,1,2019,White Hosting
00000000000005994463,Alojamiento entero,Alojamiento,Madrid,"4.040.773.187.928.110,-36.848.186.973.255.800",60,4.75,,1,2,4,2017,White Hosting
00000000000035213365,Habitación privada,Habitación,Madrid,"4.039.229,-371.156",80,,,3,0,1,2019,White Hosting
00000000000010902660,Habitación privada,Habitación,Madrid,"40.387.251.858.840.700,-3.730.801.117.296.080",17,4.9,,1,1,1,2018,White Hosting
00000000000041031095,Habitación privada,Habitación,Madrid,"4.041.629,-370.391",30,5.0,,0,1,2,2021,White Hosting
00000000000016372552,Habitación privada,Habitación,Barcelona,"41.409.037.542.152.400,215.663.177.789.336",30,4.55,,1,1,2,2017,White Hosting
00000000000016749058,Alojamiento entero,Alojamiento,Barcelona,"4.138.805,217.023",174,4.75,,1,1,2,2020,White Hosting
00000000000027594853,Alojamiento entero,Alojamiento,Madrid,"4.044.767,-368.939",72,4.800000000000001,,1,2,4,2020,White Hosting
00000000000021310171,Alojamiento entero,Alojamiento,Barcelona,"413.799,2.1637",39,4.0,,1,1,4,2020,White Hosting
00000000000022680509,Alojamiento entero,Alojamiento,Valencia,"3.947.402,-38.258",60,4.9,,2,1,3,2019,White Hosting
00000000000017265057,Alojamiento entero,Alojamiento,Mallorca,"3.956.444,297.753",162,5.0,,2,4,5,2019,White Hosting
00000000000005655098,Habitación privada,Habitación,Barcelona,"4.137.693.722.775.060,2.155.050.590.232.290",79,4.05,,8,3,3,2018,White Hosting
00000000000022619320,Alojamiento entero,Alojamiento,Girona,"4.234.338.700.252.410,32.030.185.931.634.400",93,4.0,,2,4,5,2018,White Hosting
00000000000028167692,Alojamiento entero,Alojamiento,Barcelona,"413.990.218.310.335,2.176.601.430.698.710",130,,,2,6,8,2018,White Hosting
00000000000022457675,Alojamiento entero,Alojamiento,Sevilla,"3.739.507,-600.192",500,4.25,,1,5,6,2019,White Hosting
00000000000005215853,Alojamiento entero,Alojamiento,Madrid,"4.042.335.661.127.310,-36.998.292.557.741.900",95,4.800000000000001,,1,3,6,2018,White Hosting
00000000000028102592,Hotel,Hotel,Barcelona,"4.139.014,215.892",,,,1,2,3,2020,White Hosting
00000000000036036324,Habitación privada,Habitación,Madrid,"4.040.583,-36.416",17,5.0,,2,1,1,2020,White Hosting
00000000000028037739,Alojamiento entero,Alojamiento,Mallorca,"3.959.217.662.867.940,29.187.262.280.665.500",48,,,1,4,6,2018,White Hosting
00000000000031425834,Habitación privada,Habitación,Barcelona,"4.138.591.784.394.460,2.182.531.514.110.280",40,,,1,1,1,2019,White Hosting
00000000000023512540,Habitación privada,Habitación,Sevilla,"3.738.808,-600.768",17,4.4,,1,1,2,2019,White Hosting
00000000000006894467,Alojamiento entero,Alojamiento,Mallorca,"3.991.179,308.834",293,4.5,,2,6,6,2019,White Hosting
00000000000013556865,Alojamiento entero,Alojamiento,Mallorca,"39.523.017.593.076.500,3.309.580.428.195.720",165,5.0,,3,5,6,2018,White Hosting
00000000000022042300,Habitación privada,Habitación,Madrid,"4.039.156.431.760.130,-364.584.155.934.407",13,5.0,,1,1,1,2018,White Hosting
00000000000029904894,Habitación privada,Habitación,Barcelona,"4.139.954,219.738",50,4.7,,1,1,2,2019,White Hosting
00000000000006867200,Habitación privada,Habitación,Barcelona,"4.140.359,216.725",90,,,1,1,1,2020,White Hosting
00000000000014766072,Alojamiento entero,Alojamiento,Barcelona,"4.137.177,214.416",40,5.0,,1,2,4,2020,White Hosting
00000000000044151444,Alojamiento entero,Alojamiento,Barcelona,"4.142.519,215.747",22,4.0,,1,1,2,2020,White Hosting
00000000000019693023,Alojamiento entero,Alojamiento,Mallorca,"3.951.889,247.525",100,4.800000000000001,,2,7,7,2020,White Hosting
00000000000014131236,Alojamiento entero,Alojamiento,Barcelona,"4.140.381.872.651.480,21.787.139.104.910.000",90,3.6,,2,5,6,2018,White Hosting
00000000000007200873,Alojamiento entero,Alojamiento,Madrid,"4.043.672.697.814.960,-368.246.137.902.976",90,4.55,,1,1,2,2018,White Hosting
00000000000009320429,Alojamiento entero,Alojamiento,Mallorca,"394.747.724.988.047,2.826.950.036.549.490",175,,,2,6,6,2018,White Hosting
00000000000021738982,Alojamiento entero,Alojamiento,Barcelona,"4.140.000.492.171.490,21.701.531.771.502.900",65,4.4,,1,3,5,2018,White Hosting
00000000000018659803,Alojamiento entero,Alojamiento,Valencia,"3.947.652,-37.995",72,5.0,,1,1,4,2019,White Hosting
00000000000015070085,Habitación privada,Habitación,Valencia,"394.877,-36.412",30,4.7,,1,3,3,2019,White Hosting
00000000000030614685,Habitación privada,Habitación,Mallorca,"3.950.218,275.248",30,,,2,1,2,2019,White Hosting
00000000000031844624,Alojamiento entero,Alojamiento,Girona,"4.170.001,285.451",66,,,1,4,6,2019,White Hosting
00000000000035135727,Hotel,Hotel,Barcelona,"4.139.587,217.665",20,4.5,,5,1,1,2019,White Hosting
00000000000020600904,Habitación privada,Habitación,Mallorca,"3.956.837,265.557",60,4.3,,1,1,3,2020,White Hosting
00000000000021160115,Alojamiento entero,Alojamiento,Barcelona,"41.383.201.491.167.000,2.174.249.397.950.570",125,4.8500000000000005,,2,2,4,2018,White Hosting
00000000000029681778,Alojamiento entero,Alojamiento,Barcelona,"4.140.285.389.183.230,21.449.556.065.952.900",59,3.0,,1,2,5,2018,White Hosting
00000000000034969529,Alojamiento entero,Alojamiento,Mallorca,"3.983.103,311.361",85,4.0,,1,3,4,2019,White Hosting
00000000000013406888,Habitación privada,Habitación,Madrid,"4.042.714,-372.044",27,4.8500000000000005,,1,1,1,2020,White Hosting
00000000000022967713,Alojamiento entero,Alojamiento,Barcelona,"4.140.722,218.494",80,,,0,3,4,2020,White Hosting
00000000000019608337,Habitación privada,Habitación,Barcelona,"4.140.905,214.605",35,4.3,,1,1,2,2019,White Hosting
00000000000024206158,Habitación privada,Habitación,Barcelona,"41.37,214.173",41,4.5,,2,1,2,2019,White Hosting
00000000000004918963,Alojamiento entero,Alojamiento,Mallorca,"3.986.557,304.565",249,5.0,,4,8,8,2019,White Hosting
00000000000022188551,Habitación privada,Habitación,Barcelona,"41.375.845.442.041.100,2.160.615.726.808.170",40,,,1,1,2,2018,White Hosting
00000000000034669957,Habitación privada,Habitación,Menorca,"399.412,395.801",77,4.7,,3,1,2,2020,White Hosting
00000000000003331046,Alojamiento entero,Alojamiento,Barcelona,"4.140.098.733.512.160,21.546.489.507.197.200",60,4.4,,1,1,2,2017,White Hosting
00000000000018344059,Habitación privada,Habitación,Madrid,"4.040.489.150.316.290,-36.773.571.840.628.600",26,,,1,1,2,2019,White Hosting
00000000000037477986,Alojamiento entero,Alojamiento,Madrid,"4.042.164,-370.283",120,,,1,2,4,2020,White Hosting
00000000000009922861,Habitación privada,Habitación,Barcelona,"413.753.537.687.373,2.166.794.939.684.790",25,5.0,,2,1,1,2018,White Hosting
00000000000025569883,Alojamiento entero,Alojamiento,Mallorca,"3.987.955.477.227.450,3.006.394.150.374.130",463,,,4,6,8,2018,White Hosting
00000000000024317653,Alojamiento entero,Alojamiento,Girona,"4.224.455,320.013",115,5.0,,1,3,4,2019,White Hosting
00000000000017020252,Alojamiento entero,Alojamiento,Barcelona,"413.857.001.536.779,212.947.322.410.586",300,,,2,2,3,2017,White Hosting
00000000000019563432,Alojamiento entero,Alojamiento,Madrid,"4.040.588,-369.598",80,4.45,,1,4,6,2019,White Hosting
00000000000037940179,Alojamiento entero,Alojamiento,Madrid,"4.041.087,-369.807",55,5.0,,2,2,3,2019,White Hosting
00000000000033855038,Habitación privada,Habitación,Malaga,"3.672.548,-442.481",45,,,1,1,2,2019,White Hosting
00000000000018887582,Alojamiento entero,Alojamiento,Mallorca,"3.959.977,292.499",60,4.15,,2,3,6,2019,White Hosting
00000000000014992442,Alojamiento entero,Alojamiento,Valencia,"3.948.489,-37.812",68,4.800000000000001,,1,2,4,2020,White Hosting
00000000000014516410,Alojamiento entero,Alojamiento,Madrid,"404.288,-370.661",85,,,1,4,1,2019,White Hosting
00000000000022136657,Alojamiento entero,Alojamiento,Madrid,"4.042.949.213.720.850,-3.676.277.606.463.350",68,4.9,,1,1,2,2018,White Hosting
00000000000022633738,Habitación privada,Habitación,Valencia,"394.785,-38.037",20,5.0,,1,1,2,2020,White Hosting
00000000000017758707,Habitación privada,Habitación,Barcelona,"4.137.951,2.1889",35,4.9,,1,1,2,2019,White Hosting
00000000000029254675,Alojamiento entero,Alojamiento,Barcelona,"4.137.821,217.245",48,3.35,,1,3,2,2020,White Hosting
00000000000025457678,Habitación privada,Habitación,Madrid,"4.042.349.297.055.920,-3.691.900.963.925.320",30,,,1,1,1,2019,White Hosting
00000000000031030020,Alojamiento entero,Alojamiento,Girona,"4.180.675,305.874",55,,,1,5,5,2020,White Hosting
00000000000022129737,Alojamiento entero,Alojamiento,Mallorca,"3.976.221.902.404.580,31.666.864.064.722.100",258,,,11,12,12,2018,White Hosting
00000000000038896745,Habitación privada,Habitación,Valencia,"3.947.318,-33.453",20,,,1,2,2,2019,White Hosting
00000000000034595072,Alojamiento entero,Alojamiento,Mallorca,"3.954.172,334.051",130,5.0,,2,5,5,2020,White Hosting
00000000000037564783,Habitación privada,Habitación,Barcelona,"4.138.104,217.498",70,4.5,,1,1,2,2019,White Hosting
00000000000022183318,Habitación privada,Habitación,Barcelona,"4.137.677.938.076.970,2.154.339.676.854.170",10,,,1,2,2,2018,White Hosting
00000000000018065585,Alojamiento entero,Alojamiento,Mallorca,"3.986.856.365.605.000,3.068.386.279.389.030",223,,,2,6,6,2018,White Hosting
00000000000018971689,Habitación privada,Habitación,Barcelona,"4.144.126.479.344.250,21.730.174.808.885.900",30,,,1,1,2,2017,White Hosting
00000000000017562247,Alojamiento entero,Alojamiento,Malaga,"3.672.732,-441.965",84,4.800000000000001,,1,4,4,2019,White Hosting
00000000000029474108,Alojamiento entero,Alojamiento,Madrid,"4.040.732,-370.844",70,4.75,,1,1,2,2020,White Hosting
00000000000015550816,Habitación privada,Habitación,Barcelona,"4.137.888.274.613.570,21.701.687.379.892.000",23,4.45,,1,1,2,2017,White Hosting
00000000000017296867,Alojamiento entero,Alojamiento,Barcelona,"413.838.689.975.882,21.794.239.404.935.000",65,4.0,,2,3,5,2018,White Hosting
00000000000018762988,Alojamiento entero,Alojamiento,Madrid,"4.041.017,-370.688",57,4.2,,1,1,4,2019,White Hosting
00000000000014592598,Habitación privada,Habitación,Barcelona,"4.138.519.545.832.630,21.821.333.647.357.000",45,4.9,,1,1,2,2017,White Hosting
00000000000036200254,Alojamiento entero,Alojamiento,Barcelona,"413.856,2.1776",79,4.75,,1,2,3,2020,White Hosting
00000000000015433602,Alojamiento entero,Alojamiento,Sevilla,"3.737.868.063.991.180,-6.011.957.099.552.540",80,4.8500000000000005,,2,2,7,2018,White Hosting
00000000000034967412,Habitación privada,Habitación,Madrid,"4.043.161,-371.937",101,,,1,1,3,2019,White Hosting
00000000000018709873,Alojamiento entero,Alojamiento,Barcelona,"413.814.011.311.716,2.164.353.580.465.030",69,,,1,3,5,2017,White Hosting
00000000000005155124,Alojamiento entero,Alojamiento,Madrid,"4.042.013.543.324.080,-3.713.603.821.991.590",125,4.95,,1,2,4,2018,White Hosting
00000000000026740338,Alojamiento entero,Alojamiento,Malaga,"3.672.302,-43.773",110,4.6000000000000005,,1,4,4,2019,White Hosting
00000000000013843488,Alojamiento entero,Alojamiento,Girona,"4.194.672,3.2001",95,4.7,,1,6,6,2019,White Hosting
00000000000016605017,Alojamiento entero,Alojamiento,Girona,"4.225.886,318.346",49,4.3500000000000005,,1,2,4,2020,White Hosting
00000000000016151975,Alojamiento entero,Alojamiento,Madrid,"4.041.715,-370.937",150,4.9,,1,1,5,2019,White Hosting
00000000000002476666,Alojamiento entero,Alojamiento,Barcelona,"4.139.629.259.673.740,2.142.851.336.564.470",129,4.4,,1,1,2,2018,White Hosting
00000000000038479310,Habitación privada,Habitación,Valencia,"3.944.871,-38.701",25,,,2,2,2,2020,White Hosting
00000000000007386172,Alojamiento entero,Alojamiento,Mallorca,"3.959.551,334.279",200,5.0,,4,8,10,2019,White Hosting
00000000000018309297,Habitación privada,Habitación,Barcelona,"4.139.715.291.591.200,2.166.576.469.793.240",35,2.0,,2,1,2,2017,White Hosting
00000000000019239394,Alojamiento entero,Alojamiento,Mallorca,"3.934.710.247.217.290,3.030.845.776.449.300",75,5.0,,1,1,4,2018,White Hosting
00000000000030398600,Habitación privada,Habitación,Valencia,"3.946.369,-3.922",16,4.800000000000001,,1,1,1,2020,White Hosting
00000000000034112297,Habitación privada,Habitación,Valencia,"3.945.704,-36.678",10,5.0,,1,1,1,2019,White Hosting
00000000000009169934,Habitación privada,Habitación,Barcelona,"4.138.729,215.054",45,4.7,,1,2,2,2019,White Hosting
00000000000019083329,Alojamiento entero,Alojamiento,Mallorca,"3.957.704,235.555",200,4.75,,1,3,5,2019,White Hosting
00000000000016319498,Alojamiento entero,Alojamiento,Girona,"4.198.310.706.919.570,2.825.679.926.264.670",90,4.6000000000000005,,1,3,4,2018,White Hosting
00000000000033471686,Habitación privada,Habitación,Sevilla,"3.739.595,-599.743",150,4.65,,1,1,2,2020,White Hosting
00000000000034975073,Habitación privada,Habitación,Barcelona,"4.137.618,211.803",50,4.0,,2,1,2,2019,White Hosting
00000000000035059256,Alojamiento entero,Alojamiento,Madrid,"4.040.591,-368.323",120,,,1,2,3,2020,White Hosting
00000000000022782191,Habitación privada,Habitación,Mallorca,"3.970.537,278.969",,,,2,2,4,2019,White Hosting
00000000000016280942,Habitación compartida,Habitación,Barcelona,"414.027.690.690.277,22.024.596.204.657",35,,,1,1,1,2018,White Hosting
00000000000032210102,Alojamiento entero,Alojamiento,Girona,"4.228.949,327.381",66,4.65,,1,2,4,2019,White Hosting
00000000000030010355,Alojamiento entero,Alojamiento,Barcelona,"4.138.663,217.527",160,,,1,4,6,2019,White Hosting
00000000000000565758,Alojamiento entero,Alojamiento,Barcelona,"4.141.911.575.422.550,21.498.530.121.215.600",90,4.8500000000000005,,1,1,2,2017,White Hosting
00000000000017584820,Alojamiento entero,Alojamiento,Barcelona,"41.389.489.927.676.400,2.174.490.938.019.420",90,4.0,,2,3,4,2017,White Hosting
00000000000031281868,Alojamiento entero,Alojamiento,Barcelona,"4.138.897,218.109",48,4.0,,1,1,2,2019,White Hosting
00000000000039311263,Alojamiento entero,Alojamiento,Barcelona,"4.139.764,2.1756",61,4.6000000000000005,,1,2,4,2020,White Hosting
00000000000022622715,Alojamiento entero,Alojamiento,Girona,"4.167.528,2.7923",66,5.0,,1,2,4,2019,White Hosting
00000000000017220124,Alojamiento entero,Alojamiento,Girona,"4.195.654.325.771.260,320.912.679.704.822",130,4.75,,1,5,4,2018,White Hosting
00000000000014703600,Alojamiento entero,Alojamiento,Mallorca,"3.968.752,303.179",71,5.0,,2,3,4,2019,White Hosting
00000000000023705486,Alojamiento entero,Alojamiento,Malaga,"3.672.556.439.741.900,-4.368.394.976.785.380",60,5.0,,1,3,4,2018,White Hosting
00000000000013889082,Alojamiento entero,Alojamiento,Mallorca,"39.759.673.989.031.400,2.983.946.628.748.790",88,,,2,5,6,2018,White Hosting
00000000000016842452,Alojamiento entero,Alojamiento,Mallorca,"39.363,320.459",85,4.65,,1,3,4,2021,White Hosting
00000000000018783300,Alojamiento entero,Alojamiento,Girona,"4.226.478.393.825.240,31.512.001.311.977.700",50,4.4,,1,3,4,2018,White Hosting
00000000000040047712,Alojamiento entero,Alojamiento,Sevilla,"3.738.419,-599.488",80,,,1,1,4,2019,White Hosting
00000000000007522177,Habitación privada,Habitación,Barcelona,"4.140.168.749.041.580,2.182.745.046.163.690",40,4.3500000000000005,,1,1,2,2017,White Hosting
00000000000014115964,Alojamiento entero,Alojamiento,Mallorca,"3.977.362,271.879",135,5.0,,1,2,2,2019,White Hosting
00000000000018499053,Habitación privada,Habitación,Barcelona,"4.138.116.616.285.030,2.164.043.552.157.110",69,,,1,3,4,2018,White Hosting
00000000000003771149,Habitación privada,Habitación,Barcelona,"4.138.768.879.796.490,2.156.948.506.678.780",39,4.7,,3,1,2,2017,White Hosting
00000000000020578701,Alojamiento entero,Alojamiento,Girona,"4.175.409,281.766",110,,,1,3,4,2020,White Hosting
00000000000024909187,Alojamiento entero,Alojamiento,Madrid,"4.041.450.232.027.290,-36.959.762.744.873.600",70,5.0,,1,1,2,2019,White Hosting
00000000000006166523,Habitación privada,Habitación,Barcelona,"4.138.976.878.873.520,21.554.680.468.208.000",20,,,1,1,1,2018,White Hosting
00000000000031633062,Alojamiento entero,Alojamiento,Malaga,"367.273,-442.188",60,4.5,,1,1,3,2019,White Hosting
00000000000001044902,Habitación privada,Habitación,Madrid,"4.046.493.299.574.620,-37.506.783.254.553.500",85,,,0,14,16,2018,White Hosting
00000000000036995539,Alojamiento entero,Alojamiento,Malaga,"3.672.014,-448.004",75,,,2,4,5,2020,White Hosting
00000000000013028502,Habitación privada,Habitación,Barcelona,"4.139.469.575.973.600,218.650.093.478.714",50,,,2,1,2,2017,White Hosting
00000000000015909986,Alojamiento entero,Alojamiento,Sevilla,"3.739.373,-599.097",40,4.6000000000000005,,1,1,2,2020,White Hosting
00000000000006231153,Alojamiento entero,Alojamiento,Mallorca,"3.937.994,323.875",49,4.65,,1,2,4,2020,White Hosting
00000000000034239712,Habitación privada,Habitación,Barcelona,"4.140.135,218.307",20,4.2,,2,1,1,2020,White Hosting
00000000000036933843,Habitación privada,Habitación,Madrid,"4.040.419,-370.291",24,,,1,0,6,2021,White Hosting
00000000000041901120,Habitación privada,Habitación,Barcelona,"4.137.887,217.928",40,5.0,,1,1,1,2020,White Hosting
00000000000028126965,Habitación privada,Habitación,Mallorca,"3.950.584,275.643",20,4.2,,1,1,2,2020,White Hosting
00000000000018726004,Habitación privada,Habitación,Mallorca,"3.957.221,265.382",27,,,1,1,2,2019,White Hosting
00000000000021224461,Alojamiento entero,Alojamiento,Madrid,"4.042.593.737.197.340,-3.701.259.962.811.080",75,4.1000000000000005,,1,1,2,2018,White Hosting
00000000000017620092,Alojamiento entero,Alojamiento,Madrid,"4.042.191,-371.106",81,5.0,,2,3,5,2019,White Hosting
00000000000014933489,Alojamiento entero,Alojamiento,Sevilla,"3.739.150.155.439.780,-5.999.838.063.150.490",40,4.800000000000001,,1,3,4,2018,White Hosting
00000000000023330747,Alojamiento entero,Alojamiento,Mallorca,"3.987.301.714.436.630,3.053.868.525.161.500",111,,,1,3,4,2018,White Hosting
00000000000017667517,Alojamiento entero,Alojamiento,Valencia,"3.946.317,-37.103",43,4.6000000000000005,,2,2,4,2019,White Hosting
00000000000029356123,Alojamiento entero,Alojamiento,Mallorca,"39.917.114.564.201.700,3.058.467.973.674.410",209,,,3,8,8,2018,White Hosting
00000000000000936781,Alojamiento entero,Alojamiento,Barcelona,"4.141.179.183.768.360,2.155.025.037.138.710",90,4.800000000000001,,1,3,4,2017,White Hosting
00000000000035886509,Alojamiento entero,Alojamiento,Mallorca,"3.963.201,296.676",300,,,3,4,6,2020,White Hosting
00000000000035517098,Habitación privada,Habitación,Barcelona,"413.959,2.1903",46,4.65,,1,1,3,2020,White Hosting
00000000000036442412,Hotel,Hotel,Valencia,"3.946.865,-34.594",40,5.0,,1,1,2,2020,White Hosting
00000000000010979216,Habitación privada,Habitación,Barcelona,"4.139.110.491.505.730,2.187.783.859.994.530",19,4.7,,1,1,2,2017,White Hosting
00000000000018532247,Alojamiento entero,Alojamiento,Barcelona,"4.141.685,221.118",130,4.05,,1,3,5,2020,White Hosting
00000000000015836966,Alojamiento entero,Alojamiento,Valencia,"3.948.499,-37.256",50,4.75,,1,2,4,2019,White Hosting
00000000000008142940,Alojamiento entero,Alojamiento,Girona,"4.194.049,321.644",225,4.9,,2,5,6,2019,White Hosting
00000000000005404095,Habitación privada,Habitación,Barcelona,"41.381.658.930.305.000,2.172.578.851.455.950",60,4.75,,1,2,3,2017,White Hosting
00000000000043411219,Alojamiento entero,Alojamiento,Mallorca,"3.957.313,308.916",91,,,2,4,8,2020,White Hosting
00000000000043340760,Alojamiento entero,Alojamiento,Barcelona,"4.139.147,216.567",70,,,1,1,4,2020,White Hosting
00000000000021534309,Habitación privada,Habitación,Barcelona,"4.138.347,218.083",35,4.75,,1,1,2,2019,White Hosting
00000000000020844419,Habitación privada,Habitación,Barcelona,"4.140.765.160.366.160,21.798.033.888.298.900",45,,,2,1,1,2019,White Hosting
00000000000022222938,Alojamiento entero,Alojamiento,Girona,"4.211.075,314.858",75,,,3,5,6,2019,White Hosting
00000000000018846673,Alojamiento entero,Alojamiento,Girona,"4.170.008,284.087",52,,,1,4,4,2019,White Hosting
00000000000019547774,Habitación privada,Habitación,Barcelona,"4.139.461.323.271.190,2.166.130.879.320.670",100,,,1,2,2,2017,White Hosting
00000000000002776403,Alojamiento entero,Alojamiento,Mallorca,"3.984.113,312.855",89,4.55,,2,4,6,2020,White Hosting
00000000000043993521,Alojamiento entero,Alojamiento,Girona,"4.170.122,284.914",46,5.0,,1,5,6,2021,White Hosting
00000000000029508687,Alojamiento entero,Alojamiento,Barcelona,"413.778,216.208",120,,,2,5,6,2019,White Hosting
00000000000004178114,Alojamiento entero,Alojamiento,Mallorca,"3.983.984,306.019",151,5.0,,3,5,7,2019,White Hosting
00000000000023952016,Alojamiento entero,Alojamiento,Girona,"4.178.223.504.883.750,30.368.217.786.940.300",125,5.0,,2,3,5,2018,White Hosting
00000000000005486086,Alojamiento entero,Alojamiento,Madrid,"4.040.671,-369.913",70,4.3500000000000005,,1,5,5,2019,White Hosting
00000000000031480996,Alojamiento entero,Alojamiento,Sevilla,"3.739.582,-599.659",62,4.3500000000000005,,1,3,4,2019,White Hosting
00000000000013778954,Habitación privada,Habitación,Madrid,"4.042.659,-365.943",22,4.45,,1,1,1,2019,White Hosting
00000000000016060437,Alojamiento entero,Alojamiento,Malaga,"3.669.950.808.325.180,-4.438.892.555.473.180",120,4.65,,2,2,8,2018,White Hosting
00000000000020928967,Alojamiento entero,Alojamiento,Mallorca,"3.987.196,302.761",298,4.0,,5,8,10,2020,White Hosting
00000000000022365649,Alojamiento entero,Alojamiento,Sevilla,"3.739.153,-598.514",125,4.6000000000000005,,2,5,6,2019,White Hosting
00000000000014782589,Alojamiento entero,Alojamiento,Sevilla,"3.739.236,-599.299",104,4.9,,1,3,4,2019,White Hosting
00000000000036669268,Habitación privada,Habitación,Madrid,"4.038.671,-373.097",30,4.5,,1,1,1,2020,White Hosting
00000000000023384782,Alojamiento entero,Alojamiento,Girona,"4.171.082,285.546",141,4.65,,2,6,10,2020,White Hosting
00000000000017733173,Habitación privada,Habitación,Girona,"4.169.913.350.445.370,28.438.783.429.791.300",38,5.0,,1,1,2,2018,White Hosting
00000000000033203789,Alojamiento entero,Alojamiento,Mallorca,"3.960.508,338.703",100,4.5,,2,5,6,2019,White Hosting
00000000000029675868,Alojamiento entero,Alojamiento,Barcelona,"4.140.377,214.681",65,4.65,,1,2,3,2019,White Hosting
