ID,CP,PRECIO POR PISO,PRECIO POR CASA
622874300778135897,28017,2962 ,3144 
907293058640556001,28011,2936 ,2680 
48164133,28013,4917 ,3286 
675814710743242788,28039,3874 ,3396 
1067197930034060446,28019,2737 ,2498 
620162675611648610,28026,2504 ,2563 
27911462,28008,5683 ,5308 
1101242718564078581,28045,4451 ,4763 
761355468298953639,28053,2293 ,2036 
22650457,28001,9376 ,6266 
1129464776477309339,28045,4451 ,4763 
1131325727092049565,28053,2293 ,2036 
754866527586530174,28007,4768 ,4564 
889616163902530389,28012,4818 ,3175 
23210760,28009,7057 ,5976 
623666636927737908,28045,4451 ,4763 
833651912343133468,28045,4451 ,4763 
1126102287370070442,28045,4451 ,4763 
1126630398932455464,28025,2311 ,2262 
607029213192171946,28039,3874 ,3396 
776613221288533329,28026,2504 ,2563 
744669249932086265,28005,4879 ,4945 
1109262566649615537,28019,2737 ,2498 
799753072685907783,28028,5148 ,4912 
759855527420493817,28041,2214 ,2440 
836000781199934971,28039,3874 ,3396 
955295343705796943,28026,2504 ,2563 
640480315896028550,28028,5148 ,4912 
10326736,28043,4430 ,4304 
857896855823261115,28026,2504 ,2563 
23241387,28012,4818 ,3175 
51258778,28045,4451 ,4763 
649272615285667131,28039,3874 ,3396 
1077987963585401643,28015,5701 ,2216 
52110493,28030,2810 ,2289 
33180649,28014,6436 ,2796 
42511337,28003,5992 ,6000 
1063830515145222539,28019,2737 ,2498 
2482267,28008,5683 ,5308 
1024722318772513679,28009,7057 ,5976 
36262428,28003,5992 ,6000 
43728288,28043,4430 ,4304 
1087103219899935215,28039,3874 ,3396 
1107132691807023468,28011,2936 ,2680 
1129149354787994539,28012,4818 ,3175 
994611834844508379,28022,3080 ,3139 
13257283,28025,2311 ,2262 
745357430741638105,28039,3874 ,3396 
897643128630655639,28021,1967 ,1831 
39948469,28026,2504 ,2563 
1023207133024731000,28009,7057 ,5976 
18818916,28037,2621 ,3220 
1090608926378154651,28033,3900 ,3818 
1123077053710577895,28045,4451 ,4763 
1139239502472133830,28016,5868 ,6848 
50496279,28019,2737 ,2498 
37545717,28021,1967 ,1831 
820064797000242972,28027,3718 ,3764 
1116608157125907369,28045,4451 ,4763 
1008398579632575733,28041,2214 ,2440 
18062732,28002,5455 ,7899 
598533914380754953,28019,2737 ,2498 
811679416538057152,28041,2214 ,2440 
697508099137458332,28022,3080 ,3139 
1126118697974289627,28015,5701 ,2216 
784458491085547998,28003,5992 ,6000 
599146593464245764,28005,4879 ,4945 
34833275,28026,2504 ,2563 
633889248459660833,28025,2311 ,2262 
568045855579180181,28005,4879 ,4945 
555253093299876963,28041,2214 ,2440 
944638942397899585,28045,4451 ,4763 
39003945,28043,4430 ,4304 
947099814993558700,28026,2504 ,2563 
757879221056619737,28025,2311 ,2262 
44046661,28015,5701 ,2216 
779738084604286145,28027,3718 ,3764 
32531313,28009,7057 ,5976 
881882274947107571,28027,3718 ,3764 
1106650239058092118,28011,2936 ,2680 
826972233098113958,28011,2936 ,2680 
869284776970737907,28007,4768 ,4564 
919302356469221059,28017,2962 ,3144 
28867452,28027,3718 ,3764 
5846936,28043,4430 ,4304 
931055941788677188,28026,2504 ,2563 
607851709430620279,28020,4967 ,829 
1024059989162867023,28033,3900 ,3818 
1142032840403195900,28020,4967 ,829 
773300241652587754,28041,2214 ,2440 
1105248207020688117,28055,5082 ,4529 
880242665468542420,28038,2395 ,2216 
849782813176844361,28033,3900 ,3818 
1127324470810487573,28051,3310 ,2669 
19046530,28005,4879 ,4945 
1142684132873767307,28011,2936 ,2680 
25361181,28004,6544 ,5818 
674662612926795897,28030,2810 ,2289 
38326555,28029,3854 ,3259 
52402632,28010,7169 ,5233 
1118698436929797534,28041,2214 ,2440 
48050651,28001,9376 ,6266 
807781442826858307,28006,7921 ,7997 
987789167009245163,28053,2293 ,2036 
54354878,28043,4430 ,4304 
595773681350423390,28042,3752 ,3278 
44230229,28004,6544 ,5818 
34813103,28009,7057 ,5976 
39838022,28026,2504 ,2563 
866672879328201166,28029,3854 ,3259 
51184278,28006,7921 ,7997 
50839134,28041,2214 ,2440 
610030210646980835,28001,9376 ,6266 
594797936259191557,28038,2395 ,2216 
1120889417099113100,28028,5148 ,4912 
1043861354509076802,28039,3874 ,3396 
1028817693871187985,28019,2737 ,2498 
878923802050019975,28026,2504 ,2563 
1023132138669977628,28006,7921 ,7997 
1130251159019670485,28007,4768 ,4564 
1107265695533059096,28009,7057 ,5976 
47915506,28026,2504 ,2563 
999111614397060002,28016,5868 ,6848 
989049731823887816,28012,4818 ,3175 
950441584889974247,28015,5701 ,2216 
577471663481702828,28002,5455 ,7899 
567120083413013808,28009,7057 ,5976 
711282402936606794,28019,2737 ,2498 
49130064,28003,5992 ,6000 
555758211794412593,28041,2214 ,2440 
756275816455856584,28003,5992 ,6000 
648273392261514016,28011,2936 ,2680 
825958557055540306,28009,7057 ,5976 
921750894613798891,28039,3874 ,3396 
34814968,28037,2621 ,3220 
3306584,28013,4917 ,3286 
23445505,28014,6436 ,2796 
52851036,28039,3874 ,3396 
1130890495199206498,28043,4430 ,4304 
1060698520988132342,28012,4818 ,3175 
38837824,28007,4768 ,4564 
756967474169278126,28005,4879 ,4945 
1085526366572256120,28003,5992 ,6000 
1110437133379652609,28007,4768 ,4564 
36237360,28030,2810 ,2289 
759941977906232596,28029,3854 ,3259 
1136848201508976080,28012,4818 ,3175 
1117635453310396706,28030,2810 ,2289 
1133831760473729003,28045,4451 ,4763 
6067959,28008,5683 ,5308 
750560470592618163,28022,3080 ,3139 
944759103256398581,28026,2504 ,2563 
9493091,28002,5455 ,7899 
1120885541232858850,28032,2704 ,2823 
931859871206640563,28025,2311 ,2262 
968019992161985000,28001,9376 ,6266 
52612163,28018,2115 ,2096 
28530059,28011,2936 ,2680 
546943827559182100,28029,3854 ,3259 
50688450,28043,4430 ,4304 
1050703559411563336,28007,4768 ,4564 
1128843468281416283,28042,3752 ,3278 
643540930562718039,28003,5992 ,6000 
837080363100052677,28004,6544 ,5818 
1010530484738712159,28026,2504 ,2563 
950430163349098342,28013,4917 ,3286 
793289012787407234,28006,7921 ,7997 
853637600100347072,28003,5992 ,6000 
1066614878387309287,28027,3718 ,3764 
1121886796550261791,28004,6544 ,5818 
1119647527990024873,28027,3718 ,3764 
980902573216210663,28003,5992 ,6000 
1064503880526204987,28029,3854 ,3259 
33634004,28038,2395 ,2216 
969327042313796404,28006,7921 ,7997 
1041290932344617750,28046,5834 ,3751 
1080636634561807560,28019,2737 ,2498 
26969354,28029,3854 ,3259 
999973907620502039,28016,5868 ,6848 
995435869751486890,28023,4681 ,3722 
849185233981907946,28047,2477 ,2371 
824505229860821302,28047,2477 ,2371 
17733926,28760,4250 ,2902 
52686852,28029,3854 ,3259 
33194090,28002,5455 ,7899 
34936451,28018,2115 ,2096 
1122455817336356052,28039,3874 ,3396 
801393644695892916,28011,2936 ,2680 
21485131,28017,2962 ,3144 
8931977,28035,3933 ,3433 
1004417388968339107,28053,2293 ,2036 
1123836316410027352,28012,4818 ,3175 
655615693912277905,28008,5683 ,5308 
1119446736371274222,28026,2504 ,2563 
842451502926517643,28760,4250 ,2902 
780507594477362209,28002,5455 ,7899 
930355684619051478,28009,7057 ,5976 
936020884101645838,28020,4967 ,829 
641791362647145673,28015,5701 ,2216 
1087733188298347898,28039,3874 ,3396 
635360884753743905,28004,6544 ,5818 
16924691,28031,2445 ,2317 
103541,28010,7169 ,5233 
570405464808468861,28015,5701 ,2216 
971033314335269567,28002,5455 ,7899 
1072463325041970041,28018,2115 ,2096 
592490352596422457,28042,3752 ,3278 
710822815632797162,28011,2936 ,2680 
698045791540394117,28045,4451 ,4763 
1114625997699662303,28017,2962 ,3144 
52822366,28003,5992 ,6000 
1134763576598350334,28004,6544 ,5818 
1134189682221445779,28011,2936 ,2680 
905600660009180556,28030,2810 ,2289 
913007810916370865,28005,4879 ,4945 
807852107655048703,28012,4818 ,3175 
32483345,28019,2737 ,2498 
856316664636704430,28017,2962 ,3144 
988367940295663696,28033,3900 ,3818 
1065305158434683735,28026,2504 ,2563 
776091883320153157,28043,4430 ,4304 
761374326407936771,28004,6544 ,5818 
9877244,28009,7057 ,5976 
32395622,28038,2395 ,2216 
1124711782302474692,28041,2214 ,2440 
751945316552073834,28012,4818 ,3175 
40592877,28049,4976 ,3886 
53746842,28015,5701 ,2216 
1122471605703441858,28020,4967 ,829 
24323668,28016,5868 ,6848 
50724146,28028,5148 ,4912 
996096692177005233,28037,2621 ,3220 
1027787985314045929,28001,9376 ,6266 
1081546367163604460,28003,5992 ,6000 
854303280517913095,28018,2115 ,2096 
545512363350925351,28016,5868 ,6848 
1110833376688460839,28038,2395 ,2216 
23205290,28001,9376 ,6266 
30950444,28037,2621 ,3220 
15768899,28001,9376 ,6266 
1132740463333648319,28033,3900 ,3818 
1120988999304981575,28028,5148 ,4912 
1060220872437146768,28039,3874 ,3396 
1012992944264132022,28027,3718 ,3764 
1137645743679157209,28020,4967 ,829 
908670345734445552,28011,2936 ,2680 
936633365938200343,28020,4967 ,829 
16051714,28017,2962 ,3144 
4818802,28029,3854 ,3259 
1127673126828841947,28019,2737 ,2498 
26771360,28007,4768 ,4564 
43553382,28039,3874 ,3396 
24555986,28045,4451 ,4763 
984014883930540737,28052,3204 ,2706 
1089120139987740367,28004,6544 ,5818 
559205322055981720,28038,2395 ,2216 
37730246,28030,2810 ,2289 
851229805756343088,28010,7169 ,5233 
993626919105427447,28037,2621 ,3220 
1130570514263661647,28027,3718 ,3764 
555482549992117455,28041,2214 ,2440 
50983812,28033,3900 ,3818 
734524254168724203,28028,5148 ,4912 
14383186,28042,3752 ,3278 
673240540803570309,28004,6544 ,5818 
743485327484736221,28018,2115 ,2096 
8395896,28022,3080 ,3139 
735484670517655293,28018,2115 ,2096 
1060373678745936205,28011,2936 ,2680 
48866727,28034,3657 ,3485 
40952057,28006,7921 ,7997 
46619076,28033,3900 ,3818 
846101428969678874,28002,5455 ,7899 
836289419837110160,28022,3080 ,3139 
984002785145821031,28039,3874 ,3396 
45273360,28012,4818 ,3175 
924474997959808414,28046,5834 ,3751 
33179945,28029,3854 ,3259 
1136885133260575470,28045,4451 ,4763 
853470004915420263,28017,2962 ,3144 
1142149866606880439,28011,2936 ,2680 
895691871610143738,28030,2810 ,2289 
1086760994001798803,28010,7169 ,5233 
856628063150918536,28029,3854 ,3259 
23142367,28043,4430 ,4304 
1099388519527504134,28041,2214 ,2440 
1094720133922687794,28050,4580 ,3916 
1138282240118143511,28026,2504 ,2563 
1082428789243716051,28029,3854 ,3259 
1111507794627714735,28011,2936 ,2680 
923519341298618968,28011,2936 ,2680 
1142598057193648481,28012,4818 ,3175 
1142172581899587864,28026,2504 ,2563 
44103632,28034,3657 ,3485 
50688191,28043,4430 ,4304 
27301507,28006,7921 ,7997 
966009356035795435,28011,2936 ,2680 
1030579741539117930,28013,4917 ,3286 
950023237737716657,28037,2621 ,3220 
1141979067298767270,28029,3854 ,3259 
47884485,28010,7169 ,5233 
674479648420593172,28019,2737 ,2498 
887417183350282549,28008,5683 ,5308 
579586625975391503,28011,2936 ,2680 
1083132640344468325,28012,4818 ,3175 
34768515,28042,3752 ,3278 
606952254922870231,28031,2445 ,2317 
1128176313183238570,28017,2962 ,3144 
1138938640482561269,28004,6544 ,5818 
52735095,28042,3752 ,3278 
866392134132099245,28050,4580 ,3916 
923892215804798715,28028,5148 ,4912 
953786341380590432,28010,7169 ,5233 
31094749,28045,4451 ,4763 
41029671,28042,3752 ,3278 
1018788809861917394,28011,2936 ,2680 
1036268508520199126,28042,3752 ,3278 
893203231955325552,28012,4818 ,3175 
53356307,28039,3874 ,3396 
37675893,28019,2737 ,2498 
602071832360291475,28025,2311 ,2262 
804806161742574518,28032,2704 ,2823 
1074548415682356138,28003,5992 ,6000 
31948733,28002,5455 ,7899 
921727394920033040,28045,4451 ,4763 
709327134454429897,28021,1967 ,1831 
749944387202007594,28019,2737 ,2498 
42385371,28010,7169 ,5233 
659450585548924629,28041,2214 ,2440 
1034198649516555638,28012,4818 ,3175 
38702707,28005,4879 ,4945 
1136975358011113424,28045,4451 ,4763 
19544331,28014,6436 ,2796 
40189355,28042,3752 ,3278 
4038339,28039,3874 ,3396 
1023947269140491013,28028,5148 ,4912 
1083193107198702141,28030,2810 ,2289 
891469812801490024,28045,4451 ,4763 
41861812,28018,2115 ,2096 
636666972324005268,28025,2311 ,2262 
1071662649448507750,28006,7921 ,7997 
990493020930475786,28042,3752 ,3278 
1113828513773373095,28027,3718 ,3764 
1131934636974328719,28045,4451 ,4763 
15201755,28033,3900 ,3818 
996202676152229143,28041,2214 ,2440 
650426976353050232,28016,5868 ,6848 
39129149,28015,5701 ,2216 
54117211,28035,3933 ,3433 
44349389,28028,5148 ,4912 
45494282,28013,4917 ,3286 
48122153,28026,2504 ,2563 
1117219687932633330,28029,3854 ,3259 
1131614291233453013,28045,4451 ,4763 
1056491218370219286,28045,4451 ,4763 
970201863282417158,28025,2311 ,2262 
52964504,28015,5701 ,2216 
1060805037017540065,28020,4967 ,829 
731193217296312727,28021,1967 ,1831 
51426249,28026,2504 ,2563 
826528305012865817,28015,5701 ,2216 
1096248970730650531,28015,5701 ,2216 
22491898,28038,2395 ,2216 
1028274494972456198,28033,3900 ,3818 
41103201,28027,3718 ,3764 
1087214863625546589,28026,2504 ,2563 
53145941,28006,7921 ,7997 
900020774360767000,28038,2395 ,2216 
32133730,28053,2293 ,2036 
942554481684077436,28014,6436 ,2796 
662370848146255063,28045,4451 ,4763 
746341936747901627,28010,7169 ,5233 
1109679258972859696,28001,9376 ,6266 
995075520159088485,28007,4768 ,4564 
918643712404771027,28045,4451 ,4763 
1107778905101156875,28028,5148 ,4912 
27534567,28009,7057 ,5976 
54037563,28004,6544 ,5818 
614224535425008798,28016,5868 ,6848 
15407681,28020,4967 ,829 
9454217,28020,4967 ,829 
1275293,28043,4430 ,4304 
1065820436434004161,28039,3874 ,3396 
1117351258396687378,28019,2737 ,2498 
819719025695222027,28039,3874 ,3396 
1015098792805540831,28021,1967 ,1831 
43338954,28004,6544 ,5818 
30848303,28001,9376 ,6266 
960153227055924576,28010,7169 ,5233 
940624606330812947,28030,2810 ,2289 
1126034241780484863,28028,5148 ,4912 
34177679,28026,2504 ,2563 
739050293075807067,28027,3718 ,3764 
977426865799204825,28046,5834 ,3751 
1123017381407802984,28005,4879 ,4945 
1109219606159297788,28045,4451 ,4763 
846523496831999390,28037,2621 ,3220 
1128781170206701253,28020,4967 ,829 
53199868,28031,2445 ,2317 
18155070,28037,2621 ,3220 
1095815822266666971,28040,4971 ,3963 
868181586818319066,28013,4917 ,3286 
15391441,28045,4451 ,4763 
5437526,28027,3718 ,3764 
11275057,28034,3657 ,3485 
18105409,28045,4451 ,4763 
19423628,28026,2504 ,2563 
888490377349520341,28030,2810 ,2289 
900819476686929675,28026,2504 ,2563 
733365,28015,5701 ,2216 
898475381965340495,28042,3752 ,3278 
51445201,28021,1967 ,1831 
920838825288594417,28053,2293 ,2036 
815690390893572793,28019,2737 ,2498 
42676354,28005,4879 ,4945 
50473232,28001,9376 ,6266 
10409426,28010,7169 ,5233 
583430983400161624,28041,2214 ,2440 
983274927752232264,28022,3080 ,3139 
990681879045720181,28019,2737 ,2498 
949024370858916275,28016,5868 ,6848 
939792878219870663,28001,9376 ,6266 
1065200133477250960,28027,3718 ,3764 
7730071,28017,2962 ,3144 
8517585,28042,3752 ,3278 
778816554288605324,28026,2504 ,2563 
32060927,28026,2504 ,2563 
50330723,28029,3854 ,3259 
970087426603048595,28035,3933 ,3433 
1097551578771570862,28009,7057 ,5976 
7732757,28009,7057 ,5976 
18453184,28039,3874 ,3396 
1018899959513687288,28024,2564 ,3021 
791387823752090215,28007,4768 ,4564 
12407578,28026,2504 ,2563 
1126819807269187096,28026,2504 ,2563 
1107309929265203157,28045,4451 ,4763 
44841990,28035,3933 ,3433 
1060707311004388888,28031,2445 ,2317 
786232405736637433,28009,7057 ,5976 
53910718,28017,2962 ,3144 
1119421975106533263,28034,3657 ,3485 
1122631173209594134,28026,2504 ,2563 
11832004,28036,6077 ,6761 
1087502785956318081,28015,5701 ,2216 
39620241,28022,3080 ,3139 
983721394807119786,28023,4681 ,3722 
843544239423340038,28017,2962 ,3144 
729628812438996715,28053,2293 ,2036 
997589852363962299,28029,3854 ,3259 
1136392073611254631,28028,5148 ,4912 
1047918130431958763,28039,3874 ,3396 
1074549621312282041,28003,5992 ,6000 
627278222343645757,28008,5683 ,5308 
540538466062957296,28016,5868 ,6848 
685315716286186334,28043,4430 ,4304 
32802184,28004,6544 ,5818 
926938393113756931,28045,4451 ,4763 
1086328590048219887,28021,1967 ,1831 
730368374197442543,28018,2115 ,2096 
54327163,28027,3718 ,3764 
629517336241283177,28028,5148 ,4912 
959601764746684598,28017,2962 ,3144 
2673648,28003,5992 ,6000 
575046254919536083,28012,4818 ,3175 
30660353,28005,4879 ,4945 
1134796096162267295,28039,3874 ,3396 
1068986080260663245,28041,2214 ,2440 
6123814,28001,9376 ,6266 
832013981205919237,28044,2429 ,2058 
1102770540811421598,28017,2962 ,3144 
941022651394682246,28017,2962 ,3144 
761454757056309488,28012,4818 ,3175 
50555868,28017,2962 ,3144 
793574757394899476,28025,2311 ,2262 
1061326894340416026,28007,4768 ,4564 
872974635642360691,28042,3752 ,3278 
29941946,28025,2311 ,2262 
1080431396029759675,28017,2962 ,3144 
598544273404358971,28013,4917 ,3286 
258713,28045,4451 ,4763 
882573773812167306,28015,5701 ,2216 
1141765192642596935,28005,4879 ,4945 
951254075517163200,28035,3933 ,3433 
944773422409181529,28026,2504 ,2563 
994354937905332585,28044,2429 ,2058 
29984434,28026,2504 ,2563 
1074458181749649277,28014,6436 ,2796 
934508630915824535,28020,4967 ,829 
559337535916621781,28029,3854 ,3259 
1102948250291230216,28053,2293 ,2036 
1093426728968571599,28021,1967 ,1831 
1050851150361952526,28019,2737 ,2498 
43937644,28009,7057 ,5976 
1138586622299273044,28047,2477 ,2371 
1087211211654847968,28026,2504 ,2563 
1122351156319142065,28042,3752 ,3278 
1131379134701170048,28003,5992 ,6000 
598613188273877158,28028,5148 ,4912 
900819607756474422,28003,5992 ,6000 
799784060285166524,28004,6544 ,5818 
34135775,28028,5148 ,4912 
1120810081355102358,28004,6544 ,5818 
559984170231986594,28005,4879 ,4945 
904804382305875197,28022,3080 ,3139 
17262555,28010,7169 ,5233 
886632421027180443,28041,2214 ,2440 
54114826,28007,4768 ,4564 
941968901302212886,28017,2962 ,3144 
1061823251151127040,28041,2214 ,2440 
755455239409869262,28005,4879 ,4945 
1126747023636099912,28046,5834 ,3751 
931776531102766144,28041,2214 ,2440 
1065028762628039648,28022,3080 ,3139 
31033418,28013,4917 ,3286 
53194189,28018,2115 ,2096 
955468423054950658,28021,1967 ,1831 
939618208643457307,28026,2504 ,2563 
779569081442911988,28017,2962 ,3144 
710797022346365890,28039,3874 ,3396 
1093923455686286829,28019,2737 ,2498 
889826472484487170,28047,2477 ,2371 
1001362599858830272,28043,4430 ,4304 
979082725723024752,28039,3874 ,3396 
1112674810434637819,28038,2395 ,2216 
29684657,28003,5992 ,6000 
1061827730968503849,28041,2214 ,2440 
756634412537898378,28025,2311 ,2262 
834675,28038,2395 ,2216 
988532510413697100,28053,2293 ,2036 
873705518324251656,28017,2962 ,3144 
1049009288536278844,28010,7169 ,5233 
14913490,28002,5455 ,7899 
1024580523317733415,28760,4250 ,2902 
1123080554584728079,28041,2214 ,2440 
831721236520682392,28039,3874 ,3396 
38992720,28027,3718 ,3764 
1081877858723021701,28011,2936 ,2680 
1016071546115231504,28022,3080 ,3139 
1084680965044624438,28031,2445 ,2317 
949369983300397909,28038,2395 ,2216 
1070345707778308912,28053,2293 ,2036 
53245938,28046,5834 ,3751 
8128423,28027,3718 ,3764 
21116143,28035,3933 ,3433 
28027042,28030,2810 ,2289 
598431541246017133,28043,4430 ,4304 
740616990047263822,28011,2936 ,2680 
15210164,28026,2504 ,2563 
29428186,28050,4580 ,3916 
1103032010056297402,28012,4818 ,3175 
1079610782608093851,28010,7169 ,5233 
1086929097367914269,28025,2311 ,2262 
796556269535520464,28039,3874 ,3396 
48007717,28003,5992 ,6000 
908402291499801048,28043,4430 ,4304 
951151426298704711,28012,4818 ,3175 
26635994,28006,7921 ,7997 
946436126994190250,28030,2810 ,2289 
22815736,28022,3080 ,3139 
791946049512096821,28019,2737 ,2498 
1115876029211081877,28003,5992 ,6000 
13525030,28029,3854 ,3259 
40935710,28024,2564 ,3021 
916635464948659099,28007,4768 ,4564 
24743779,28016,5868 ,6848 
1025323863308919791,28005,4879 ,4945 
1122274473665458851,28019,2737 ,2498 
972426835549029442,28026,2504 ,2563 
548358336880410899,28032,2704 ,2823 
956340079943220597,28015,5701 ,2216 
933061934406315322,28022,3080 ,3139 
908786992979930521,28030,2810 ,2289 
903445607536132121,28009,7057 ,5976 
36053507,28024,2564 ,3021 
919474318545165373,28038,2395 ,2216 
1137021245577882890,28038,2395 ,2216 
937743756545911418,28039,3874 ,3396 
934542085106157360,28009,7057 ,5976 
1087064263791724080,28011,2936 ,2680 
984597964518167287,28016,5868 ,6848 
568472467509401992,28045,4451 ,4763 
52871976,28045,4451 ,4763 
644856695786169903,28032,2704 ,2823 
52250269,28028,5148 ,4912 
35365249,28009,7057 ,5976 
1107942838223538627,28021,1967 ,1831 
52144308,28010,7169 ,5233 
1134562044393325318,28045,4451 ,4763 
10286663,28043,4430 ,4304 
17901250,28003,5992 ,6000 
1002817108549556723,28021,1967 ,1831 
52893348,28045,4451 ,4763 
30124982,28018,2115 ,2096 
596036844466718978,28039,3874 ,3396 
761261866476528079,28037,2621 ,3220 
713499200566628461,28045,4451 ,4763 
656481190267291671,28003,5992 ,6000 
687391700326017150,28022,3080 ,3139 
766606929518765244,28025,2311 ,2262 
50471757,28010,7169 ,5233 
1012937313523635766,28027,3718 ,3764 
23963707,28001,9376 ,6266 
1080298070413169626,28006,7921 ,7997 
1120967696382709286,28012,4818 ,3175 
927379206358920854,28034,3657 ,3485 
983413014026869444,28008,5683 ,5308 
647832335828763372,28033,3900 ,3818 
1111522728642275069,28001,9376 ,6266 
902600478665839801,28026,2504 ,2563 
776080082613171958,28053,2293 ,2036 
47914342,28026,2504 ,2563 
950093924205735814,28025,2311 ,2262 
1029584977559603751,28015,5701 ,2216 
970940011490674926,28017,2962 ,3144 
901117916050062583,28025,2311 ,2262 
47883527,28028,5148 ,4912 
739614807374803251,28002,5455 ,7899 
648540880573460445,28035,3933 ,3433 
1085705963831689639,28043,4430 ,4304 
47997070,28011,2936 ,2680 
755492593303920569,28010,7169 ,5233 
1071482463960040060,28014,6436 ,2796 
1134474990987845289,28012,4818 ,3175 
928998791210035116,28010,7169 ,5233 
1021151701011563567,28029,3854 ,3259 
714236474990112603,28010,7169 ,5233 
812230543574427251,28013,4917 ,3286 
27199898,28028,5148 ,4912 
785669251948367106,28007,4768 ,4564 
649068699418816955,28028,5148 ,4912 
52876734,28005,4879 ,4945 
793359617160232258,28033,3900 ,3818 
1135439024514895866,28012,4818 ,3175 
1143509503876689869,28006,7921 ,7997 
739887121630280751,28042,3752 ,3278 
52669702,28002,5455 ,7899 
45476656,28015,5701 ,2216 
13321359,28045,4451 ,4763 
971874777809156215,28007,4768 ,4564 
1094362287986204595,28018,2115 ,2096 
547526785425961460,28027,3718 ,3764 
660537274258232201,28020,4967 ,829 
712049476310859544,28033,3900 ,3818 
49645225,28007,4768 ,4564 
674986491359382699,28026,2504 ,2563 
50626573,28023,4681 ,3722 
1168731,28021,1967 ,1831 
903755016852833696,28053,2293 ,2036 
920776120422040866,28038,2395 ,2216 
1055052641493872250,28016,5868 ,6848 
13297758,28036,6077 ,6761 
52655280,28030,2810 ,2289 
1007920199374911522,28007,4768 ,4564 
1018052587699572278,28001,9376 ,6266 
624580005212218403,28039,3874 ,3396 
756424554330875138,28020,4967 ,829 
14862474,28019,2737 ,2498 
849069643652104391,28053,2293 ,2036 
1003544416200208652,28033,3900 ,3818 
26002454,28018,2115 ,2096 
768042639992874178,28011,2936 ,2680 
941097393202904379,28041,2214 ,2440 
973065613641610093,28009,7057 ,5976 
20273611,28020,4967 ,829 
16134982,28013,4917 ,3286 
36809009,28021,1967 ,1831 
46416127,28012,4818 ,3175 
830907430128679349,28038,2395 ,2216 
577414285131299739,28011,2936 ,2680 
936186129867017140,28760,4250 ,2902 
17541183,28041,2214 ,2440 
1106362908625961720,28029,3854 ,3259 
854412349486601258,28014,6436 ,2796 
14276011,28049,4976 ,3886 
1129831205976846308,28029,3854 ,3259 
913244367586818263,28009,7057 ,5976 
52642643,28032,2704 ,2823 
37548309,28007,4768 ,4564 
20620197,28030,2810 ,2289 
38764185,28046,5834 ,3751 
1066787550536884640,28017,2962 ,3144 
1057097109737355985,28037,2621 ,3220 
934550508824224808,28028,5148 ,4912 
1022460718513090663,28020,4967 ,829 
562836745703164458,28025,2311 ,2262 
1089743100915701148,28045,4451 ,4763 
832487776691819287,28039,3874 ,3396 
921006843551744139,28046,5834 ,3751 
701199666886728026,28042,3752 ,3278 
10764720,28019,2737 ,2498 
44240881,28038,2395 ,2216 
985293267574109839,28016,5868 ,6848 
1075520103576087762,28029,3854 ,3259 
886709320699012321,28037,2621 ,3220 
1126568607508012553,28026,2504 ,2563 
41948174,28010,7169 ,5233 
1131671043846379514,28024,2564 ,3021 
947931555126823750,28020,4967 ,829 
32972819,28032,2704 ,2823 
50242459,28013,4917 ,3286 
718072684088662956,28028,5148 ,4912 
762880410174592447,28053,2293 ,2036 
34466595,28053,2293 ,2036 
45675064,28012,4818 ,3175 
933797649730799345,28006,7921 ,7997 
901456473162160228,28009,7057 ,5976 
44149037,28013,4917 ,3286 
1004451735859218916,28032,2704 ,2823 
1028241130950489639,28034,3657 ,3485 
714869003491754622,28029,3854 ,3259 
873593476839923236,28017,2962 ,3144 
1096336343538937421,28001,9376 ,6266 
1072328863755262414,28029,3854 ,3259 
39842252,28015,5701 ,2216 
53586358,28009,7057 ,5976 
1121593654371065109,28041,2214 ,2440 
1070215982869709158,28053,2293 ,2036 
30202353,28022,3080 ,3139 
1129019242577461539,28053,2293 ,2036 
931062243954499894,28010,7169 ,5233 
987755213205778470,28025,2311 ,2262 
1126746471364486158,28046,5834 ,3751 
964986313825900415,28041,2214 ,2440 
49128789,28017,2962 ,3144 
39026573,28047,2477 ,2371 
1115951938582697930,28012,4818 ,3175 
820262884509318804,28026,2504 ,2563 
799909670255608191,28025,2311 ,2262 
19342946,28038,2395 ,2216 
10707563,28003,5992 ,6000 
836161891903064613,28760,4250 ,2902 
30136973,28001,9376 ,6266 
39361390,28015,5701 ,2216 
34564940,28033,3900 ,3818 
43728214,28007,4768 ,4564 
877276198717494905,28034,3657 ,3485 
600786677931688944,28025,2311 ,2262 
1089679753501951167,28016,5868 ,6848 
1079163926875613968,28039,3874 ,3396 
787587914826322428,28026,2504 ,2563 
823106616586627022,28011,2936 ,2680 
740978927983135947,28038,2395 ,2216 
1013524100030829522,28007,4768 ,4564 
899246208574611509,28003,5992 ,6000 
716001667050735588,28005,4879 ,4945 
1111332089767468674,28027,3718 ,3764 
20315047,28039,3874 ,3396 
721476392745733602,28002,5455 ,7899 
42240455,28031,2445 ,2317 
1036825518208008838,28007,4768 ,4564 
793608632083789259,28039,3874 ,3396 
45690135,28005,4879 ,4945 
1111397792761105631,28027,3718 ,3764 
1071215025627436421,28022,3080 ,3139 
29276955,28007,4768 ,4564 
1055808660664641448,28029,3854 ,3259 
52890656,28053,2293 ,2036 
46349143,28019,2737 ,2498 
1138488205197404404,28009,7057 ,5976 
545484845924141785,28007,4768 ,4564 
6541133,28035,3933 ,3433 
