ID,CP,PRECIO POR PISO,PRECIO POR CASA
28624437,28026,2504 ,2563 
1114431579165026140,28043,4430 ,4304 
21604470,28042,3752 ,3278 
27281907,28001,9376 ,6266 
1035264119607026548,28009,7057 ,5976 
555751416507048827,28041,2214 ,2440 
1103738407933234149,28038,2395 ,2216 
568570160661170884,28015,5701 ,2216 
1030415521526502708,28036,6077 ,6761 
51133779,28033,3900 ,3818 
600050171429521070,28038,2395 ,2216 
16423991,28026,2504 ,2563 
14327937,28004,6544 ,5818 
18644148,28015,5701 ,2216 
40932048,28009,7057 ,5976 
1098689005965642513,28010,7169 ,5233 
1016441089314560630,28016,5868 ,6848 
756377533967378460,28027,3718 ,3764 
13887762,28037,2621 ,3220 
1028204050718167135,28011,2936 ,2680 
760587374972973746,28039,3874 ,3396 
34609539,28022,3080 ,3139 
35029265,28022,3080 ,3139 
802848443558956250,28047,2477 ,2371 
675337485936812993,28003,5992 ,6000 
1100828567398787717,28012,4818 ,3175 
13443391,28010,7169 ,5233 
988353110517435556,28031,2445 ,2317 
910556023690780494,28043,4430 ,4304 
39620377,28022,3080 ,3139 
1033106710453952416,28020,4967 ,829 
1135379076273886429,28017,2962 ,3144 
1083294908793859949,28045,4451 ,4763 
883188356495078168,28020,4967 ,829 
45829733,28012,4818 ,3175 
1024126604647591525,28026,2504 ,2563 
555206975354490518,28041,2214 ,2440 
694777167410123092,28009,7057 ,5976 
1060046942195528195,28039,3874 ,3396 
1131012010141768528,28045,4451 ,4763 
52731484,28006,7921 ,7997 
1059473363781191882,28020,4967 ,829 
1030281484687836245,28001,9376 ,6266 
1126092945827475123,28046,5834 ,3751 
1003466984839089174,28041,2214 ,2440 
852231671925743537,28760,4250 ,2902 
1114380750186117726,28004,6544 ,5818 
1045656990260731839,28042,3752 ,3278 
700428413782125821,28047,2477 ,2371 
5583981,28016,5868 ,6848 
945626088440413932,28045,4451 ,4763 
1142816879876270699,28027,3718 ,3764 
1109531617974818892,28025,2311 ,2262 
894752408194950536,28045,4451 ,4763 
1123697495200682836,28026,2504 ,2563 
859172996068455808,28010,7169 ,5233 
1128902455916127172,28042,3752 ,3278 
24872161,28045,4451 ,4763 
14598996,28039,3874 ,3396 
940381909190326326,28012,4818 ,3175 
1075385644799999149,28030,2810 ,2289 
674299585663914736,28004,6544 ,5818 
1100578828574662954,28010,7169 ,5233 
1107791559627247197,28045,4451 ,4763 
1112935365060266163,28017,2962 ,3144 
1138281538261601013,28026,2504 ,2563 
983287744983006409,28026,2504 ,2563 
1131196012925310812,28047,2477 ,2371 
50583051,28028,5148 ,4912 
1113940523538444621,28029,3854 ,3259 
3686364,28025,2311 ,2262 
775342443477553268,28007,4768 ,4564 
19356583,28019,2737 ,2498 
33854794,28023,4681 ,3722 
51444253,28004,6544 ,5818 
582004589465599420,28041,2214 ,2440 
669315083733590869,28045,4451 ,4763 
1059507141460965174,28017,2962 ,3144 
725385504180326232,28018,2115 ,2096 
979237914688500941,28029,3854 ,3259 
845699087402485846,28003,5992 ,6000 
1012958004850420684,28043,4430 ,4304 
54049070,28012,4818 ,3175 
1130934804409105604,28010,7169 ,5233 
34071040,28026,2504 ,2563 
947169983419322582,28009,7057 ,5976 
12288034,28035,3933 ,3433 
1081399432584127815,28026,2504 ,2563 
1126908401931459416,28029,3854 ,3259 
804237589948185681,28007,4768 ,4564 
1007801344063179895,28018,2115 ,2096 
23935986,28016,5868 ,6848 
920107811637711847,28039,3874 ,3396 
930283935185499987,28047,2477 ,2371 
31505010,28021,1967 ,1831 
947551515806301463,28006,7921 ,7997 
1011762575917971191,28017,2962 ,3144 
727987424429981335,28017,2962 ,3144 
1038906003689352198,28029,3854 ,3259 
978138010811873402,28045,4451 ,4763 
869318767830106886,28026,2504 ,2563 
30784254,28012,4818 ,3175 
1070352651725297354,28005,4879 ,4945 
46168595,28019,2737 ,2498 
21389483,28014,6436 ,2796 
835474115560229238,28002,5455 ,7899 
53853684,28024,2564 ,3021 
44047282,28015,5701 ,2216 
1141116245917653593,28007,4768 ,4564 
18880856,28028,5148 ,4912 
942029250686054544,28021,1967 ,1831 
641755563279571098,28019,2737 ,2498 
47769310,28053,2293 ,2036 
1110796273296635613,28038,2395 ,2216 
780494525338685618,28007,4768 ,4564 
1133122630063154387,28039,3874 ,3396 
802199106441401015,28010,7169 ,5233 
780137694165359936,28050,4580 ,3916 
47866123,28041,2214 ,2440 
841509567075611970,28024,2564 ,3021 
927544289262585138,28037,2621 ,3220 
1121722208302503460,28004,6544 ,5818 
38662267,28012,4818 ,3175 
1060200998387221061,28011,2936 ,2680 
32416592,28012,4818 ,3175 
39579267,28027,3718 ,3764 
994155113777122145,28022,3080 ,3139 
46449953,28025,2311 ,2262 
776357149403107139,28012,4818 ,3175 
39027938,28015,5701 ,2216 
1036793254794465805,28033,3900 ,3818 
852725293190200477,28036,6077 ,6761 
43800072,28053,2293 ,2036 
506956,28027,3718 ,3764 
679441084367672211,28004,6544 ,5818 
757101524536154833,28006,7921 ,7997 
36101024,28015,5701 ,2216 
673212372696426326,28004,6544 ,5818 
592579831465858618,28029,3854 ,3259 
1002737427369628830,28039,3874 ,3396 
730287193405886135,28009,7057 ,5976 
801351806604996349,28009,7057 ,5976 
51171914,28050,4580 ,3916 
1082618188664799792,28001,9376 ,6266 
740260158818957901,28002,5455 ,7899 
25939631,28014,6436 ,2796 
38978476,28022,3080 ,3139 
634103006835916784,28047,2477 ,2371 
27369694,28018,2115 ,2096 
1092719364698997148,28009,7057 ,5976 
858549738372897433,28037,2621 ,3220 
633821802826175848,28020,4967 ,829 
623024154981920208,28024,2564 ,3021 
43838585,28006,7921 ,7997 
12202666,28004,6544 ,5818 
53655661,28037,2621 ,3220 
41162525,28015,5701 ,2216 
806623122500579865,28047,2477 ,2371 
12204859,28007,4768 ,4564 
33761630,28004,6544 ,5818 
734643995686982473,28034,3657 ,3485 
744603561762354477,28037,2621 ,3220 
919522447128310809,28042,3752 ,3278 
32184958,28011,2936 ,2680 
46653997,28037,2621 ,3220 
1101521944003991664,28041,2214 ,2440 
1004421165769529274,28035,3933 ,3433 
577162911852313440,28020,4967 ,829 
1140697204522299966,28046,5834 ,3751 
18443731,28027,3718 ,3764 
607017351445127578,28029,3854 ,3259 
912098612650844217,28020,4967 ,829 
16978213,28002,5455 ,7899 
675011114180571988,28050,4580 ,3916 
623941397802495270,28050,4580 ,3916 
20129330,28009,7057 ,5976 
1101346912892656729,28020,4967 ,829 
868712242543916402,28026,2504 ,2563 
33807961,28029,3854 ,3259 
1069050670952676452,28042,3752 ,3278 
41943773,28041,2214 ,2440 
18016295,28041,2214 ,2440 
44346885,28027,3718 ,3764 
1009577815099186456,28024,2564 ,3021 
1128798815621540580,28005,4879 ,4945 
17597559,28010,7169 ,5233 
692358,28041,2214 ,2440 
1009444371398077730,28028,5148 ,4912 
54091760,28020,4967 ,829 
1140444394751801514,28012,4818 ,3175 
1129019795307803911,28013,4917 ,3286 
799767311918328584,28028,5148 ,4912 
1114677278832357150,28014,6436 ,2796 
15545376,28027,3718 ,3764 
1128724666941430106,28012,4818 ,3175 
18007530,28003,5992 ,6000 
778175081437093265,28011,2936 ,2680 
944766541185967837,28026,2504 ,2563 
2965741,28014,6436 ,2796 
1044680474609035548,28004,6544 ,5818 
35119593,28014,6436 ,2796 
46349061,28019,2737 ,2498 
761368728116718192,28004,6544 ,5818 
1043937255122887451,28012,4818 ,3175 
1044843402193808033,28029,3854 ,3259 
983019,28038,2395 ,2216 
1140412620571774629,28009,7057 ,5976 
51566100,28028,5148 ,4912 
907137542905746642,28006,7921 ,7997 
1015066882956124389,28020,4967 ,829 
868061596800617075,28004,6544 ,5818 
627974876047267937,28028,5148 ,4912 
1089957760451679339,28001,9376 ,6266 
29643205,28017,2962 ,3144 
1116139942849715336,28012,4818 ,3175 
992472875009339959,28015,5701 ,2216 
979575528192657789,28007,4768 ,4564 
8650327,28041,2214 ,2440 
52819221,28009,7057 ,5976 
578827795669417945,28760,4250 ,2902 
1274889,28003,5992 ,6000 
640408436399417980,28028,5148 ,4912 
18556827,28038,2395 ,2216 
42058899,28030,2810 ,2289 
3552414,28046,5834 ,3751 
860536729974588749,28039,3874 ,3396 
14777687,28039,3874 ,3396 
684003682797073773,28002,5455 ,7899 
36761240,28024,2564 ,3021 
547778825940910709,28039,3874 ,3396 
622111632368074603,28020,4967 ,829 
51344486,28001,9376 ,6266 
1129836165023579147,28053,2293 ,2036 
49124685,28011,2936 ,2680 
3143872,28008,5683 ,5308 
36895132,28001,9376 ,6266 
683992850369630581,28002,5455 ,7899 
48667689,28039,3874 ,3396 
22780563,28006,7921 ,7997 
1052169778262275531,28010,7169 ,5233 
721476501078701599,28002,5455 ,7899 
39357326,28015,5701 ,2216 
1128925458941915556,28042,3752 ,3278 
851556805771426195,28025,2311 ,2262 
1111016473586265206,28013,4917 ,3286 
1131719872884864633,28039,3874 ,3396 
1077703301565319185,28004,6544 ,5818 
39249261,28038,2395 ,2216 
652022103829772683,28043,4430 ,4304 
35186569,28017,2962 ,3144 
8368543,28035,3933 ,3433 
11753638,28011,2936 ,2680 
795405693750606575,28017,2962 ,3144 
994987382512204185,28021,1967 ,1831 
32883496,28015,5701 ,2216 
33537761,28038,2395 ,2216 
765067423372731605,28020,4967 ,829 
39598264,28009,7057 ,5976 
12304335,28045,4451 ,4763 
858484072539069898,28025,2311 ,2262 
46348987,28019,2737 ,2498 
32030804,28002,5455 ,7899 
964437967572133767,28025,2311 ,2262 
570113135048098164,28041,2214 ,2440 
868069789352794592,28051,3310 ,2669 
714199940853930669,28035,3933 ,3433 
606864695043410180,28020,4967 ,829 
1094933484152971062,28017,2962 ,3144 
1068193894036482688,28014,6436 ,2796 
24576454,28009,7057 ,5976 
49613693,28029,3854 ,3259 
52930103,28027,3718 ,3764 
720395114930210044,28043,4430 ,4304 
32802493,28004,6544 ,5818 
28049357,28029,3854 ,3259 
751141959757234448,28006,7921 ,7997 
981683776952405429,28027,3718 ,3764 
1143455699581800181,28006,7921 ,7997 
1133989707262129195,28017,2962 ,3144 
38863726,28036,6077 ,6761 
36254899,28004,6544 ,5818 
51134366,28043,4430 ,4304 
37896859,28050,4580 ,3916 
21496663,28012,4818 ,3175 
15061803,28043,4430 ,4304 
568026349811579601,28005,4879 ,4945 
1140421625435313811,28006,7921 ,7997 
1047137882055888830,28001,9376 ,6266 
1091422963424998304,28013,4917 ,3286 
1083435662807900690,28026,2504 ,2563 
1006477132303304961,28020,4967 ,829 
641743727029180568,28019,2737 ,2498 
49511753,28010,7169 ,5233 
16777599,28039,3874 ,3396 
956225660909710444,28002,5455 ,7899 
29936250,28019,2737 ,2498 
41638543,28019,2737 ,2498 
1112923768358174628,28019,2737 ,2498 
965704313101607708,28038,2395 ,2216 
25606815,28014,6436 ,2796 
48290903,28053,2293 ,2036 
930219944371338604,28001,9376 ,6266 
968055984328271046,28037,2621 ,3220 
902810630153262672,28012,4818 ,3175 
969371855245398464,28020,4967 ,829 
1031008400832969937,28011,2936 ,2680 
862257795212164053,28051,3310 ,2669 
998991591702444794,28029,3854 ,3259 
922961937731679160,28021,1967 ,1831 
878125881083043298,28036,6077 ,6761 
1116856173824161340,28045,4451 ,4763 
1076612969605761476,28007,4768 ,4564 
44463987,28017,2962 ,3144 
1018752791647332736,28011,2936 ,2680 
47846679,28017,2962 ,3144 
985403207213427356,28007,4768 ,4564 
623134397838965635,28021,1967 ,1831 
603592466684328635,28033,3900 ,3818 
51699199,28007,4768 ,4564 
1547100,28047,2477 ,2371 
614304577954592364,28025,2311 ,2262 
739782154340359571,28042,3752 ,3278 
34683464,28022,3080 ,3139 
52965971,28015,5701 ,2216 
1131142326389957998,28045,4451 ,4763 
1019361593008614769,28028,5148 ,4912 
615892318735997347,28025,2311 ,2262 
20951336,28001,9376 ,6266 
1123715376743537240,28039,3874 ,3396 
617987908608131592,28045,4451 ,4763 
826212294120022605,28038,2395 ,2216 
682381556246620776,28005,4879 ,4945 
882759479445807232,28025,2311 ,2262 
607799616247513616,28007,4768 ,4564 
716680528748637983,28045,4451 ,4763 
867913383219281095,28039,3874 ,3396 
52363321,28033,3900 ,3818 
23800083,28007,4768 ,4564 
936633952396959554,28020,4967 ,829 
918933727739009525,28029,3854 ,3259 
13304944,28012,4818 ,3175 
43697513,28015,5701 ,2216 
633019186800352588,28019,2737 ,2498 
918015101737298407,28029,3854 ,3259 
50207500,28015,5701 ,2216 
650744546663770171,28007,4768 ,4564 
41874597,28023,4681 ,3722 
813613829259975007,28039,3874 ,3396 
797555553045434176,28023,4681 ,3722 
696184388369953264,28032,2704 ,2823 
739667244972812192,28008,5683 ,5308 
50671859,28017,2962 ,3144 
18147455,28009,7057 ,5976 
35663856,28030,2810 ,2289 
847059065145058967,28010,7169 ,5233 
44223049,28038,2395 ,2216 
876584985083174659,28004,6544 ,5818 
6263965,28009,7057 ,5976 
1105898310459599736,28011,2936 ,2680 
999026510085482162,28011,2936 ,2680 
935587200342193552,28037,2621 ,3220 
892074773774426656,28009,7057 ,5976 
19168256,28027,3718 ,3764 
894267083065129542,28029,3854 ,3259 
996895721714953525,28027,3718 ,3764 
1024694904668743234,28025,2311 ,2262 
881672056387935105,28041,2214 ,2440 
1089848740600738478,28010,7169 ,5233 
53567812,28040,4971 ,3963 
1021896403257383857,28010,7169 ,5233 
45086755,28008,5683 ,5308 
1008752287063285668,28018,2115 ,2096 
963678997679124639,28004,6544 ,5818 
17166723,28006,7921 ,7997 
1094089934728739406,28012,4818 ,3175 
13632109,28029,3854 ,3259 
769484119229144604,28025,2311 ,2262 
991961571228962803,28053,2293 ,2036 
1051480397972133254,28017,2962 ,3144 
51060615,28053,2293 ,2036 
1132338120957858091,28045,4451 ,4763 
21844127,28019,2737 ,2498 
922399336643246241,28039,3874 ,3396 
1036946231135314034,28034,3657 ,3485 
1144125458366108008,28033,3900 ,3818 
654210905318091327,28011,2936 ,2680 
846266878892743785,28025,2311 ,2262 
801264713171701128,28040,4971 ,3963 
820912400943488803,28027,3718 ,3764 
49511751,28010,7169 ,5233 
816667310406681256,28029,3854 ,3259 
1040507323948427900,28011,2936 ,2680 
1092779915747639255,28038,2395 ,2216 
635191029756418236,28002,5455 ,7899 
1064460164728153919,28039,3874 ,3396 
18048041,28019,2737 ,2498 
664547590218256107,28026,2504 ,2563 
24181506,28015,5701 ,2216 
1142740717587926493,28011,2936 ,2680 
34495541,28023,4681 ,3722 
1089163651967138180,28025,2311 ,2262 
1135343191675198079,28014,6436 ,2796 
835465691533732961,28015,5701 ,2216 
781769359407360072,28038,2395 ,2216 
986923729648234074,28029,3854 ,3259 
53176092,28053,2293 ,2036 
933423402695334880,28017,2962 ,3144 
1024513655155963577,28004,6544 ,5818 
958841570373122776,28037,2621 ,3220 
659271519077062182,28050,4580 ,3916 
1134181667499606696,28051,3310 ,2669 
22136657,28006,7921 ,7997 
1039921410787626313,28012,4818 ,3175 
777901588199992029,28038,2395 ,2216 
14660403,28019,2737 ,2498 
1021873240092816282,28037,2621 ,3220 
33072316,28045,4451 ,4763 
1122477550362705120,28020,4967 ,829 
44928238,28028,5148 ,4912 
981684088093457006,28027,3718 ,3764 
52250645,28028,5148 ,4912 
49203160,28003,5992 ,6000 
39620317,28022,3080 ,3139 
25447644,28044,2429 ,2058 
