,ID,Tipo de habitación,Título,Tipología,Ciudad,Localización,Municipio,Precio por noche Agosto,Precio por noche Octubre,Precio Medio,Valoración,Numero valoraciones,Dormitorios,Baños,Camas,Viajeros máximos,Distancia a PI
1278,916515250981054658,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.4075,-3.7517",Madrid,41.0,40.0,40.0,,,2.0,1,,,4.211
1279,5552409,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.43014,-3.71144",Madrid,,,,,,1.0,1,1.0,1.0,1.614
1280,1006475463646076905,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.46567,-3.69292",Madrid,138.0,207.0,172.0,4.7,10.0,1.0,1,2.0,2.0,5.494
1281,845539651561330539,"Alojamiento entero: piso en Torrejón de Ardoz, España",Alojamiento entero,Alojamiento,Madrid,"40.45845,-3.47869",Torrejn de Ardoz,130.0,107.0,118.0,,,2.0,2,,5.0,19.581
1282,865941398280887295,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.4286,-3.6257",Madrid,29.0,29.0,29.0,,,1.0,1,1.0,,6.715
1283,941969967329482444,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.4287,-3.6367",Madrid,78.0,,78.0,4.85,46.0,2.0,1,4.0,6.0,5.807
1284,1113709093417616850,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.41541,-3.67114",Madrid,,,,,,1.0,1,,,2.748
1285,945373573932240016,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.386286,-3.640613",Madrid,35.0,35.0,35.0,,2.0,1.0,1,1.0,,6.324
1286,1105690431908934008,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.462639,-3.696868",Madrid,128.0,168.0,148.0,4.75,4.0,2.0,2,3.0,5.0,5.114
1287,47883528,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.42686,-3.67057",Madrid,81.0,,81.0,4.19,52.0,1.0,1,1.0,2.0,3.001
1288,649875746464503452,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.40622,-3.7042",Madrid,,186.0,186.0,,,1.0,1,,4.0,1.192
1289,643505759663333743,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.4838,-3.6867",Madrid,32.0,32.0,32.0,4.84,25.0,1.0,1,1.0,,7.571
1290,17290793,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.3985,-3.6956",Madrid,,77.0,77.0,,,1.0,1,1.0,2.0,2.156
1291,1029832119305189520,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.443671,-3.6127",Madrid,,32.0,32.0,,1.0,1.0,1,1.0,,8.243
1292,772268979288569370,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.37127,-3.65988",Madrid,40.0,,40.0,,,1.0,1,,,6.28
1293,717117231651730313,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.4446,-3.61281",Madrid,,,,,,1.0,1,1.0,,8.272
1294,717944084224798584,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.45676,-3.69845",Madrid,,,,,,1.0,1,,,4.45
1295,51699174,"Habitación privada en: apartamento con servicios en Madrid, España",Habitación privada en,Habitación,Madrid,"40.43727,-3.70248",Madrid,40.0,40.0,40.0,,,1.0,5,1.0,2.0,2.264
1296,1033923999116359743,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.435234,-3.659534",Madrid,177.0,177.0,177.0,5.0,4.0,2.0,1,,4.0,4.244
1297,1056524411161841149,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.4738,-3.6888",Madrid,150.0,150.0,150.0,,,2.0,2,,4.0,6.446
1298,1005515475750801813,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.43445,-3.69772",Madrid,90.0,90.0,90.0,4.68,28.0,1.0,1,1.0,2.0,2.01
1299,911665091740647249,"Alojamiento entero: apto. residencial en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.4861,-3.6697",Madrid,,,,4.67,12.0,2.0,2,3.0,5.0,8.207
1300,1144243606543446827,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.407067,-3.624726",Madrid,36.0,36.0,36.0,,,1.0,1,1.0,,6.762
1301,1129619615228867353,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.4298,-3.7025",Madrid,,,,,,1.0,1,2.0,3.0,1.434
1302,1138388542185698822,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.451171,-3.690669",Madrid,120.0,120.0,120.0,,,1.0,1,,2.0,3.96
1303,53625996,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.39233,-3.66927",Madrid,30.0,30.0,30.0,4.71,126.0,1.0,1,,,3.987
1304,43607230,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.4791,-3.7005",Madrid,28.0,28.0,28.0,,,1.0,1,1.0,,6.918
1305,1126746872220890452,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.46202,-3.68893",Madrid,187.0,575.0,381.0,,2.0,2.0,2,3.0,6.0,5.164
1306,633816197266315900,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.4185,-3.67837",Madrid,,,,,,1.0,1,2.0,3.0,2.137
1307,32181969,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.41285,-3.70282",Madrid,,,,,,1.0,1,1.0,,0.457
1308,1060081052393514430,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.390963,-3.712876",Madrid,50.0,50.0,50.0,,2.0,1.0,1,1.0,,2.994
1309,1111503223248174534,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.4282,-3.7046",Madrid,240.0,278.0,259.0,,1.0,3.0,1,,4.0,1.257
1310,1114943401753713529,"Alojamiento entero: loft en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.399302,-3.666424",Madrid,,,,,,1.0,1,,2.0,3.703
1311,45947376,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.42059,-3.68399",Madrid,,216.0,216.0,4.56,99.0,1.0,1,2.0,2.0,1.704
1312,877630921018423263,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.368697,-3.621569",Madrid,,59.0,59.0,,,1.0,1,1.0,2.0,8.772
1313,1012326635149414604,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.399791,-3.697796",Madrid,42.0,,42.0,4.64,36.0,1.0,1,1.0,,1.967
1314,1013016432651575104,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.3825,-3.7038",Madrid,165.0,165.0,165.0,4.56,9.0,3.0,1,4.0,6.0,3.828
1315,978303937612571869,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.3863,-3.6563",Madrid,30.0,30.0,30.0,,,1.0,1,1.0,,5.253
1316,1041443695088646917,"Habitación en Coslada, España",Habitación,Habitación,Madrid,"40.4243,-3.5623",Coslada,40.0,40.0,40.0,5.0,6.0,0.0,1,,,11.984
1317,43958815,"Habitación en Alcorcón, España",Habitación,Habitación,Madrid,"40.35205,-3.80262",Alcorcn,,42.0,42.0,,,1.0,1,,,11.067
1318,1093608793291410071,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.3736,-3.7265",Madrid,50.0,39.0,44.0,,,1.0,1,1.0,,5.196
1319,1134764621307001847,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.47138,-3.69166",Madrid,,,,,1.0,1.0,1,2.0,,6.138
1320,1136680930831193665,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.39767,-3.68046",Madrid,78.0,73.0,76.0,,1.0,1.0,1,,2.0,2.899
1321,43840546,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.42954,-3.68431",Madrid,355.0,340.0,348.0,4.65,48.0,1.0,1,1.0,2.0,2.148
1322,1105649639455909502,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.3866,-3.7109",Madrid,,,,4.69,13.0,1.0,1,,4.0,3.43
1323,994223770695185684,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.4627,-3.647",Madrid,34.0,45.0,40.0,4.57,44.0,3.0,1,,,6.985
1324,53125354,"Alojamiento entero: apartamento con servicios en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.43014,-3.6989",Madrid,,,,,,1.0,1,1.0,2.0,1.521
1325,52219491,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.46736,-3.65501",Madrid,111.0,171.0,141.0,,,1.0,1,2.0,4.0,6.951
1326,49614572,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.43052,-3.6782",Madrid,,,,4.54,97.0,1.0,1,2.0,4.0,2.624
1327,973678060043479699,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.430185,-3.665729",Madrid,108.0,157.0,132.0,,1.0,1.0,1,1.0,2.0,3.523
1328,716871904258856450,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.40358,-3.70186",Madrid,,,,4.79,57.0,1.0,1,1.0,,1.491
1329,812887250918432169,,,,Madrid,,,,,,,,,1,,,inf
1330,918008925316221139,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.4211,-3.7191",Madrid,80.0,80.0,80.0,4.77,64.0,1.0,1,1.0,3.0,1.397
1331,580110009831775176,"Alojamiento entero: apartamento con servicios en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.436519,-3.672054",Madrid,83.0,83.0,83.0,,,1.0,1,,2.0,3.442
1332,1141119713992877133,"Alojamiento entero: piso en Fuenlabrada, España",Alojamiento entero,Alojamiento,Madrid,"40.3048,-3.8187",Fuenlabrada,,,,,1.0,1.0,1,1.0,2.0,15.832
1333,47217505,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.468249,-3.702056",Madrid,,,,4.65,17.0,1.0,1,1.0,,5.708
1334,29759741,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.3336,-3.7028",Madrid,,,,4.92,12.0,1.0,1,1.0,2.0,9.266
1335,1099345361217085631,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.42707,-3.64269",Madrid,42.0,42.0,42.0,4.8,5.0,1.0,1,1.0,,5.273
1336,47876973,"Alojamiento entero: loft en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.43743,-3.64275",Madrid,109.0,199.0,154.0,,,1.0,1,3.0,4.0,5.628
1337,1134188958928068457,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.408736,-3.723931",Madrid,44.0,,44.0,,,1.0,1,1.0,,1.952
1338,1047675581700464115,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.435485,-3.705009",Madrid,100.0,163.0,132.0,4.88,8.0,1.0,1,2.0,4.0,2.067
1339,42192073,"Alojamiento entero: loft en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.40006,-3.65251",Madrid,68.0,67.0,68.0,,,1.0,1,2.0,3.0,4.71
1340,1140367882683171754,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.394439,-3.696936",Madrid,125.0,193.0,159.0,,,2.0,1,4.0,4.0,2.562
1341,775474904410300828,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.38883,-3.7028",Madrid,104.0,104.0,104.0,4.45,11.0,2.0,1,4.0,4.0,3.125
1342,854197605219563666,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.47259,-3.689837",Madrid,140.0,241.0,190.0,4.69,26.0,1.0,1,2.0,4.0,6.297
1343,813646030251831859,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.387001,-3.73543",Madrid,90.0,90.0,90.0,4.84,45.0,1.0,5,2.0,4.0,4.286
1344,679587579978442341,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.47096,-3.65103",Madrid,35.0,35.0,35.0,4.75,69.0,1.0,1,,,7.472
1345,1102006304976327243,"Alojamiento entero: loft en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.462134,-3.701186",Madrid,93.0,93.0,93.0,4.5,4.0,1.0,1,1.0,2.0,5.031
1346,7012659,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.45744,-3.6942",Madrid,,,,4.61,44.0,1.0,1,1.0,2.0,4.573
1347,714465022072140734,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.47435,-3.71225",Madrid,,78.0,78.0,4.66,70.0,1.0,2,2.0,4.0,6.427
1348,1137460955199945839,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.39876,-3.69681",Madrid,,,,,,1.0,1,,2.0,2.099
1349,986341489280641520,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.383504,-3.733138",Madrid,,,,4.33,33.0,2.0,1,,5.0,4.483
1350,23351424,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.43311,-3.69732",Madrid,48.0,48.0,48.0,4.84,90.0,1.0,1,1.0,,1.875
1351,13346561,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.43322,-3.71339",Madrid,95.0,90.0,92.0,4.8,214.0,1.0,1,3.0,3.0,1.994
1352,933992415585951692,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.4582,-3.5863",Madrid,39.0,39.0,39.0,,,1.0,1,1.0,,10.932
1353,992848909951568267,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.44589,-3.67271",Madrid,30.0,35.0,32.0,,,1.0,1,1.0,,4.145
1354,39052384,"Habitación en Torrejón de Ardoz, España",Habitación,Habitación,Madrid,"40.455,-3.4847",Torrejn de Ardoz,29.0,29.0,29.0,4.69,29.0,1.0,1,1.0,,18.998
1355,20303682,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.47288,-3.71647",Madrid,120.0,107.0,114.0,,,1.0,1,2.0,3.0,6.317
1356,1085467650593976500,"Alojamiento entero: apto. residencial en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.39838,-3.6944",Madrid,,122.0,122.0,,,1.0,1,2.0,4.0,2.203
1357,17072183,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.43062,-3.61323",Madrid,,,,,,3.0,2,3.0,4.0,7.794
1358,1102672044025570522,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.4301,-3.68048",Madrid,,,,5.0,3.0,2.0,5,2.0,4.0,2.44
1359,936633754547740800,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.4555,-3.6962",Madrid,90.0,,90.0,,,1.0,1,1.0,2.0,4.334
1360,870784040766542151,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.42477,-3.63457",Madrid,30.0,30.0,30.0,,,1.0,1,1.0,,5.903
1361,553332367149598958,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.36639,-3.69065",Madrid,,,,4.67,45.0,1.0,1,1.0,,5.725
1362,1043991261426779561,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.4066,-3.6997",Madrid,140.0,140.0,140.0,4.78,9.0,2.0,1,2.0,4.0,1.193
1363,1009343222972609520,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.4612,-3.7023",Madrid,45.0,45.0,45.0,,,1.0,1,1.0,,4.924
1364,897741503510952474,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.460059,-3.701183",Madrid,75.0,85.0,80.0,3.81,16.0,1.0,1,1.0,2.0,4.8
1365,34812107,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.42622,-3.67762",Madrid,80.0,80.0,80.0,4.78,199.0,1.0,1,2.0,3.0,2.425
1366,45535735,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.47163,-3.58304",Madrid,35.0,35.0,35.0,4.79,94.0,1.0,1,1.0,,11.873
1367,47904897,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.39597,-3.6687",Madrid,100.0,149.0,124.0,4.67,72.0,1.0,1,2.0,4.0,3.759
1368,1737408,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.40564,-3.65427",Madrid,,,,,,3.0,2,3.0,6.0,4.356
1369,48437356,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.36634,-3.71793",Madrid,,,,4.66,65.0,1.0,1,2.0,,5.756
1370,1125280565174155772,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.385644,-3.734105",Madrid,30.0,30.0,30.0,5.0,3.0,1.0,1,,,4.336
1371,1112173033147641068,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.3957,-3.7201",Madrid,40.0,40.0,40.0,4.57,7.0,1.0,1,1.0,,2.746
1372,16050778,"Alojamiento entero: loft en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.40247,-3.59235",Madrid,80.0,95.0,88.0,4.53,329.0,1.0,2,2.0,4.0,9.55
1373,893954311854358176,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.43608,-3.61035",Madrid,117.0,105.0,111.0,4.56,34.0,1.0,1,1.0,2.0,8.17
1374,25761607,"Alojamiento entero: loft en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.44701,-3.64362",Madrid,,,,4.87,15.0,1.0,1,2.0,4.0,6.075
1375,40604846,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.42202,-3.69924",Madrid,104.0,100.0,102.0,4.52,142.0,1.0,1,1.0,2.0,0.673
1376,1120097153831545139,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.34079,-3.6907",Madrid,130.0,130.0,130.0,,,4.0,1,6.0,0.0,8.536
1377,872441475032606432,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.47782,-3.71299",Madrid,32.0,32.0,32.0,,,1.0,1,1.0,,6.818
1378,652645448249876424,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.40351,-3.73004",Madrid,,,,4.86,7.0,2.0,1,4.0,,2.695
1379,811730173026112136,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.3807,-3.6934",Madrid,75.0,75.0,75.0,4.5,10.0,1.0,1,1.0,2.0,4.119
1380,34390728,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.45646,-3.67793",Madrid,,,,4.84,81.0,1.0,1,1.0,,4.901
1381,37711264,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.42393,-3.61109",Madrid,35.0,35.0,35.0,,,1.0,1,1.0,,7.864
1382,862033123355071696,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.41114,-3.73565",Madrid,126.0,171.0,148.0,,,2.0,1,2.0,4.0,2.794
1383,936634120461158061,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.4555,-3.6962",Madrid,108.0,205.0,156.0,,,1.0,1,1.0,2.0,4.334
1384,6985914,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.42765,-3.67321",Madrid,40.0,35.0,38.0,,,1.0,1,1.0,,2.83
1385,851266310209548293,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.464394,-3.702787",Madrid,95.0,95.0,95.0,4.68,19.0,1.0,1,1.0,2.0,5.278
1386,847129863045672611,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.434394,-3.646657",Madrid,100.0,140.0,120.0,4.85,47.0,2.0,2,3.0,4.0,5.191
1387,737617463270389620,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.4739,-3.58177",Madrid,,,,,,1.0,1,2.0,,12.096
1388,14730017,"Alojamiento entero: apto. residencial en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.44336,-3.5754",Madrid,85.0,85.0,85.0,4.72,18.0,1.0,1,2.0,3.0,11.237
1389,30150966,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.39996,-3.68571",Madrid,,40.0,40.0,,,1.0,1,1.0,,2.416
1390,1100718671223581937,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.41731,-3.67447",Madrid,200.0,250.0,225.0,,,2.0,2,4.0,7.0,2.461
1391,994819626253933752,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.37466,-3.77359",Madrid,135.0,,135.0,4.71,14.0,3.0,5,5.0,6.0,7.569
1392,795495473700141817,"Alojamiento entero: loft en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.457882,-3.682184",Madrid,,155.0,155.0,,,1.0,1,1.0,2.0,4.899
1393,48711112,"Alojamiento entero: loft en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.39853,-3.6684",Madrid,,,,,,1.0,1,2.0,3.0,3.61
1394,1096282871024785332,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.4579,-3.6759",Madrid,,,,4.56,9.0,1.0,1,2.0,3.0,5.121
1395,33960071,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.46771,-3.70031",Madrid,42.0,42.0,42.0,4.52,27.0,1.0,1,1.0,,5.653
1396,654100117206187722,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.42504,-3.69573",Madrid,100.0,140.0,120.0,4.7,60.0,1.0,1,2.0,4.0,1.118
1397,53700827,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.42562,-3.65658",Madrid,30.0,30.0,30.0,4.65,101.0,1.0,1,,,4.091
1398,859231715384577892,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.463137,-3.704132",Madrid,30.0,30.0,30.0,4.78,94.0,1.0,1,,,5.138
1399,791058530659972106,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.395329,-3.697257",Madrid,131.0,197.0,164.0,4.77,48.0,3.0,1,3.0,5.0,2.46
1400,18714771,"Habitación en Alcobendas, España",Habitación,Habitación,Madrid,"40.54452,-3.64665",Alcobendas,27.0,27.0,27.0,4.81,77.0,1.0,1,,,14.981
1401,1017540247944693297,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.4402,-3.6776",Madrid,99.0,160.0,130.0,,,1.0,1,1.0,2.0,3.393
1402,44551437,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.4251,-3.6918",Madrid,307.0,537.0,422.0,4.82,55.0,1.0,1,1.0,2.0,1.346
1403,50256370,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.41726,-3.67944",Madrid,60.0,60.0,60.0,4.38,170.0,1.0,1,2.0,1.0,2.04
1404,920086053175359136,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.4313,-3.6555",Madrid,,52.0,52.0,4.71,14.0,1.0,1,,,4.369
1405,1120122501448384978,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.42595,-3.70595",Madrid,300.0,300.0,300.0,,1.0,1.0,1,,2.0,1.024
1406,959796002893734435,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.4425,-3.58339",Madrid,120.0,120.0,120.0,4.75,4.0,1.0,1,2.0,2.0,10.559
1407,1087516006325108691,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.4573,-3.7093",Madrid,36.0,36.0,36.0,4.6,5.0,1.0,1,1.0,,4.516
1408,555685892997512672,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.4016,-3.63808",Madrid,30.0,30.0,30.0,,,1.0,1,1.0,,5.798
1409,1032599266975268173,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.3818,-3.7026",Madrid,150.0,150.0,150.0,,,1.0,1,,4.0,3.907
1410,19891220,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.398633,-3.740538",Madrid,60.0,60.0,60.0,,,1.0,1,1.0,,3.736
1411,34353310,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.439502,-3.612699",Madrid,98.0,,98.0,,,2.0,1,2.0,4.0,8.088
1412,19176012,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.37055,-3.71618",Madrid,40.0,35.0,38.0,4.81,222.0,1.0,1,1.0,,5.267
1413,1119681207996829666,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.388659,-3.694414",Madrid,,176.0,176.0,,2.0,1.0,2,,3.0,3.237
1414,701188105318462065,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.43208,-3.70598",Madrid,47.0,47.0,47.0,4.83,6.0,1.0,1,1.0,,1.698
1415,1129596351255584050,"Habitación en Alcobendas, España",Habitación,Habitación,Madrid,"40.550056,-3.657674",Alcobendas,29.0,29.0,29.0,,1.0,1.0,1,,,15.303
1416,944635265386105625,"Casa particular en Torrejón de Ardoz, España",Casa particular,Casa,Madrid,"40.4606,-3.4409",Torrejn de Ardoz,80.0,80.0,80.0,,,2.0,5,2.0,4.0,22.751
1417,1073320655868062036,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.37561,-3.74672",Madrid,87.0,87.0,87.0,,2.0,1.0,1,,2.0,5.872
1418,887425753207364009,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.4157,-3.6589",Madrid,35.0,,35.0,4.72,68.0,1.0,1,1.0,,3.781
1419,922452901360891559,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.44944,-3.70235",Madrid,194.0,193.0,194.0,,,3.0,5,3.0,5.0,3.617
1420,945368707709183111,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.4036,-3.6544",Madrid,,25.0,25.0,,,1.0,1,1.0,,4.416
1421,1066750543544738878,"Alojamiento entero: piso en Madrid, España",Alojamiento entero,Alojamiento,Madrid,"40.4641,-3.7014",Madrid,202.0,366.0,284.0,5.0,4.0,3.0,5,4.0,5.0,5.248
1422,37674433,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.48368,-3.65158",Madrid,35.0,35.0,35.0,4.75,91.0,1.0,1,1.0,,8.627
1423,733443804226785750,"Habitación en Alcobendas, España",Habitación,Habitación,Madrid,"40.55547,-3.65523",Alcobendas,35.0,35.0,35.0,5.0,3.0,1.0,1,1.0,,15.938
1424,596110738743121516,"Habitación en Alcobendas, España",Habitación,Habitación,Madrid,"40.54303,-3.63425",Alcobendas,30.0,30.0,30.0,4.74,124.0,1.0,1,,,15.197
1425,1144087140954479709,"Habitación en Madrid, España",Habitación,Habitación,Madrid,"40.420128,-3.67188",Madrid,45.0,45.0,45.0,,,1.0,1,1.0,,2.703
